2OG-FeII_Oxy_3	96
7tm_1	263
7tm_2	246
AAA_12	199
AAA	132
AAA_5	138
AAA_6	327
AAA_7	181
Abhydrolase_3	211
Ank_2	83
ARS2	198
AWS	39
BTB	111
CBFD_NFYB_HMF	65
CDC37_C	100
CDC37_M	118
CDC37_N	129
CENP-S	76
CENP-T_C	108
CENP-T_N	378
CENP-W	88
CENP-X	75
cNMP_binding	89
CRAL_TRIO	159
DCX	59
DDE_1	175
DHC_N2	398
DSL	63
DSPc	133
DUF1931	138
E1_dh	300
EF-hand_5	25
Exo_endo_phos_2	119
Exo_endo_phos	236
F_actin_cap_B	238
F-box-like	48
FNIP	44
Glyco_tran_10_N	110
Glyco_transf_10	177
GPS	45
HAD_SAK_2	141
Helicase_C	111
Hist_deacetyl	307
Histone	131
Histone_H2A_C	35
HMG_box_2	73
HMG_box	69
Ig_3	79
Integrase_H2C2	58
Ion_trans	245
Iso_dh	348
Kelch_1	46
Laminin_G_1	131
Linker_histone	74
LMF1	445
Lon_C	205
LRR_8	61
LRR_9	175
LSM	67
Macro	118
MOZ_SAS	179
MRP-S33	88
MULE	98
NAP	271
OPA3	125
p450	463
PAXX	194
PDCD2_C	176
Peptidase_C48	216
PH	105
PITH	151
PK	348
PK_C	116
Pkinase	264
Pkinase_Tyr	259
Plavaka	325
Ras	162
RasGEF	179
RasGEF_N	105
RhoGEF	183
RIBIOP_C	292
RRM_1	70
RVT_1	222
SAP	35
SERRATE_Ars2_N	110
SET	169
SH3_2	57
SNF2_N	350
Somatostatin	18
SRF-TF	48
Sulfate_transp	380
TAF	66
TAF6_C	90
TAFII28	86
TANGO2	254
TFIID-18kDa	93
TFIID_20kDa	68
TFIID-31kDa	123
TIC20	181
Tmemb_cc2	401
Transketolase_C	124
Transket_pyr	178
UCH	269
UQ_con	140
XRN_M	443
XRN_N	243
zf-C3HC4_4	42
zf-CCHH	26
zf-CXXC	48
zf-MYST	55
zf-RING_9	205
zf-TRAF	60
