Emue_0092g8a	Integrase_H2C2 rve PHD
Emue_0001g823a	Integrase_H2C2 rve PHD
Emue_0033g8a	Integrase_H2C2 PHD
Emue_0024g304a	Integrase_H2C2 rve PHD
Emue_0011g724a	Chromo Dimer_Tnp_hAT
Emue_0004g695a	Integrase_H2C2 rve Peptidase_C48 PHD
Emue_0004g175a	Chitin_synth_2 SAM_1 RVT_1 RT_RNaseH_2 Integrase_H2C2 rve SAM_2
Emue_0002g478a	WAPL Chromo Dimer_Tnp_hAT
Emue_0001g551a	Integrase_H2C2 Peptidase_C48 PHD
Emue_0070g10a	RVT_1 PHD
Emue_0017g591a	DDE_Tnp_4 Hist_deacetyl zf-UBP
Emue_0002g1361a	Chromo Dimer_Tnp_hAT
Emue_0001g3113a	Chromo Dimer_Tnp_hAT
Emue_0008g1027a	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Emue_0024g316a	Integrase_H2C2 rve PHD
Emue_0005g304a	Chromo Dimer_Tnp_hAT
Emue_0003g775a	Chromo Dimer_Tnp_hAT Ank_2
Emue_0001g887a	Integrase_H2C2 rve Peptidase_C48 PHD
Emue_0001g2281a	DDE_1 Chromo Dimer_Tnp_hAT
Emue_0120g8a	gag-asp_proteas RVT_1 RT_RNaseH Integrase_H2C2 OST-HTH TUDOR
Emue_0001g992a	Chromo Dimer_Tnp_hAT
Emue_0001g3034a	Chromo Dimer_Tnp_hAT
Emue_0019g1188a	RVT_1 RT_RNaseH_2 Chromo
Emue_0011g222a	Integrase_H2C2 rve PHD
Emue_0009g754a	RVT_1 RT_RNaseH Integrase_H2C2 rve Acetyltransf_1
Emue_0003g974a	Chromo Dimer_Tnp_hAT
Emue_0001g564a	Integrase_H2C2 Peptidase_C48 PHD
Emue_0003g1767a	Chromo Dimer_Tnp_hAT
Emue_0001g369a	Cupin_4 RVT_1
