Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Hvul_g16063_1	0	1866	0	622	19.34914395
Hvul_g17500_1	0	2416	0	805	8.303600433
Hvul_g17500_1	2435	2749	811	916	2.270588235
Hvul_g17500_1	2755	4025	918	1341	27.99431133
Hvul_g17500_1	4028	6333	1342	2111	5.519199677
Hvul_g22464_1	0	716	0	238	10.40634126
Hvul_g22464_1	721	1863	240	621	7.886493549
Hvul_g2270_1	0	1307	0	435	36.20234646
Hvul_g2270_1	1323	1400	441	466	1.166666667
Hvul_g2270_1	1416	1456	472	485	1
Hvul_g2270_1	1526	1582	508	527	1.842105263
Hvul_g2270_1	1616	1659	538	553	1
Hvul_g2270_1	1792	1919	597	639	1
Hvul_g2270_1	2154	2204	718	734	1
Hvul_g2270_1	2233	2303	744	767	1.454545455
Hvul_g2270_1	2388	2462	796	820	1
Hvul_g2270_1	2508	2575	836	858	1
Hvul_g27932_1	0	200	0	66	1.493333333
Hvul_g27932_1	202	327	67	109	1.272727273
Hvul_g27932_1	343	484	114	161	1.147058824
Hvul_g27932_1	549	1216	183	405	51.01032341
Hvul_g27932_1	1221	1320	407	440	3.738219895
Hvul_g29848_1	0	417	0	139	31.57313899
Hvul_g29848_1	426	631	142	210	2.896039604
Hvul_g29848_1	663	761	221	253	2.116504854
Hvul_g29848_1	766	965	255	321	5.372990354
Hvul_g29848_1	974	1610	324	536	7.060204082
Hvul_g29848_1	1622	2721	540	907	100.4020796
Hvul_g29867_1	2	135	0	45	1.380952381
Hvul_g29867_1	155	407	51	135	1.365853659
Hvul_g29867_1	410	553	136	184	1.444444444
Hvul_g29867_1	554	757	184	252	1.255813953
Hvul_g29867_1	774	878	258	292	1.285714286
Hvul_g29867_1	901	1006	300	335	1.083333333
Hvul_g29867_1	1132	1175	377	391	1
Hvul_g29867_1	1182	1806	394	602	1.561290323
Hvul_g29867_1	1815	1903	605	634	1
Hvul_g6126_1	0	313	0	104	43.25643055
Hvul_g6126_1	314	1366	104	455	16.69787802
Hvul_g6126_1	1367	5253	455	1751	25.81804685
