Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Porpur_gnl_WGS_VRMN_mrna.FVE85_1517	0	3567	0	1189	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_3449	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_3736	0	736	0	245	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_3736	736	755	245	251	2
Porpur_gnl_WGS_VRMN_mrna.FVE85_3736	755	4464	251	1488	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_4570	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_4617	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_4793	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_5176	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_6041	0	2037	0	679	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_6041	2037	2038	679	679	1
Porpur_gnl_WGS_VRMN_mrna.FVE85_6041	2038	2058	679	686	2
Porpur_gnl_WGS_VRMN_mrna.FVE85_6041	2058	2901	686	967	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_6043	0	1890	0	630	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_6043	1890	1909	630	636	2
Porpur_gnl_WGS_VRMN_mrna.FVE85_6043	1909	2010	636	670	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_7139	0	4707	0	1569	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_7139	4707	4726	1569	1575	2
Porpur_gnl_WGS_VRMN_mrna.FVE85_7139	4726	4827	1575	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_8468	0	4707	0	1569	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_8468	4707	4726	1569	1575	2
Porpur_gnl_WGS_VRMN_mrna.FVE85_8468	4726	4827	1575	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_9384	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_9570	0	4827	0	1609	0
Porpur_gnl_WGS_VRMN_mrna.FVE85_9898	0	4827	0	1609	0
