Chabra_GBG41103	2
Chabra_GBG43817	1
Chabra_GBG58667	2
Chabra_GBG59012	3
Chabra_GBG59472	5
Chabra_GBG59590	2
Chabra_GBG59636	2
Chabra_GBG60019	2
Chabra_GBG60020	2
Chabra_GBG60117	9
Chabra_GBG60168	5
Chabra_GBG60306	5
Chabra_GBG60413	4
Chabra_GBG60453	2
Chabra_GBG60635	2
Chabra_GBG60871	2
Chabra_GBG61131	3
Chabra_GBG61141	4
Chabra_GBG61764	1
Chabra_GBG61900	3
Chabra_GBG62107	2
Chabra_GBG62181	2
Chabra_GBG62411	2
Chabra_GBG62505	2
Chabra_GBG62580	2
Chabra_GBG62710	2
Chabra_GBG63627	1
Chabra_GBG63680	3
Chabra_GBG63939	5
Chabra_GBG63947	2
Chabra_GBG63965	19
Chabra_GBG63975	7
Chabra_GBG63978	2
Chabra_GBG63981	7
Chabra_GBG63987	13
Chabra_GBG64223	2
Chabra_GBG64355	6
Chabra_GBG64417	3
Chabra_GBG64484	14
Chabra_GBG64587	3
Chabra_GBG64694	10
Chabra_GBG64935	3
Chabra_GBG64943	2
Chabra_GBG65087	3
Chabra_GBG65481	2
Chabra_GBG65588	2
Chabra_GBG65694	1
Chabra_GBG65696	2
Chabra_GBG65726	2
Chabra_GBG65742	2
Chabra_GBG65783	3
Chabra_GBG65886	3
Chabra_GBG66465	4
Chabra_GBG66639	2
Chabra_GBG66927	6
Chabra_GBG67760	3
Chabra_GBG68149	3
Chabra_GBG68433	3
Chabra_GBG68489	3
Chabra_GBG68587	2
Chabra_GBG68681	4
Chabra_GBG68974	3
Chabra_GBG69036	3
Chabra_GBG69312	3
Chabra_GBG69525	2
Chabra_GBG69971	4
Chabra_GBG70122	1
Chabra_GBG70257	1
Chabra_GBG70548	2
Chabra_GBG70872	2
Chabra_GBG70955	2
Chabra_GBG71123	3
Chabra_GBG71240	2
Chabra_GBG71259	2
Chabra_GBG71415	3
Chabra_GBG72047	26
Chabra_GBG72069	2
Chabra_GBG72087	1
Chabra_GBG72348	37
Chabra_GBG72505	2
Chabra_GBG72519	3
Chabra_GBG72775	16
Chabra_GBG73229	12
Chabra_GBG73474	29
Chabra_GBG73982	7
Chabra_GBG74089	2
Chabra_GBG74134	2
Chabra_GBG74160	3
Chabra_GBG74600	2
Chabra_GBG74892	2
Chabra_GBG74902	2
Chabra_GBG75101	4
Chabra_GBG75344	2
Chabra_GBG75516	2
Chabra_GBG76006	7
Chabra_GBG76198	2
Chabra_GBG76224	1
Chabra_GBG76399	2
Chabra_GBG76413	2
Chabra_GBG76468	2
Chabra_GBG76758	2
Chabra_GBG76785	2
Chabra_GBG76809	1
Chabra_GBG76880	2
Chabra_GBG76903	4
Chabra_GBG77055	2
Chabra_GBG77426	2
Chabra_GBG77614	3
Chabra_GBG77709	3
Chabra_GBG78811	5
Chabra_GBG78988	2
Chabra_GBG79044	2
Chabra_GBG79068	2
Chabra_GBG79211	3
Chabra_GBG79229	2
Chabra_GBG79239	3
Chabra_GBG79250	6
Chabra_GBG79634	3
Chabra_GBG79648	2
Chabra_GBG79681	4
Chabra_GBG80045	20
Chabra_GBG80090	1
Chabra_GBG80280	1
Chabra_GBG80309	3
Chabra_GBG80503	1
Chabra_GBG80696	2
Chabra_GBG80989	1
Chabra_GBG81351	2
Chabra_GBG81372	2
Chabra_GBG81810	15
Chabra_GBG81918	3
Chabra_GBG82132	2
Chabra_GBG82273	7
Chabra_GBG82501	2
Chabra_GBG82517	2
Chabra_GBG82819	2
Chabra_GBG82836	2
Chabra_GBG82990	2
Chabra_GBG83039	5
Chabra_GBG83168	2
Chabra_GBG83333	5
Chabra_GBG83362	2
Chabra_GBG83469	2
Chabra_GBG83578	2
Chabra_GBG83580	1
Chabra_GBG84159	1
Chabra_GBG84395	4
Chabra_GBG84737	3
Chabra_GBG84758	3
Chabra_GBG84862	2
Chabra_GBG84926	17
Chabra_GBG85065	2
Chabra_GBG85461	2
Chabra_GBG85533	5
Chabra_GBG85663	3
Chabra_GBG85827	3
Chabra_GBG86049	3
Chabra_GBG86244	5
Chabra_GBG86325	2
Chabra_GBG86329	15
Chabra_GBG87066	3
Chabra_GBG87380	7
Chabra_GBG87529	1
Chabra_GBG87741	4
Chabra_GBG87829	7
Chabra_GBG88138	2
Chabra_GBG88139	3
Chabra_GBG88190	2
Chabra_GBG88234	7
Chabra_GBG88937	3
Chabra_GBG89399	4
Chabra_GBG89950	31
Chabra_GBG90211	10
Chabra_GBG90460	2
Chabra_GBG90968	5
Chabra_GBG91146	4
Chabra_GBG91964	1
Chabra_GBG91988	2
Chabra_GBG92189	8
Chabra_GBG92241	2
Chabra_GBG92410	3
Chabra_GBG92524	3
Chabra_GBG92551	2
Chabra_GBG92564	3
Chabra_GBG92595	2
