Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Plafun_PRP73443	315	430	105	143	1.25
Plafun_PRP73443	433	484	144	161	1
Plafun_PRP73443	728	779	242	259	1
Plafun_PRP73443	1182	1233	394	411	1
Plafun_PRP73443	1441	1492	480	497	1
Plafun_PRP73443	1505	1577	501	525	1
Plafun_PRP73443	1731	1794	577	598	2
Plafun_PRP73443	1946	2092	648	697	1
Plafun_PRP73443	2439	2494	813	831	1.8
Plafun_PRP73443	2535	2596	845	865	1
Plafun_PRP73443	2689	2740	896	913	1
Plafun_PRP73443	2822	2873	940	957	1
Plafun_PRP73443	2928	2979	976	993	1
Plafun_PRP73443	3243	3294	1081	1098	1
Plafun_PRP73443	3866	3929	1288	1309	1
Plafun_PRP73443	4049	4100	1349	1366	1
Plafun_PRP73443	4534	4585	1511	1528	1
Plafun_PRP73443	4809	4881	1603	1627	1
Plafun_PRP73443	5147	5198	1715	1732	1
Plafun_PRP73443	5233	5284	1744	1761	1
Plafun_PRP73443	5302	5353	1767	1784	1
Plafun_PRP73443	5457	5508	1819	1836	1
Plafun_PRP73443	5661	5868	1887	1956	1.380952381
Plafun_PRP73443	5933	5987	1977	1995	1
Plafun_PRP73443	6280	6331	2093	2110	1
Plafun_PRP73443	6374	6425	2124	2141	1
Plafun_PRP73443	6436	6501	2145	2167	1
Plafun_PRP73443	6580	6704	2193	2234	3.47826087
Plafun_PRP73443	6763	6850	2254	2283	2.173913043
Plafun_PRP73443	6876	7629	2292	2543	50.96692551
Plafun_PRP73675	6	105	2	35	1
Plafun_PRP73675	111	183	37	61	1
Plafun_PRP73675	414	473	138	157	1.7
Plafun_PRP73675	483	534	161	178	1
Plafun_PRP73675	541	608	180	202	1.25
Plafun_PRP73675	909	981	303	327	1
Plafun_PRP73675	985	1126	328	375	1.428571429
Plafun_PRP73675	1714	1802	571	600	1.588235294
Plafun_PRP73675	1811	1992	603	664	1.466666667
Plafun_PRP73675	2271	2324	757	774	1
