Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Mlei_ML0763.g19.i1	6957	6783.452	3.808376	9.000	SRR2983219	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6783.916	1.694057	4.000	SRR2983220	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6783.882	0.826817	2.000	SRR2983221	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6784.428	1.708355	4.000	SRR2983222	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6785.727	0.713241	3.000	SRR2983223	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6785.865	1.191646	5.000	SRR2983224	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6785.969	0.695406	3.000	SRR2983225	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6786.861	0.239199	1.000	SRR2983226	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6781.109	1.136323	4.000	SRR2983227	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6781.255	1.977308	7.000	SRR2983228	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6781.738	1.113149	4.000	SRR2983229	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6781.863	0.851857	3.000	SRR2983230	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6784.267	0.392053	2.000	SRR2983231	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6784.250	0.000000	0.000	SRR2983232	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6784.511	0.763452	4.000	SRR2983233	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6784.837	0.587515	3.000	SRR2983234	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6781.340	2.425135	5.000	SRR2983235	Mlei_ML0763_g19_t1
Mlei_ML0763.g19.i1	6957	6780.817	2.897937	6.000	SRR2983236	Mlei_ML0763_g19_t1
