Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Adig_XM_015897454.1	3771	3590.799	0.238493	6.000	SRR3316332	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3593.761	0.000000	0.000	SRR3316333	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3592.760	0.038503	1.000	SRR3316334	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3593.370	0.108329	3.000	SRR3316335	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3595.621	0.000000	0.000	SRR3316336	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3598.450	0.088304	3.000	SRR3316337	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3596.650	0.000000	0.000	SRR3316338	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3596.319	0.235174	7.000	SRR3316339	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3593.696	0.094129	3.000	SRR3316340	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3595.082	0.098660	3.000	SRR3316341	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3590.486	0.070852	2.000	SRR3316342	Adig_XP_015752940.1
Adig_XM_015897454.1	3771	3595.695	0.274627	8.000	SRR3316343	Adig_XP_015752940.1
Adig_XM_015900705.1	4827	4646.799	40.084075	1305.000	SRR3316332	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4649.761	37.203765	1365.000	SRR3316333	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4648.760	45.676342	1535.000	SRR3316334	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4649.370	43.453017	1557.000	SRR3316335	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4651.621	44.193981	1675.000	SRR3316336	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4654.450	54.615972	2400.000	SRR3316337	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4652.650	4.226654	155.000	SRR3316338	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4652.319	46.316937	1783.446	SRR3316339	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4649.696	47.845797	1973.000	SRR3316340	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4651.082	48.451083	1906.028	SRR3316341	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4646.486	47.533646	1736.397	SRR3316342	Adig_XP_015756191.1
Adig_XM_015900705.1	4827	4651.695	44.871345	1691.000	SRR3316343	Adig_XP_015756191.1
Adig_XM_015903825.1	3516	3335.799	8.264207	193.146	SRR3316332	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3338.761	6.794423	179.000	SRR3316333	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3337.760	15.002841	362.000	SRR3316334	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3338.370	14.692062	378.000	SRR3316335	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3340.621	15.411240	419.481	SRR3316336	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3343.450	7.793222	246.000	SRR3316337	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3341.650	0.645436	17.000	SRR3316338	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3341.319	11.150524	308.364	SRR3316339	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3338.696	10.773457	319.000	SRR3316340	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3340.082	10.229842	289.000	SRR3316341	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3335.486	14.733567	386.358	SRR3316342	Adig_XP_015759311.1
Adig_XM_015903825.1	3516	3340.695	9.348037	253.000	SRR3316343	Adig_XP_015759311.1
Adig_XM_015906655.1	2070	1889.799	32.452241	429.680	SRR3316332	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1892.761	1.905031	28.452	SRR3316333	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1891.760	0.902911	12.348	SRR3316334	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1892.370	1.435031	20.929	SRR3316335	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1894.621	1.620645	25.018	SRR3316336	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1897.450	3.087766	55.314	SRR3316337	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1895.650	0.133856	2.000	SRR3316338	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1895.319	0.764780	11.997	SRR3316339	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1892.696	0.774468	13.000	SRR3316340	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1894.082	0.686758	11.002	SRR3316341	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1889.486	1.346366	20.000	SRR3316342	Adig_XP_015762141.1
Adig_XM_015906655.1	2070	1894.695	0.716316	10.995	SRR3316343	Adig_XP_015762141.1
