Chabra_GBG87741	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG82273	zf-C2H2_6 RVT_1 RT_RNaseH_2 zf-C2H2_6 zf-C2H2_6 PHD
Chabra_GBG83333	Histone RVT_1
Chabra_GBG74892	RVT_1 Chromo
Chabra_GBG69525	RVT_1 Chromo
Chabra_GBG65783	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG86244	RVT_1 SAWADEE
Chabra_GBG72279	RVT_1 Chromo
Chabra_GBG69312	RVT_1 RVT_1 Chromo
Chabra_GBG85663	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG72069	RVT_1 Chromo
Chabra_GBG77614	RVT_1 Chromo
Chabra_GBG75516	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG64935	RVT_1 Chromo
Chabra_GBG83580	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG71259	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG88190	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG79068	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG62411	RVT_1 Chromo
Chabra_GBG76785	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG84395	RVT_1 RT_RNaseH Chromo
Chabra_GBG72775	Kelch_1 Kelch_6 Kelch_1 RVT_1 RT_RNaseH Integrase_H2C2 Kelch_4 Kelch_1 BTB
Chabra_GBG72087	Integrase_H2C2 rve Chromo
Chabra_GBG68489	RVT_1 RT_RNaseH Chromo
Chabra_GBG66639	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG63680	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG61141	Integrase_H2C2 Chromo
Chabra_GBG62181	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG76809	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG70257	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG88234	rve RT_RNaseH Integrase_H2C2 Chromo Melibiase_C
Chabra_GBG77426	RVT_1 Chromo
Chabra_GBG75344	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG92524	RVT_1 RT_RNaseH Chromo
Chabra_GBG86325	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG83168	RVT_1 Integrase_H2C2 Integrase_H2C2 Chromo
Chabra_GBG63939	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG59012	RVT_1 RT_RNaseH_2 Chromo Dimer_Tnp_hAT
Chabra_GBG82819	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG66465	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG87380	RVT_1 PHD
Chabra_GBG80887	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG71123	RVT_1 RT_RNaseH Chromo
Chabra_GBG66927	RVT_1 RT_RNaseH Integrase_H2C2 Chromo DUF702
Chabra_GBG87829	zf-CCHC RVT_1 Chromo
Chabra_GBG86329	RT_RNaseH_2 Bromodomain BET Integrase_H2C2
Chabra_GBG82836	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG85533	SNF2_N RT_RNaseH Integrase_H2C2
Chabra_GBG59472	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG65886	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG76880	RVT_1 Chromo
Chabra_GBG63975	NAP RT_RNaseH Integrase_H2C2 rve
Chabra_GBG73229	RVT_1 RT_RNaseH_2 RT_RNaseH_2
Chabra_GBG69397	RVT_1 RT_RNaseH Chromo
Chabra_GBG91964	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG76903	Chromo DUF659
Chabra_GBG80696	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG70548	RVT_1 RT_RNaseH Chromo
Chabra_GBG68587	RVT_1 Chromo
Chabra_GBG63978	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG60413	RVT_1 RT_RNaseH Chromo
Chabra_GBG92564	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG80503	Integrase_H2C2 Chromo
Chabra_GBG58667	RVT_1 RT_RNaseH Chromo
Chabra_GBG90211	RT_RNaseH_2 Integrase_H2C2 rve Acetyltransf_1
Chabra_GBG76198	RVT_1 Chromo
Chabra_GBG70122	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60168	Chromo DDE_Tnp_4
Chabra_GBG74134	Integrase_H2C2 Chromo
Chabra_GBG73474	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Chabra_GBG68149	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG80045	Kelch_4 Kelch_3 Kelch_3 Kelch_3 DUF659 Kelch_4
Chabra_GBG76006	RVT_1 RT_RNaseH RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG65694	Integrase_H2C2 Chromo
Chabra_GBG60871	RVT_1 Chromo
Chabra_GBG65481	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG79648	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG78988	Integrase_H2C2 Chromo
Chabra_GBG65696	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG81810	ABC2_membrane_7 RVT_1 Chromo RVT_1 RT_RNaseH_2
Chabra_GBG71415	Integrase_H2C2 Chromo
Chabra_GBG91988	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG78811	Integrase_H2C2 SAWADEE
Chabra_GBG90460	RVT_1 Chromo
Chabra_GBG81351	Integrase_H2C2 Chromo
Chabra_GBG76468	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG83039	RT_RNaseH RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG79681	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG68433	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG60453	RVT_1 Chromo
Chabra_GBG92410	RVT_1 Chromo
Chabra_GBG85827	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG79229	RVT_1 Chromo
Chabra_GBG81372	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG69036	RVT_1 Chromo
Chabra_GBG80989	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60019	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG71240	RVT_1 Chromo
Chabra_GBG68681	RVT_1 Chromo
Chabra_GBG91146	RVT_1 RT_RNaseH Chromo
Chabra_GBG89399	zf-CCHC RVT_1 Chromo
Chabra_GBG74902	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG70872	RVT_1 RT_RNaseH Chromo
Chabra_GBG69971	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG65087	RVT_1 RT_RNaseH Chromo
Chabra_GBG61764	Integrase_H2C2 Chromo
Chabra_GBG72070	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG59590	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG92189	Chromo RVT_1 RT_RNaseH_2
Chabra_GBG72519	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG76758	RVT_1 RT_RNaseH Chromo
Chabra_GBG82517	RVT_1 Chromo
Chabra_GBG90968	RVT_1 Chromo
Chabra_GBG87066	RVT_1 Chromo
Chabra_GBG86040	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG64694	Histone Peptidase_C48 Integrase_H2C2
Chabra_GBG92241	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG87529	Integrase_H2C2 Chromo
Chabra_GBG84159	Integrase_H2C2 Chromo
Chabra_GBG64943	RVT_1 RT_RNaseH Chromo
Chabra_GBG61131	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60306	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG82990	RVT_1 Chromo
Chabra_GBG84862	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG83362	RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG64484	Histone RVT_1
Chabra_GBG43817	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG85461	RVT_1 Chromo
Chabra_GBG72328	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG83578	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG81879	RVT_1 RT_RNaseH Chromo DUF4360
Chabra_GBG75101	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG65588	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG59636	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG44859	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo Integrase_H2C2 Chromo
Chabra_GBG86049	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG89950	DUF659 Dimer_Tnp_hAT DUF659 SNF2_N Helicase_C
Chabra_GBG68974	Integrase_H2C2 Chromo
Chabra_GBG81918	RVT_1 RT_RNaseH Chromo
