Emue_Em0001g2281a.t1	6
Emue_Em0001g2328a.t1	2
Emue_Em0001g3034a.t1	5
Emue_Em0001g3113a.t1	2
Emue_Em0001g369a.t1	10
Emue_Em0001g551a.t1	10
Emue_Em0001g564a.t1	11
Emue_Em0001g823a.t1	9
Emue_Em0001g887a.t1	7
Emue_Em0001g992a.t1	4
Emue_Em0002g1361a.t1	8
Emue_Em0002g478a.t1	12
Emue_Em0003g1767a.t1	2
Emue_Em0003g775a.t1	7
Emue_Em0003g974a.t1	3
Emue_Em0004g175a.t1	12
Emue_Em0004g695a.t1	7
Emue_Em0005g304a.t1	2
Emue_Em0008g1027a.t1	40
Emue_Em0009g754a.t1	14
Emue_Em0011g222a.t1	9
Emue_Em0011g724a.t1	4
Emue_Em0017g591a.t1	22
Emue_Em0019g1188a.t1	6
Emue_Em0024g304a.t1	8
Emue_Em0024g316a.t1	9
Emue_Em0033g8a.t1	7
Emue_Em0070g10a.t1	11
Emue_Em0092g8a.t1	8
Emue_Em0120g8a.t1	18
Emue_Em0516g4a.t1	3
