Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Rhidel_EIE75594	1218	1066.027	0.000000	0.000	SRR7167784	Rhidel_EIE75594
Rhidel_EIE75594	1218	1064.643	0.000000	0.000	SRR7167785	Rhidel_EIE75594
Rhidel_EIE75594	1218	1019.261	0.000000	0.000	SRR7167786	Rhidel_EIE75594
Rhidel_EIE75594	1218	1052.073	0.000000	0.000	SRR7167787	Rhidel_EIE75594
Rhidel_EIE75594	1218	1053.893	0.000000	0.000	SRR7167788	Rhidel_EIE75594
Rhidel_EIE75594	1218	1059.265	0.000000	0.000	SRR7167789	Rhidel_EIE75594
Rhidel_EIE75594	1218	1049.603	0.000000	0.000	SRR7167790	Rhidel_EIE75594
Rhidel_EIE75594	1218	1055.315	0.000000	0.000	SRR7167791	Rhidel_EIE75594
Rhidel_EIE75594	1218	1035.983	0.000000	0.000	SRR7167792	Rhidel_EIE75594
Rhidel_EIE75594	1218	1013.825	0.000000	0.000	SRR7167793	Rhidel_EIE75594
Rhidel_EIE75594	1218	1054.704	0.000000	0.000	SRR7167794	Rhidel_EIE75594
Rhidel_EIE75594	1218	1064.312	0.000000	0.000	SRR7167795	Rhidel_EIE75594
Rhidel_EIE75594	1218	1034.736	0.000000	0.000	SRR7167796	Rhidel_EIE75594
Rhidel_EIE75594	1218	1067.639	0.000000	0.000	SRR7167797	Rhidel_EIE75594
Rhidel_EIE75594	1218	1055.311	0.000000	0.000	SRR7167798	Rhidel_EIE75594
Rhidel_EIE75594	1218	1029.540	0.000000	0.000	SRR7167799	Rhidel_EIE75594
Rhidel_EIE75594	1218	1056.670	0.000000	0.000	SRR7167800	Rhidel_EIE75594
Rhidel_EIE75594	1218	1029.112	0.000000	0.000	SRR7167801	Rhidel_EIE75594
Rhidel_EIE75594	1218	1025.857	0.000000	0.000	SRR7167802	Rhidel_EIE75594
Rhidel_EIE75594	1218	1051.316	0.000000	0.000	SRR7167803	Rhidel_EIE75594
Rhidel_EIE75594	1218	1028.568	0.000000	0.000	SRR7167804	Rhidel_EIE75594
Rhidel_EIE75594	1218	1047.823	0.000000	0.000	SRR7167805	Rhidel_EIE75594
Rhidel_EIE75594	1218	1076.425	0.000000	0.000	SRR7167806	Rhidel_EIE75594
Rhidel_EIE75594	1218	1062.257	0.000000	0.000	SRR7167807	Rhidel_EIE75594
