Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Scil_scict013490.1	828	631.547	42.793986	95.083	ERR466662	Scil_scpid13509
Scil_scict013490.1	828	631.391	24.223976	81.389	ERR466663	Scil_scpid13509
Scil_scict013490.1	828	637.298	14.147265	89.472	ERR466664	Scil_scpid13509
Scil_scict013490.1	828	632.835	17.149478	93.405	ERR466665	Scil_scpid13509
Scil_scict013490.1	828	638.647	15.765590	49.608	ERR466666	Scil_scpid13509
Scil_scict013490.1	828	630.262	21.169692	62.000	ERR466667	Scil_scpid13509
Scil_scict013490.1	828	637.529	22.898162	65.945	ERR466668	Scil_scpid13509
Scil_scict013490.1	828	636.581	17.791547	45.002	ERR466669	Scil_scpid13509
Scil_scict013490.1	828	636.305	18.443327	83.376	ERR466670	Scil_scpid13509
Scil_scict013490.1	828	642.584	22.475709	82.743	ERR466671	Scil_scpid13509
Scil_scict013490.1	828	632.747	28.258658	103.277	ERR466672	Scil_scpid13509
Scil_scict013490.1	828	631.671	25.974654	139.813	ERR466673	Scil_scpid13509
Scil_scict013490.1	828	653.093	29.561979	152.627	ERR466674	Scil_scpid13509
Scil_scict013490.1	828	636.027	19.091244	59.000	ERR466675	Scil_scpid13509
Scil_scict013490.1	828	636.858	35.718935	84.064	ERR466676	Scil_scpid13509
Scil_scict013490.1	828	631.711	26.359352	93.472	ERR466677	Scil_scpid13509
Scil_scict013490.1	828	636.588	18.329065	55.564	ERR466678	Scil_scpid13509
Scil_scict013490.1	828	633.691	26.473839	115.095	ERR466679	Scil_scpid13509
Scil_scict013490.1	828	644.039	20.606074	58.611	ERR466680	Scil_scpid13509
Scil_scict013490.1	828	641.960	16.932475	76.922	ERR466681	Scil_scpid13509
Scil_scict013490.1	828	633.556	23.625462	89.995	ERR466682	Scil_scpid13509
Scil_scict013490.1	828	637.295	26.401016	164.088	ERR466683	Scil_scpid13509
Scil_scict000343.2	2854	2657.449	1.176562	11.000	ERR466662	Scil_scpid16031
Scil_scict000343.2	2854	2657.290	1.131517	16.000	ERR466663	Scil_scpid16031
Scil_scict000343.2	2854	2663.251	6.356627	168.000	ERR466664	Scil_scpid16031
Scil_scict000343.2	2854	2658.748	1.748055	40.000	ERR466665	Scil_scpid16031
Scil_scict000343.2	2854	2664.594	0.609368	8.000	ERR466666	Scil_scpid16031
Scil_scict000343.2	2854	2656.175	0.405095	5.000	ERR466667	Scil_scpid16031
Scil_scict000343.2	2854	2663.467	1.412932	17.000	ERR466668	Scil_scpid16031
Scil_scict000343.2	2854	2662.555	0.567142	6.000	ERR466669	Scil_scpid16031
Scil_scict000343.2	2854	2662.280	5.805698	109.811	ERR466670	Scil_scpid16031
Scil_scict000343.2	2854	2668.559	0.065408	1.000	ERR466671	Scil_scpid16031
Scil_scict000343.2	2854	2658.690	3.451329	53.000	ERR466672	Scil_scpid16031
Scil_scict000343.2	2854	2657.621	5.122216	116.000	ERR466673	Scil_scpid16031
Scil_scict000343.2	2854	2679.061	1.274850	27.000	ERR466674	Scil_scpid16031
Scil_scict000343.2	2854	2661.946	1.082396	14.000	ERR466675	Scil_scpid16031
Scil_scict000343.2	2854	2662.808	0.609734	6.000	ERR466676	Scil_scpid16031
Scil_scict000343.2	2854	2657.594	0.603288	9.000	ERR466677	Scil_scpid16031
Scil_scict000343.2	2854	2662.513	2.287248	29.000	ERR466678	Scil_scpid16031
Scil_scict000343.2	2854	2659.659	1.260491	23.000	ERR466679	Scil_scpid16031
Scil_scict000343.2	2854	2669.969	0.084805	1.000	ERR466680	Scil_scpid16031
Scil_scict000343.2	2854	2667.885	0.794519	15.000	ERR466681	Scil_scpid16031
Scil_scict000343.2	2854	2659.486	0.187616	3.000	ERR466682	Scil_scpid16031
Scil_scict000343.2	2854	2663.244	1.501543	39.000	ERR466683	Scil_scpid16031
