Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Klenit_kfl00004_0570_v1.1.CDS	6071	6161	2023	2053	1
Klenit_kfl00004_0570_v1.1.CDS	6229	6319	2076	2106	1
Klenit_kfl00045_0020_v1.1.CDS	59	3918	19	1306	66.59313891
Klenit_kfl00045_0020_v1.1.CDS	4065	5676	1355	1892	113.0504873
Klenit_kfl00391_0010_v1.1.CDS	1308	1482	436	494	2.666666667
Klenit_kfl00391_0010_v1.1.CDS	2863	2953	954	984	1
Klenit_kfl00391_0010_v1.1.CDS	2989	3079	996	1026	1
Klenit_kfl00391_0010_v1.1.CDS	4310	4400	1436	1466	1
Klenit_kfl00391_0010_v1.1.CDS	4460	4550	1486	1516	1
Klenit_kfl00391_0010_v1.1.CDS	4880	4972	1626	1657	1.333333333
Klenit_kfl00391_0010_v1.1.CDS	8163	8271	2721	2757	1.333333333
Klenit_kfl00525_0040_v1.1.CDS	2110	2200	703	733	1
Klenit_kfl01062_0010_v1.1.CDS	2488	2609	829	869	1.333333333
Klenit_kfl01596_0010_v1.1.CDS	139	229	46	76	1
Klenit_kfl01596_0010_v1.1.CDS	525	667	175	222	2.666666667
Klenit_kfl01596_0010_v1.1.CDS	1083	1261	361	420	1.333333333
