Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Hetalb_XM_020581347.1	2094	1913.722	0.000000	0.000	SRR3952103	Hetalb_XP_020428134.1
Hetalb_XM_020581347.1	2094	1920.682	3.261515	3.402	SRR3952105	Hetalb_XP_020428134.1
Hetalb_XM_020581347.1	2094	1892.020	5.193059	7.052	SRR3952107	Hetalb_XP_020428134.1
Hetalb_XM_020581347.1	2094	1878.781	0.000000	0.000	SRR3952108	Hetalb_XP_020428134.1
Hetalb_XM_020581347.1	2094	1898.487	0.919009	2.060	SRR3952111	Hetalb_XP_020428134.1
Hetalb_XM_020575520.1	1050	869.722	4.899830	3.627	SRR3952103	Hetalb_XP_020434315.1
Hetalb_XM_020575520.1	1050	876.682	0.000000	0.000	SRR3952105	Hetalb_XP_020434315.1
Hetalb_XM_020575520.1	1050	848.020	0.000000	0.000	SRR3952107	Hetalb_XP_020434315.1
Hetalb_XM_020575520.1	1050	834.781	0.000000	0.000	SRR3952108	Hetalb_XP_020434315.1
Hetalb_XM_020575520.1	1050	854.487	0.000000	0.000	SRR3952111	Hetalb_XP_020434315.1
Hetalb_XM_020575655.1	435	254.722	0.000000	0.000	SRR3952103	Hetalb_XP_020434315.1
Hetalb_XM_020575655.1	435	261.682	0.000000	0.000	SRR3952105	Hetalb_XP_020434315.1
Hetalb_XM_020575655.1	435	233.020	9.696851	1.622	SRR3952107	Hetalb_XP_020434315.1
Hetalb_XM_020575655.1	435	219.781	4.668536	1.000	SRR3952108	Hetalb_XP_020434315.1
Hetalb_XM_020575655.1	435	239.560	14.455075	4.090	SRR3952111	Hetalb_XP_020434315.1
Hetalb_XM_020574459.1	3891	3710.722	0.477398	1.508	SRR3952103	Hetalb_XP_020435614.1
Hetalb_XM_020574459.1	3891	3717.682	0.667156	1.347	SRR3952105	Hetalb_XP_020435614.1
Hetalb_XM_020574459.1	3891	3689.020	0.000000	0.000	SRR3952107	Hetalb_XP_020435614.1
Hetalb_XM_020574459.1	3891	3675.781	2.575075	9.225	SRR3952108	Hetalb_XP_020435614.1
Hetalb_XM_020574459.1	3891	3695.487	2.034491	8.879	SRR3952111	Hetalb_XP_020435614.1
Hetalb_XM_020572253.1	3096	2915.722	1.960758	4.866	SRR3952103	Hetalb_XP_020438111.1
Hetalb_XM_020572253.1	3096	2922.682	2.678387	4.251	SRR3952105	Hetalb_XP_020438111.1
Hetalb_XM_020572253.1	3096	2894.020	4.981002	10.346	SRR3952107	Hetalb_XP_020438111.1
Hetalb_XM_020572253.1	3096	2880.781	4.193926	11.775	SRR3952108	Hetalb_XP_020438111.1
Hetalb_XM_020572253.1	3096	2900.487	5.907391	20.235	SRR3952111	Hetalb_XP_020438111.1
