Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Hetalb_XM_020572253.1	39	93	13	31	1
Hetalb_XM_020572253.1	105	163	35	54	1
Hetalb_XM_020572253.1	363	440	121	146	1
Hetalb_XM_020572253.1	446	498	148	166	1
Hetalb_XM_020572253.1	500	569	166	189	1.285714286
Hetalb_XM_020572253.1	624	724	208	241	1.333333333
Hetalb_XM_020572253.1	747	799	249	266	1
Hetalb_XM_020572253.1	894	946	298	315	1
Hetalb_XM_020572253.1	948	1000	316	333	1
Hetalb_XM_020572253.1	1091	1201	363	400	1.666666667
Hetalb_XM_020572253.1	1459	1511	486	503	1
Hetalb_XM_020572253.1	1516	1668	505	556	2.956521739
Hetalb_XM_020572253.1	1684	1763	561	587	1
Hetalb_XM_020572253.1	1877	2009	625	669	1.5
Hetalb_XM_020572253.1	2087	2139	695	713	1
Hetalb_XM_020572253.1	2151	2251	717	750	1.333333333
Hetalb_XM_020572253.1	2261	2402	753	800	1.333333333
Hetalb_XM_020572253.1	2550	2681	850	893	1.222222222
Hetalb_XM_020572253.1	2801	2861	933	953	1.333333333
Hetalb_XM_020572253.1	2969	3021	989	1007	1
Hetalb_XM_020572253.1	3022	3074	1007	1024	1
Hetalb_XM_020574459.1	522	574	174	191	1
Hetalb_XM_020574459.1	663	715	221	238	1
Hetalb_XM_020574459.1	819	871	273	290	1
Hetalb_XM_020574459.1	969	1037	323	345	1
Hetalb_XM_020574459.1	1082	1134	360	378	1
Hetalb_XM_020574459.1	1206	1258	402	419	1
Hetalb_XM_020574459.1	1458	1535	486	511	1
Hetalb_XM_020574459.1	1541	1593	513	531	1
Hetalb_XM_020574459.1	1595	1647	531	549	1
Hetalb_XM_020574459.1	1698	1750	566	583	1
Hetalb_XM_020574459.1	1827	1927	609	642	1.333333333
Hetalb_XM_020574459.1	1950	2002	650	667	1
Hetalb_XM_020574459.1	2124	2176	708	725	1
Hetalb_XM_020574459.1	2178	2230	726	743	1
Hetalb_XM_020574459.1	2321	2431	773	810	1.666666667
Hetalb_XM_020574459.1	2569	2621	856	873	1
Hetalb_XM_020574459.1	2680	2741	893	913	1
Hetalb_XM_020574459.1	2746	2898	915	966	2.956521739
Hetalb_XM_020574459.1	2914	2993	971	997	1
Hetalb_XM_020574459.1	3077	3167	1025	1055	1.5
Hetalb_XM_020574459.1	3221	3273	1073	1091	1
Hetalb_XM_020574459.1	3285	3385	1095	1128	1.333333333
Hetalb_XM_020574459.1	3395	3536	1131	1178	1.333333333
Hetalb_XM_020574459.1	3684	3815	1228	1271	1.222222222
Hetalb_XM_020574459.1	3817	3869	1272	1289	1
Hetalb_XM_020575520.1	201	331	67	110	3.75
Hetalb_XM_020575520.1	334	413	111	137	1
Hetalb_XM_020575520.1	497	603	165	201	1.25
Hetalb_XM_020575520.1	840	892	280	297	1
Hetalb_XM_020575655.1	37	89	12	29	1
Hetalb_XM_020575655.1	129	229	43	76	1.333333333
Hetalb_XM_020575655.1	295	401	98	133	1.333333333
Hetalb_XM_020581347.1	99	156	33	52	1
Hetalb_XM_020581347.1	186	238	62	79	1
Hetalb_XM_020581347.1	315	415	105	138	1.333333333
Hetalb_XM_020581347.1	495	547	165	182	1
Hetalb_XM_020581347.1	686	738	228	246	1
Hetalb_XM_020581347.1	841	945	280	315	1
Hetalb_XM_020581347.1	983	1036	327	345	1.25
Hetalb_XM_020581347.1	1039	1118	346	372	1
Hetalb_XM_020581347.1	1187	1282	395	427	1.142857143
Hetalb_XM_020581347.1	1318	1370	439	456	1
Hetalb_XM_020581347.1	1410	1510	470	503	1.333333333
Hetalb_XM_020581347.1	1520	1661	506	553	1.333333333
Hetalb_XM_020581347.1	1679	1731	559	577	1
Hetalb_XM_020581347.1	1740	1792	580	597	1
Hetalb_XM_020581347.1	1806	1871	602	623	1
Hetalb_XM_020581347.1	1944	1996	648	665	1
