Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Tetwil_g17013.t1	23	73	7	24	1
Tetwil_g17013.t1	143	281	47	93	1.333333333
Tetwil_g17013.t1	319	414	106	138	2.5
Tetwil_g17013.t1	434	484	144	161	2
Tetwil_g17013.t1	523	573	174	191	10
Tetwil_g17013.t1	584	634	194	211	1
Tetwil_g17013.t1	662	780	220	260	3.166666667
Tetwil_g17013.t1	852	902	284	300	3
Tetwil_g17013.t1	906	1001	302	333	1.5
Tetwil_g17013.t1	1047	1097	349	365	1.5
Tetwil_g17013.t1	1108	1264	369	421	1.285714286
Tetwil_g17013.t1	1332	1406	444	468	2.25
Tetwil_g17013.t1	1489	1539	496	513	1
Tetwil_g17013.t1	1555	1884	518	628	3.87804878
Tetwil_g17013.t1	2000	2544	666	848	6.068085106
Tetwil_g17013.t1	2546	2789	848	929	3.033333333
Tetwil_g1711.t1	49	178	16	59	1.571428571
Tetwil_g1711.t1	185	556	61	185	4.3
Tetwil_g1711.t1	558	1932	186	644	6.377
Tetwil_g1711.t1	1966	2115	655	705	2.285714286
Tetwil_g1711.t1	2123	2498	707	832	5.132867133
Tetwil_g1711.t1	2514	2721	838	907	3.780821918
Tetwil_g1711.t1	2783	2865	927	955	4
Tetwil_g1711.t1	2990	3064	996	1021	2.714285714
Tetwil_g1711.t1	3107	3266	1035	1088	9.979452055
Tetwil_g1711.t1	3327	4995	1109	1665	8.562785968
Tetwil_g17229.t2	332	401	110	133	1.333333333
Tetwil_g17229.t2	819	909	273	303	1
Tetwil_g17229.t2	987	1051	329	350	1.333333333
Tetwil_g17229.t2	1077	1135	359	378	2
Tetwil_g17229.t2	1471	1521	490	507	1
Tetwil_g17229.t2	1549	1688	516	562	4.442307692
Tetwil_g17229.t2	1695	1745	565	581	1
Tetwil_g17229.t2	1804	1854	601	618	1
Tetwil_g17229.t2	1882	2096	627	698	2.64
Tetwil_g17229.t2	2223	2434	741	811	3.333333333
Tetwil_g21272.t2	58	108	19	36	1
Tetwil_g21272.t2	791	897	263	299	4.642857143
Tetwil_g21272.t2	973	1023	324	341	5.5
Tetwil_g21272.t2	1854	1904	618	634	3
Tetwil_g21272.t2	1993	2043	664	681	1
Tetwil_g26107.t1	257	307	85	102	1
Tetwil_g26416.t1	200	250	66	83	4
Tetwil_g26416.t1	262	312	87	104	1
Tetwil_g26416.t1	317	401	105	133	3
Tetwil_g26416.t1	541	595	180	198	1.333333333
Tetwil_g26416.t1	720	770	240	256	1.5
Tetwil_g26416.t1	829	941	276	313	1
Tetwil_g26416.t1	950	1000	316	333	1
Tetwil_g26416.t1	1030	1080	343	360	2
Tetwil_g26416.t1	1085	1173	361	391	2.166666667
Tetwil_g26416.t1	1186	1407	395	469	3.857142857
Tetwil_g26416.t1	1414	1531	471	510	2.7
Tetwil_g26416.t1	1602	1693	534	564	1
Tetwil_g26416.t1	1819	1869	606	623	1
Tetwil_g26440.t2	14	66	4	22	1
Tetwil_g26440.t2	80	142	26	47	1
Tetwil_g26440.t2	185	289	61	96	1.333333333
Tetwil_g26440.t2	347	1277	115	425	2.115384615
Tetwil_g26440.t2	1450	1670	483	556	2.419354839
Tetwil_g26440.t2	1676	1726	558	575	1
Tetwil_g26440.t2	1910	2021	636	673	1.333333333
Tetwil_g26440.t2	2037	2100	679	700	5.5
Tetwil_g26440.t2	2237	2287	745	762	1
Tetwil_g26440.t2	2369	2419	789	806	1
Tetwil_g26440.t2	2706	2756	902	918	1
Tetwil_g26440.t2	2852	2964	950	988	1.333333333
Tetwil_g27061.t1	85	135	28	45	2.5
Tetwil_g27061.t1	983	1033	327	344	4
Tetwil_g27061.t1	1397	1447	465	482	2
Tetwil_g27061.t1	1539	1605	513	535	4
Tetwil_g27061.t1	1877	1927	625	642	1
Tetwil_g27061.t1	2408	2581	802	860	3.28125
Tetwil_g27061.t1	2667	2724	889	908	6
Tetwil_g27061.t1	2763	2813	921	937	3
Tetwil_g27061.t1	2854	2918	951	972	1.636363636
Tetwil_g27062.t1	35	85	11	28	1
Tetwil_g27062.t1	142	192	47	64	2
Tetwil_g27062.t1	202	273	67	91	3.333333333
Tetwil_g27062.t1	1186	1236	395	412	1
Tetwil_g27062.t1	1511	1561	503	520	16
Tetwil_g27062.t1	2077	2188	692	729	1.333333333
Tetwil_g27062.t1	2292	2363	764	787	1
Tetwil_g27062.t1	2373	2488	791	829	5.382978723
Tetwil_g27062.t1	2505	2555	835	851	3
Tetwil_g27062.t1	2623	2673	874	891	1
Tetwil_g27062.t1	2728	2778	909	926	1
Tetwil_g27062.t1	2860	2937	953	979	2
Tetwil_g27062.t1	3049	3161	1016	1053	4.285714286
Tetwil_g308.t1	198	319	66	106	2.083333333
Tetwil_g308.t1	436	486	145	162	3
Tetwil_g3641.t2	14	852	4	284	3.643835616
Tetwil_g3641.t2	855	1963	285	654	6.271676301
Tetwil_g3641.t2	1990	2340	663	780	4.885350318
Tetwil_g3645.t1	35	507	11	169	3.923529412
Tetwil_g44.t1	442	492	147	164	1
Tetwil_g5649.t2	93	159	31	53	3.321428571
Tetwil_g5649.t2	294	392	98	130	6
Tetwil_g5649.t2	431	527	143	175	3.714285714
Tetwil_g5649.t2	533	647	177	215	2.533333333
Tetwil_g5649.t2	689	781	229	260	1.571428571
Tetwil_g5649.t2	848	908	282	302	1
Tetwil_g5649.t2	1813	1863	604	621	4
Tetwil_g5649.t2	2024	2074	674	691	1
Tetwil_g5649.t2	2238	2359	746	786	2.083333333
Tetwil_g5649.t2	2476	2526	825	842	3
