Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Crei_PNW69635	817	917	272	305	1
Crei_PNW69635	1939	2135	646	711	1
Crei_PNW69635	2142	2242	714	747	1
Crei_PNW69635	2290	2390	763	796	1
Crei_PNW69635	3610	3756	1203	1252	1
Crei_PNW69635	3857	3996	1285	1332	1
Crei_PNW69635	4713	4813	1571	1604	1
Crei_PNW69635	7122	7198	2374	2399	1
Crei_PNW70766	0	228	0	76	1.1
Crei_PNW70766	725	838	241	279	1.666666667
Crei_PNW70766	855	1626	285	542	1.944444444
Crei_PNW70766	1921	2201	640	733	1.714285714
Crei_PNW70766	2220	5482	740	1827	6.125631313
Crei_PNW70766	5530	5900	1843	1966	7.711538462
Crei_PNW70766	5929	6309	1976	2103	5.449275362
Crei_PNW70767	0	228	0	76	1.1
Crei_PNW70767	815	928	271	309	1.666666667
Crei_PNW70767	945	1406	315	468	1.96969697
Crei_PNW70767	1440	1516	480	505	1
Crei_PNW70767	1942	2222	647	740	1.714285714
Crei_PNW70767	2241	4808	747	1602	5.928341385
Crei_PNW70767	5688	5764	1896	1921	1
Crei_PNW70767	5777	5853	1925	1951	1
Crei_PNW70767	5903	6925	1967	2308	6.453917051
Crei_PNW70767	6973	7345	2324	2448	7.892857143
Crei_PNW70767	7381	8385	2460	2795	5.551724138
Crei_PNW70767	8419	13354	2806	4451	5.953329644
Crei_PNW70767	13384	13653	4461	4551	4.328
Crei_PNW77671	0	225	0	75	1.538461538
Crei_PNW77671	852	1738	284	579	4.284263959
Crei_PNW77671	2003	2156	667	718	1.8
Crei_PNW77671	2162	6528	720	2176	6.358593363
Crei_PNW77671	6562	11554	2187	3851	6.286063944
Crei_PNW77671	11584	11850	3861	3950	3.439655172
Crei_PNW79026	0	7062	0	2354	3.920713802
Crei_PNW79535	66	218	22	72	1.333333333
Crei_PNW79535	237	3317	79	1105	6.31795818
Crei_PNW79535	3518	3618	1172	1206	1.333333333
Crei_PNW79535	3802	3878	1267	1292	1
Crei_PNW79535	3895	10288	1298	3429	6.071384991
Crei_PNW79535	10318	10584	3439	3528	3.439655172
Crei_PNW83574	0	1043	0	347	2.648484848
Crei_PNW83574	1072	1495	357	498	1.1
Crei_PNW83574	1496	1607	498	535	1
Crei_PNW83574	1672	8925	557	2975	3.611712048
Crei_PNW87693	2170	2270	723	756	1
Crei_PNW87693	3292	3488	1097	1162	1
Crei_PNW87693	3495	3595	1165	1198	1
Crei_PNW87693	3643	3743	1214	1247	1
Crei_PNW87693	4963	5109	1654	1703	1
Crei_PNW87693	5210	5349	1736	1783	1
Crei_PNW87693	6066	6166	2022	2055	1
Crei_PNW87693	8466	8542	2822	2847	1
Crei_PNW87693	8888	9018	2962	3006	1
Crei_PNW87693	9130	9256	3043	3085	1
