Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Rhidel_EIE75586	1	1767	0	589	5.238475177
Rhidel_EIE75586	1928	2207	642	735	2
Rhidel_EIE75586	2226	3275	742	1091	2.782026769
Rhidel_EIE75586	3316	3487	1105	1162	2
Rhidel_EIE75586	3510	3629	1170	1209	1.333333333
Rhidel_EIE75586	3647	3747	1215	1249	1
Rhidel_EIE75594	9	1218	3	406	27.42058105
Rhidel_EIE76499	0	5061	0	1687	60.04075148
Rhidel_EIE76504	22	222	7	74	1.333333333
Rhidel_EIE76504	311	523	103	174	1.5
Rhidel_EIE76504	536	665	178	221	1.333333333
Rhidel_EIE76504	836	1047	278	349	1.333333333
Rhidel_EIE76504	1317	1443	439	481	1.333333333
Rhidel_EIE76504	1553	1653	517	551	1
Rhidel_EIE76504	1700	2289	566	763	2.587719298
Rhidel_EIE76504	2388	2490	796	830	1.333333333
Rhidel_EIE76504	3074	3201	1024	1067	1.333333333
Rhidel_EIE76504	3729	3882	1243	1294	1.333333333
Rhidel_EIE76504	3984	4084	1328	1361	1
Rhidel_EIE76504	4216	4427	1405	1475	1.333333333
Rhidel_EIE76599	0	4782	0	1594	73.00968275
Rhidel_EIE76626	0	2382	0	794	15.0739692
Rhidel_EIE76888	11	2223	3	741	9.955308249
Rhidel_EIE76910	0	3135	0	1045	15.15863859
Rhidel_EIE76910	3137	4704	1045	1568	26.04602083
Rhidel_EIE77014	0	5061	0	1687	59.25797045
Rhidel_EIE77029	0	1392	0	464	52.59979882
Rhidel_EIE77029	1443	4578	481	1526	21.24015218
Rhidel_EIE77041	1	1767	0	589	6.29359953
Rhidel_EIE77041	1928	2207	642	735	2
Rhidel_EIE77041	2216	3275	738	1091	2.617784711
Rhidel_EIE77041	3316	3969	1105	1323	3.030769231
Rhidel_EIE77041	4008	4581	1336	1527	1.644067797
Rhidel_EIE77223	2	1037	0	345	2.535168196
Rhidel_EIE77223	1078	1731	359	577	3.070422535
Rhidel_EIE77240	0	3459	0	1153	37.40904162
Rhidel_EIE77240	3486	4776	1162	1592	41.90853791
Rhidel_EIE77262	0	1746	0	582	26.68227642
Rhidel_EIE77263	2	1147	0	382	3.257243196
Rhidel_EIE77518	5	2172	1	724	7.48261416
Rhidel_EIE77531	0	4245	0	1415	50.49848797
Rhidel_EIE77987	402	502	134	167	1
Rhidel_EIE77987	532	603	177	201	2
Rhidel_EIE77987	826	926	275	308	1
Rhidel_EIE77987	952	1052	317	350	1
Rhidel_EIE77987	1123	1224	374	408	1
Rhidel_EIE77987	1489	1590	496	530	1
Rhidel_EIE77987	2022	2123	674	707	1
Rhidel_EIE77987	2268	2409	756	803	1
Rhidel_EIE77987	2456	2556	818	852	1
Rhidel_EIE77987	3392	3457	1130	1152	2
Rhidel_EIE77987	3458	5157	1152	1719	2.7
Rhidel_EIE77987	5334	8844	1778	2948	8.119489247
Rhidel_EIE78000	0	4677	0	1559	84.00962369
Rhidel_EIE78001	42	213	14	71	1.111111111
Rhidel_EIE78001	224	355	74	118	1.25
Rhidel_EIE78001	457	576	152	192	2
Rhidel_EIE78001	615	739	205	246	1
Rhidel_EIE78001	759	1188	253	396	1.648148148
Rhidel_EIE78003	0	210	0	70	9.490616622
Rhidel_EIE78003	212	1017	70	339	12.32386748
Rhidel_EIE78003	1035	2325	345	775	44.05665816
