Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Adig_XM_015897454.1	0	232	0	77	1.555555556
Adig_XM_015897454.1	374	589	124	196	2.083333333
Adig_XM_015897454.1	592	728	197	242	1
Adig_XM_015897454.1	786	1120	262	373	1.285714286
Adig_XM_015897454.1	1388	1531	462	510	1.25
Adig_XM_015897454.1	1555	1707	518	569	1
Adig_XM_015897454.1	1709	1916	569	638	1.25
Adig_XM_015897454.1	1947	2107	649	702	1.333333333
Adig_XM_015897454.1	2200	2721	733	907	1.857142857
Adig_XM_015897454.1	2815	2932	938	977	1.333333333
Adig_XM_015897454.1	2967	3068	989	1022	1
Adig_XM_015897454.1	3155	3771	1051	1257	1.931034483
Adig_XM_015900705.1	0	1465	0	488	43.14797032
Adig_XM_015900705.1	1525	4827	508	1609	87.62906141
Adig_XM_015903825.1	0	3516	0	1172	18.9977265
Adig_XM_015906655.1	5	2069	1	689	33.45446348
