Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Emue_Em0001g2281a.t1	3	551	1	183	8.62
Emue_Em0001g2281a.t1	694	976	231	325	1.333333333
Emue_Em0001g2281a.t1	1104	2841	368	947	14.44048583
Emue_Em0001g2328a.t1	6	792	2	264	14.64007782
Emue_Em0001g3034a.t1	24	1261	8	420	2.282352941
Emue_Em0001g3034a.t1	1357	1558	452	519	1.5
Emue_Em0001g3034a.t1	1726	2236	575	745	4.046153846
Emue_Em0001g3113a.t1	20	1868	6	622	2.727810651
Emue_Em0001g3113a.t1	1879	2450	626	816	4
Emue_Em0001g369a.t1	0	312	0	104	10.27777778
Emue_Em0001g369a.t1	665	873	221	291	1.333333333
Emue_Em0001g369a.t1	896	1407	298	469	3.46969697
Emue_Em0001g369a.t1	1674	2463	558	821	3.495238095
Emue_Em0001g369a.t1	2541	2953	847	984	2.27027027
Emue_Em0001g551a.t1	0	1616	0	538	4.726923077
Emue_Em0001g551a.t1	1768	2664	589	888	6.418604651
Emue_Em0001g564a.t1	0	648	0	216	3.759259259
Emue_Em0001g564a.t1	651	1760	217	586	5.592436975
Emue_Em0001g564a.t1	1792	1933	597	644	1
Emue_Em0001g564a.t1	1936	2108	645	702	1.333333333
Emue_Em0001g564a.t1	2147	3033	715	1011	6.702380952
Emue_Em0001g823a.t1	175	622	58	207	2.962962963
Emue_Em0001g823a.t1	737	885	245	295	1.5
Emue_Em0001g823a.t1	918	1178	306	392	2.25
Emue_Em0001g823a.t1	1255	1674	418	558	2.5
Emue_Em0001g887a.t1	12	1725	4	575	4.396428571
Emue_Em0001g887a.t1	1764	2322	588	774	4.36
Emue_Em0001g992a.t1	70	191	23	63	1
Emue_Em0001g992a.t1	242	2430	80	810	18.47739222
Emue_Em0002g1361a.t1	2189	2998	729	999	9.326086957
Emue_Em0002g1361a.t1	3048	3251	1016	1083	2.166666667
Emue_Em0002g1361a.t1	3256	3633	1085	1211	14.80412371
Emue_Em0002g478a.t1	0	1319	0	439	29.54904728
Emue_Em0002g478a.t1	1330	1524	443	508	2.2
Emue_Em0002g478a.t1	1550	2190	516	730	18.34334764
Emue_Em0002g478a.t1	2319	4459	773	1486	3.173387097
Emue_Em0002g478a.t1	4544	4950	1514	1650	4.512195122
Emue_Em0003g1767a.t1	20	2450	6	816	3.108870968
Emue_Em0003g775a.t1	0	2244	0	748	19.72861766
Emue_Em0003g775a.t1	2263	2446	754	815	3.090909091
Emue_Em0003g974a.t1	0	1065	0	355	15.6891253
Emue_Em0003g974a.t1	1074	2082	358	694	19.3644958
Emue_Em0004g175a.t1	0	7469	0	2489	46.99499374
Emue_Em0004g175a.t1	7487	8106	2495	2702	72.2175957
Emue_Em0004g695a.t1	3	1716	1	572	4.349090909
Emue_Em0004g695a.t1	1763	2313	587	771	3.461538462
Emue_Em0005g304a.t1	123	1652	41	550	2.530120482
Emue_Em0005g304a.t1	1843	1985	614	661	1.25
Emue_Em0005g304a.t1	2019	2234	673	744	1.2
Emue_Em0008g1027a.t1	0	5994	0	1998	47.79488546
Emue_Em0009g754a.t1	3	210	1	70	2.8
Emue_Em0009g754a.t1	230	1373	76	457	4.1171875
Emue_Em0009g754a.t1	1765	2863	588	954	10.13861386
Emue_Em0009g754a.t1	2921	3152	973	1050	2.6
Emue_Em0009g754a.t1	3306	3519	1102	1173	3.545454545
Emue_Em0009g754a.t1	3570	3868	1190	1289	4.12
Emue_Em0009g754a.t1	3881	4217	1293	1405	3.982758621
Emue_Em0009g754a.t1	4273	4842	1424	1614	8.021186441
Emue_Em0011g222a.t1	32	1127	10	375	3.943820225
Emue_Em0011g222a.t1	1156	1536	385	512	4.706896552
Emue_Em0011g222a.t1	1619	1901	539	633	6.666666667
Emue_Em0011g724a.t1	0	573	0	191	11.02795031
Emue_Em0011g724a.t1	579	959	193	319	3.961538462
Emue_Em0011g724a.t1	993	1590	331	530	6.323529412
Emue_Em0017g591a.t1	0	419	0	139	4.616438356
Emue_Em0017g591a.t1	456	1884	152	628	19.4865281
Emue_Em0017g591a.t1	1962	2544	654	848	3.931818182
Emue_Em0017g591a.t1	2749	3195	916	1065	7.048543689
Emue_Em0019g1188a.t1	119	806	39	268	2.423728814
Emue_Em0019g1188a.t1	842	976	280	325	2
Emue_Em0019g1188a.t1	1308	1731	436	577	9.994845361
Emue_Em0024g304a.t1	6	287	2	95	2.428571429
Emue_Em0024g304a.t1	399	612	133	204	1.333333333
