Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Nvec_v1g93095	567	310.777	0.000000	0.000	SRR987318	Nvec_NVE13874
Nvec_v1g93095	567	313.223	0.901205	9.998	SRR987319	Nvec_NVE13874
Nvec_v1g93095	567	310.886	0.811350	31.060	SRR987320	Nvec_NVE13874
Nvec_v1g93095	567	271.973	0.201816	12.999	SRR987321	Nvec_NVE13874
Nvec_v1g93095	567	262.837	0.000000	0.000	SRR987322	Nvec_NVE13874
Nvec_v1g93095	567	312.670	0.000000	0.000	SRR987324	Nvec_NVE13874
Nvec_v1g93095	567	297.669	0.013968	1.000	SRR987325	Nvec_NVE13874
Nvec_v1g93095	567	299.022	0.000000	0.000	SRR987326	Nvec_NVE13874
Nvec_v1g93095	567	297.970	0.000000	0.000	SRR987327	Nvec_NVE13874
Nvec_v1g93095	567	317.493	0.005201	1.000	SRR987328	Nvec_NVE13874
Nvec_v1g93180	606	349.721	2.423853	223.288	SRR987318	Nvec_NVE13874
Nvec_v1g93180	606	352.122	1.825509	22.768	SRR987319	Nvec_NVE13874
Nvec_v1g93180	606	349.758	13.718084	590.826	SRR987320	Nvec_NVE13874
Nvec_v1g93180	606	310.860	9.481560	698.054	SRR987321	Nvec_NVE13874
Nvec_v1g93180	606	301.633	6.385891	91.435	SRR987322	Nvec_NVE13874
Nvec_v1g93180	606	351.564	1.366566	64.087	SRR987324	Nvec_NVE13874
Nvec_v1g93180	606	336.579	1.246215	100.880	SRR987325	Nvec_NVE13874
Nvec_v1g93180	606	337.787	0.296237	33.005	SRR987326	Nvec_NVE13874
Nvec_v1g93180	606	336.889	0.528372	32.785	SRR987327	Nvec_NVE13874
Nvec_v1g93180	606	356.447	0.412339	89.000	SRR987328	Nvec_NVE13874
Nvec_NVE15670	2796	2538.796	0.122229	81.741	SRR987318	Nvec_NVE15670
Nvec_NVE15670	2796	2541.095	5.145196	463.090	SRR987319	Nvec_NVE15670
Nvec_NVE15670	2796	2538.665	2.505207	783.153	SRR987320	Nvec_NVE15670
Nvec_NVE15670	2796	2498.416	0.405327	239.836	SRR987321	Nvec_NVE15670
Nvec_NVE15670	2796	2489.485	0.379497	44.847	SRR987322	Nvec_NVE15670
Nvec_NVE15670	2796	2540.719	0.062584	21.211	SRR987324	Nvec_NVE15670
Nvec_NVE15670	2796	2525.697	0.041689	25.324	SRR987325	Nvec_NVE15670
Nvec_NVE15670	2796	2525.465	0.035168	29.294	SRR987326	Nvec_NVE15670
Nvec_NVE15670	2796	2526.224	0.081357	37.854	SRR987327	Nvec_NVE15670
Nvec_NVE15670	2796	2546.008	0.017424	26.862	SRR987328	Nvec_NVE15670
Nvec_NVE25868	1566	1308.796	0.211853	73.037	SRR987318	Nvec_NVE25868
Nvec_NVE25868	1566	1311.095	4.319301	200.581	SRR987319	Nvec_NVE25868
Nvec_NVE25868	1566	1308.665	1.500510	241.805	SRR987320	Nvec_NVE25868
Nvec_NVE25868	1566	1268.416	0.507674	152.508	SRR987321	Nvec_NVE25868
Nvec_NVE25868	1566	1259.485	0.325719	19.474	SRR987322	Nvec_NVE25868
Nvec_NVE25868	1566	1310.719	0.199577	34.894	SRR987324	Nvec_NVE25868
Nvec_NVE25868	1566	1295.697	0.124910	38.925	SRR987325	Nvec_NVE25868
Nvec_NVE25868	1566	1295.465	0.313127	133.795	SRR987326	Nvec_NVE25868
Nvec_NVE25868	1566	1296.224	0.041879	9.998	SRR987327	Nvec_NVE25868
Nvec_NVE25868	1566	1316.008	0.059234	47.203	SRR987328	Nvec_NVE25868
Nvec_v1g25276	609	352.718	25.817531	2398.721	SRR987318	Nvec_NVE26075
Nvec_v1g25276	609	355.115	461.189358	5800.841	SRR987319	Nvec_NVE26075
Nvec_v1g25276	609	352.748	282.505744	12271.289	SRR987320	Nvec_NVE26075
Nvec_v1g25276	609	313.853	59.653422	4434.110	SRR987321	Nvec_NVE26075
Nvec_v1g25276	609	304.624	23.927703	346.000	SRR987322	Nvec_NVE26075
Nvec_v1g25276	609	354.556	13.740639	649.871	SRR987324	Nvec_NVE26075
Nvec_v1g25276	609	339.575	4.530782	370.027	SRR987325	Nvec_NVE26075
Nvec_v1g25276	609	340.770	1.939548	218.000	SRR987326	Nvec_NVE26075
Nvec_v1g25276	609	339.884	2.156546	135.000	SRR987327	Nvec_NVE26075
Nvec_v1g25276	609	359.439	3.487183	759.000	SRR987328	Nvec_NVE26075
Nvec_v1g85376	390	134.374	0.000000	0.000	SRR987318	Nvec_NVE26075
Nvec_v1g85376	390	136.850	0.000000	0.000	SRR987319	Nvec_NVE26075
Nvec_v1g85376	390	134.604	0.000000	0.000	SRR987320	Nvec_NVE26075
Nvec_v1g85376	390	95.719	0.000000	0.000	SRR987321	Nvec_NVE26075
Nvec_v1g85376	390	86.716	0.000000	0.000	SRR987322	Nvec_NVE26075
Nvec_v1g85376	390	136.842	0.000000	0.000	SRR987324	Nvec_NVE26075
Nvec_v1g85376	390	121.226	0.000000	0.000	SRR987325	Nvec_NVE26075
Nvec_v1g85376	390	123.366	0.000000	0.000	SRR987326	Nvec_NVE26075
Nvec_v1g85376	390	121.721	0.000000	0.000	SRR987327	Nvec_NVE26075
Nvec_v1g85376	390	141.091	0.000000	0.000	SRR987328	Nvec_NVE26075
