Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Symmic_OLP74526	0	282	0	94	4.823529412
Symmic_OLP85452	3547	5703	1182	1901	86.34775252
Symmic_OLP88313	29	130	9	43	1
Symmic_OLP88313	1104	1290	368	430	1.333333333
Symmic_OLP88313	2408	2509	802	836	1
Symmic_OLP88313	2523	2624	841	874	1
Symmic_OLP88313	3146	3247	1048	1082	1
Symmic_OLP88313	3337	3438	1112	1146	1
Symmic_OLP88313	3546	3741	1182	1247	1.333333333
Symmic_OLP88313	8314	8479	2771	2826	3.365671642
Symmic_OLP88313	8692	10506	2897	3502	19.43765976
Symmic_OLP92402	179	442	59	147	1.25
Symmic_OLP92402	445	546	148	182	1
Symmic_OLP92402	768	869	256	289	1
Symmic_OLP92402	1048	1301	349	433	1.714285714
Symmic_OLP92402	1319	1549	439	516	1
Symmic_OLP92402	1801	1982	600	660	2.285714286
Symmic_OLP92402	2323	2594	774	864	1.25
Symmic_OLP92402	3180	3319	1060	1106	1.333333333
Symmic_OLP92402	3408	3723	1136	1241	1.2
Symmic_OLP92402	6656	6814	2218	2271	1.333333333
Symmic_OLP92402	7455	7676	2485	2558	1.333333333
Symmic_OLP92402	8044	8245	2681	2748	1.4
Symmic_OLP92402	8393	9594	2797	3198	17.96849619
Symmic_OLP92402	9619	12888	3206	4296	46.31590165
Symmic_OLP92773	2486	5395	828	1798	154.4667561
Symmic_OLP92773	7432	7548	2477	2516	1.333333333
Symmic_OLP92773	7829	7978	2609	2659	1.333333333
Symmic_OLP92773	8286	8989	2762	2996	56.16558565
Symmic_OLP92773	9099	10953	3033	3651	46.7196406
Symmic_OLP96991	268	1170	89	390	74.75901035
Symmic_OLP96991	1238	2242	412	747	23.13532209
Symmic_OLP96991	2276	3332	758	1110	5.615666179
Symmic_OLP96991	3405	5267	1135	1755	25.1635502
Symmic_OLP96991	12435	13647	4145	4549	34.77609453
Symmic_OLQ13001	0	2045	0	681	13.73557609
Symmic_OLQ13001	3456	3557	1152	1185	1
Symmic_OLQ13001	7763	10058	2587	3352	234.4729366
Symmic_OLQ13001	10105	10301	3368	3433	3.470149254
Symmic_OLQ13001	11012	11224	3670	3741	4.656862745
