Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Erygut_Migut.E01638.1.v2.0	6429	6334.357	3.782505	395.000	SRR192004	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6336.236	10.438686	1015.000	SRR192005	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6340.207	8.945371	556.000	SRR192006	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6336.932	8.958838	726.000	SRR192007	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6339.101	3.200102	417.958	SRR192008	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6260.001	20.879533	858.077	SRR427183	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6277.807	0.000000	0.000	SRR427184	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6270.729	41.585005	2033.991	SRR427185	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6266.274	45.177199	1683.000	SRR427186	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6267.329	0.000000	0.000	SRR427187	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6273.233	5.112526	34.352	SRR427188	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6253.694	6.925110	852.000	SRR427189	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6264.968	32.368537	872.000	SRR427190	Mgut_XP_012833274.1
Erygut_Migut.E01638.1.v2.0	6429	6250.300	16.704577	1339.000	SRR427191	Mgut_XP_012833274.1
Erygut_Migut.A00006.1.v2.0	4272	4177.357	3.499455	241.000	SRR192004	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4179.236	9.137174	586.000	SRR192005	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4183.207	9.314961	382.000	SRR192006	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4179.932	8.418552	450.000	SRR192007	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4182.101	2.738904	236.000	SRR192008	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4103.001	3.155629	85.000	SRR427183	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4120.807	0.000000	0.000	SRR427184	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4113.729	2.306225	74.000	SRR427185	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4109.274	3.847755	94.000	SRR427186	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4110.329	0.000000	0.000	SRR427187	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4116.233	0.000000	0.000	SRR427188	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4096.694	1.290397	104.000	SRR427189	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4107.968	5.094961	90.000	SRR427190	Mgut_XP_012857780.1
Erygut_Migut.A00006.1.v2.0	4272	4093.300	2.895515	152.000	SRR427191	Mgut_XP_012857780.1
