Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Chabra_GBG41103	819	920	273	306	1
Chabra_GBG41103	1718	1819	572	606	1
Chabra_GBG41103	1963	2064	654	688	1
Chabra_GBG41103	2402	2696	800	898	1.7
Chabra_GBG43817	605	962	201	320	2.754098361
Chabra_GBG43817	975	1221	325	407	1.666666667
Chabra_GBG43817	1241	1342	413	447	1
Chabra_GBG43817	1444	1790	481	596	1.222222222
Chabra_GBG43817	1856	2015	618	671	2.142857143
Chabra_GBG58667	185	340	61	113	1.333333333
Chabra_GBG58667	506	607	168	202	1
Chabra_GBG58667	731	876	243	292	1.333333333
Chabra_GBG58667	1511	1671	503	557	2
Chabra_GBG58667	2176	2279	725	759	1.333333333
Chabra_GBG58667	3107	3375	1035	1125	1.285714286
Chabra_GBG59472	510	666	170	222	1.333333333
Chabra_GBG59472	1863	1967	621	655	1
Chabra_GBG59472	2009	2110	669	703	1
Chabra_GBG59472	2345	2517	781	839	1.625
Chabra_GBG59472	2778	3007	926	1002	1.25
Chabra_GBG59590	1500	1651	500	550	1.333333333
Chabra_GBG59590	2079	2180	693	726	1
Chabra_GBG59590	2197	2298	732	766	1
Chabra_GBG59590	2781	2952	927	984	1.333333333
Chabra_GBG59636	57	186	19	62	1
Chabra_GBG59636	400	501	133	167	1
Chabra_GBG59636	704	839	234	279	1.333333333
Chabra_GBG59636	922	1023	307	341	1
Chabra_GBG59636	1047	1148	349	382	1
Chabra_GBG59636	1359	1503	453	501	1.25
Chabra_GBG59636	1599	1700	533	566	1
Chabra_GBG59636	1803	2051	601	683	1.777777778
Chabra_GBG59636	2075	2176	691	725	1
Chabra_GBG59636	2269	2370	756	790	1
Chabra_GBG60019	1086	1187	362	395	1
Chabra_GBG60019	1875	2012	625	670	2.166666667
Chabra_GBG60020	214	420	71	140	2.052631579
Chabra_GBG60020	642	744	214	248	1
Chabra_GBG60020	845	1231	281	410	3.310344828
Chabra_GBG60020	1402	1503	467	501	1
Chabra_GBG60020	2268	2392	756	797	1.333333333
Chabra_GBG60020	2468	2569	822	856	1
Chabra_GBG60020	2593	2694	864	898	1
Chabra_GBG60020	2759	2879	919	959	1.333333333
Chabra_GBG60117	1566	1849	522	616	2.568181818
Chabra_GBG60117	2215	2544	738	848	1.944444444
Chabra_GBG60117	2578	2956	859	985	1.454545455
Chabra_GBG60117	3266	3521	1088	1173	2.454545455
Chabra_GBG60117	3586	3687	1195	1229	1
Chabra_GBG60117	3844	4015	1281	1338	1.333333333
Chabra_GBG60117	4116	4245	1372	1415	1
Chabra_GBG60117	4371	4605	1457	1535	1.611111111
Chabra_GBG60117	4791	5038	1597	1679	2
Chabra_GBG60117	5263	5418	1754	1806	1.4
Chabra_GBG60117	5450	6426	1816	2142	2.133333333
Chabra_GBG60117	6432	6580	2144	2193	1.25
Chabra_GBG60168	201	356	67	118	1.5
Chabra_GBG60168	2369	2470	789	823	4
Chabra_GBG60168	3165	3276	1055	1092	1.333333333
Chabra_GBG60306	147	248	49	82	1
Chabra_GBG60306	392	493	130	164	1
Chabra_GBG60306	1138	1732	379	577	2.285714286
Chabra_GBG60306	2023	2124	674	708	1
Chabra_GBG60306	2144	2466	714	822	1.45
Chabra_GBG60306	2909	3010	969	1003	1
Chabra_GBG60413	2945	3046	981	1015	1
Chabra_GBG60453	237	375	79	125	1.333333333
Chabra_GBG60453	578	719	192	239	1.333333333
Chabra_GBG60453	896	1079	298	359	1.5
Chabra_GBG60453	1097	1198	365	399	2
Chabra_GBG60453	1756	1857	585	619	1
Chabra_GBG60453	1927	2028	642	676	1
Chabra_GBG60453	2035	2136	678	712	1
Chabra_GBG60635	299	465	99	155	1
Chabra_GBG60635	545	646	181	215	1
Chabra_GBG60635	1106	1285	368	428	1.333333333
Chabra_GBG60635	1311	1412	437	470	1
Chabra_GBG60635	1451	1552	483	517	1
Chabra_GBG60635	1659	1760	553	586	1
Chabra_GBG60871	28	129	9	43	1
Chabra_GBG60871	331	501	110	167	1.333333333
Chabra_GBG60871	686	787	228	262	1
Chabra_GBG60871	996	1345	332	448	1.428571429
Chabra_GBG60871	1593	1694	531	564	1
Chabra_GBG60871	1705	1873	568	624	1.333333333
Chabra_GBG61131	634	735	211	245	1
Chabra_GBG61141	219	448	73	149	2.055555556
Chabra_GBG61141	586	725	195	241	1.8
Chabra_GBG61141	777	878	259	292	1
Chabra_GBG61141	1222	1389	407	463	1.333333333
Chabra_GBG61141	2439	2540	813	846	1
Chabra_GBG61141	2828	3023	942	1007	1.333333333
Chabra_GBG61764	14	174	4	58	2.666666667
Chabra_GBG61764	358	466	119	155	1
Chabra_GBG61764	497	797	165	265	2.625
Chabra_GBG61764	892	993	297	331	1
Chabra_GBG61764	998	1231	332	410	1.2
Chabra_GBG61764	1238	1410	412	470	2
Chabra_GBG61900	34	211	11	70	1.333333333
Chabra_GBG61900	481	582	160	194	1
Chabra_GBG61900	1779	2028	593	676	1.222222222
Chabra_GBG61900	2129	2321	709	773	1.333333333
Chabra_GBG62107	1800	1993	600	664	1.333333333
Chabra_GBG62107	2014	2115	671	705	1
Chabra_GBG62107	2177	2352	725	784	1.25
Chabra_GBG62181	406	637	135	212	1.846153846
Chabra_GBG62181	1104	1282	368	427	1.25
Chabra_GBG62181	1683	1832	561	610	3.666666667
Chabra_GBG62181	2246	2347	748	782	1
Chabra_GBG62181	2492	2593	830	864	1
Chabra_GBG62181	3520	3668	1173	1222	1.4
Chabra_GBG62181	3736	3848	1245	1282	2.571428571
Chabra_GBG62411	123	259	41	86	1.333333333
Chabra_GBG62411	988	1370	329	456	2.815789474
Chabra_GBG62505	1428	1577	476	525	4.125
Chabra_GBG62505	1827	2003	609	667	1.333333333
Chabra_GBG62505	2685	2886	895	962	2.2
Chabra_GBG62505	2911	3117	970	1039	1.714285714
Chabra_GBG62505	3121	3396	1040	1132	1.307692308
Chabra_GBG62505	3402	3721	1134	1240	1.9375
Chabra_GBG62580	738	876	246	292	1.333333333
Chabra_GBG62580	1343	1505	447	501	1.333333333
Chabra_GBG62580	1742	1875	580	625	1.333333333
Chabra_GBG62710	185	340	61	113	1.333333333
Chabra_GBG62710	506	607	168	202	1
Chabra_GBG62710	1847	2004	615	668	1.333333333
Chabra_GBG63627	780	985	260	328	1.4
Chabra_GBG63627	1325	1426	441	475	1
Chabra_GBG63627	1450	1551	483	517	1
Chabra_GBG63627	2459	2560	819	853	1
Chabra_GBG63627	2707	2909	902	969	1
Chabra_GBG63680	670	771	223	257	1
Chabra_GBG63680	866	1203	288	401	2.076923077
Chabra_GBG63680	1366	1467	455	489	1
Chabra_GBG63680	1517	1618	505	539	1
Chabra_GBG63680	1631	1932	543	644	1.526315789
Chabra_GBG63680	1978	2530	659	843	2.909090909
Chabra_GBG63939	474	641	158	213	1.333333333
Chabra_GBG63939	893	1020	297	340	1.333333333
Chabra_GBG63939	2160	2261	720	753	2
Chabra_GBG63939	2389	2490	796	830	2
Chabra_GBG63939	2764	2865	921	955	1
Chabra_GBG63939	3064	3165	1021	1055	1
Chabra_GBG63939	3236	3351	1078	1117	1
Chabra_GBG63947	45	272	15	90	3.277777778
Chabra_GBG63947	963	1064	321	354	1
Chabra_GBG63947	1221	1322	407	440	1
Chabra_GBG63947	1622	1723	540	574	1
Chabra_GBG63947	1782	2052	594	684	1.80952381
Chabra_GBG63965	1553	1762	517	587	1.545454545
Chabra_GBG63965	3139	3240	1046	1080	1
Chabra_GBG63965	3379	3710	1126	1236	2.486486486
Chabra_GBG63965	3996	4153	1332	1384	1.75
Chabra_GBG63965	4169	4275	1389	1425	2.666666667
Chabra_GBG63965	4515	5188	1505	1729	2.508474576
Chabra_GBG63965	5286	5418	1762	1806	1.166666667
Chabra_GBG63975	0	356	0	118	56.41115538
Chabra_GBG63975	377	629	125	209	1.6
Chabra_GBG63975	639	845	213	281	1.75
Chabra_GBG63975	1298	1647	432	549	1.769230769
Chabra_GBG63975	1678	1878	559	626	2
Chabra_GBG63975	2507	3022	835	1007	1.803921569
Chabra_GBG63975	3026	3635	1008	1211	3.076923077
Chabra_GBG63975	3759	4452	1253	1484	6.225988701
Chabra_GBG63978	9	110	3	36	1
Chabra_GBG63978	574	775	191	258	2.666666667
Chabra_GBG63978	1136	1253	378	417	1.333333333
Chabra_GBG63978	1460	1561	486	520	1
Chabra_GBG63978	1649	1750	549	583	1
Chabra_GBG63978	2032	2512	677	837	3.071428571
