Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Sros_EGD73249	26	1311	8	437	2.822222222
Sros_EGD73249	1343	1411	447	470	1
Sros_EGD73249	1485	1613	495	537	1
Sros_EGD73249	1759	1827	586	609	1
Sros_EGD73249	1902	1970	634	656	1
Sros_EGD73249	2027	2095	675	698	1
Sros_EGD73249	2151	2339	717	779	1.142857143
Sros_EGD73249	2350	2481	783	827	1
Sros_EGD73249	2495	2660	831	886	1
Sros_EGD73249	2692	2760	897	920	1
Sros_EGD73249	2766	2910	922	970	1
Sros_EGD73249	3021	3092	1007	1030	1.333333333
Sros_EGD73249	3126	3246	1042	1082	1
Sros_EGD73249	3282	3350	1094	1116	1
Sros_EGD73249	3367	3435	1122	1145	1
Sros_EGD73249	3453	4064	1151	1354	1.48
Sros_EGD73249	4073	4270	1357	1423	1.571428571
Sros_EGD73249	4285	5031	1428	1677	10.95882353
Sros_EGD73763	186	254	62	84	1
Sros_EGD73763	1050	1118	350	372	1
Sros_EGD73763	1342	1410	447	470	1
Sros_EGD73763	1905	2090	635	696	1.5
Sros_EGD73763	2145	2236	715	745	1
Sros_EGD73763	2240	2365	746	788	1.142857143
Sros_EGD73763	2395	2463	798	821	1
Sros_EGD74825	0	63	0	21	1
Sros_EGD74825	382	450	127	150	1
Sros_EGD74825	1299	1367	433	455	1
Sros_EGD74825	1830	1898	610	632	1
Sros_EGD74825	1929	1997	643	665	1
Sros_EGD74825	2006	2144	668	714	1.571428571
Sros_EGD74825	2169	2492	723	830	1.272727273
Sros_EGD74825	2496	2639	832	879	1.166666667
Sros_EGD74825	2640	2767	880	922	1.230769231
Sros_EGD75179	0	63	0	21	1
Sros_EGD75179	151	219	50	73	1
Sros_EGD75179	272	340	90	113	1
Sros_EGD75179	574	642	191	214	1
Sros_EGD75179	793	861	264	287	1
Sros_EGD75179	1818	1886	606	628	1
Sros_EGD75179	2682	2750	894	916	1
Sros_EGD75179	2974	3042	991	1014	1
Sros_EGD75179	3264	3332	1088	1110	1
Sros_EGD75179	3363	3431	1121	1143	1
Sros_EGD75179	3440	3578	1146	1192	1.571428571
Sros_EGD75179	3596	3944	1198	1314	1.157894737
Sros_EGD75179	3981	4266	1327	1422	1.133333333
Sros_EGD75625	18	293	6	97	1.142857143
Sros_EGD76334	418	486	139	162	1
Sros_EGD76334	637	705	212	235	1
Sros_EGD76334	878	946	292	315	1
Sros_EGD76334	1188	1256	396	418	1
Sros_EGD76334	1275	1343	425	447	1
Sros_EGD76334	1456	1567	485	522	1
Sros_EGD76334	2185	2253	728	751	1
Sros_EGD76334	2458	2526	819	842	1
Sros_EGD76334	2751	2819	917	939	1
Sros_EGD76334	2850	2918	950	972	1
Sros_EGD76334	2927	3065	975	1021	1.571428571
Sros_EGD76334	3083	3431	1027	1143	1.285714286
Sros_EGD76334	3468	3562	1156	1187	1
Sros_EGD76334	3563	3753	1187	1251	1.181818182
Sros_EGD76390	0	1048	0	349	6.853061224
Sros_EGD76390	1055	1283	351	427	4.546875
Sros_EGD76390	1289	1357	429	452	1
Sros_EGD76390	1386	1528	462	509	5.634146341
Sros_EGD76390	1534	2134	511	711	2.482142857
Sros_EGD76390	2136	2639	712	879	3.816513761
Sros_EGD76390	2648	3282	882	1094	4.289017341
Sros_EGD81417	1050	1118	350	372	1
Sros_EGD81417	1342	1410	447	470	1
Sros_EGD81417	1584	1652	528	550	1
Sros_EGD81417	1683	1751	561	583	1
Sros_EGD81417	1760	1898	586	632	1.571428571
Sros_EGD81417	1916	2264	638	754	1.285714286
Sros_EGD81417	2301	2395	767	798	1
Sros_EGD81417	2396	2586	798	862	1.181818182
Sros_EGD82116	125	218	41	72	1
Sros_EGD82116	263	331	87	110	1
Sros_EGD82116	346	513	115	171	1.166666667
Sros_EGD82116	578	676	192	225	1.333333333
Sros_EGD82116	694	832	231	277	1.2
Sros_EGD82116	833	930	277	310	1
Sros_EGD82116	944	1093	314	364	1
Sros_EGD82116	1150	1723	383	574	1.217391304
Sros_EGD82116	2306	2626	768	875	1.083333333
Sros_EGD82116	2648	2706	882	902	1
Sros_EGD82126	16	145	5	48	1
Sros_EGD82126	222	3642	74	1214	5.793026706
Sros_EGD82126	3662	3849	1220	1283	1.1
Sros_EGD82126	3924	4133	1308	1377	1.375
Sros_EGD82126	4189	4452	1396	1484	3.72
Sros_EGD83709	236	304	78	101	1
Sros_EGD83709	556	624	185	208	1
Sros_EGD83709	1682	1817	560	605	1
Sros_EGD83709	1911	1979	637	659	1
Sros_EGD83709	2042	2110	680	703	1
Sros_EGD83709	2544	2612	848	870	1
Sros_EGD83709	2885	2967	961	989	1
Sros_EGD83709	2971	3039	990	1013	1
Sros_EGD83709	3122	3190	1040	1063	1
Sros_EGD83709	3275	3370	1091	1123	1
Sros_EGD83709	3711	3817	1237	1272	1
Sros_EGD83709	3974	4142	1324	1380	1
Sros_EGD83709	4202	4280	1400	1426	1
