Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Skow_XM_002732522.2	0	113	0	37	3.333333333
Skow_XM_002732522.2	400	570	133	190	21.8115942
Skow_XM_002732522.2	573	959	191	319	32.00621118
Skow_XM_002732522.2	968	1129	322	376	19.80952381
Skow_XM_002732522.2	1289	1459	429	486	14.31111111
Skow_XM_002732522.2	1488	1625	496	541	3.272727273
Skow_XM_002732522.2	1792	1951	597	650	1.333333333
Skow_XM_002732522.2	2138	2238	712	746	1
Skow_XM_006812959.1	93	344	31	114	5
Skow_XM_006812959.1	630	730	210	243	1
Skow_XM_006817481.1	798	1428	266	476	22.37878788
Skow_XM_006817481.1	1569	2228	523	742	26.90909091
Skow_XM_006817481.1	2458	2558	819	852	1
Skow_XM_006820403.1	0	125	0	41	114.7058824
Skow_XM_006820403.1	273	517	91	172	75.44262295
Skow_XM_006820403.1	658	901	219	300	94.71428571
Skow_XM_006820403.1	1206	1735	402	578	117.6358839
Skow_XM_006820403.1	2186	2369	728	789	28.83529412
Skow_XM_006820403.1	2706	2833	902	944	2.285714286
Skow_XM_006820403.1	2841	2999	947	999	12.82051282
Skow_XM_006820403.1	3219	3327	1073	1109	4.444444444
Skow_XM_006820403.1	3508	3653	1169	1217	17.85714286
Skow_XM_006820403.1	3837	4281	1279	1427	85.64401294
Skow_XM_006820403.1	4445	4545	1481	1515	1
Skow_XM_006820403.1	4702	4849	1567	1616	29.96825397
Skow_XM_006820403.1	5325	5513	1775	1837	25.84931507
Skow_XM_006820403.1	5521	5752	1840	1917	31.15555556
Skow_XM_006820403.1	6018	6364	2006	2121	55.64583333
