Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Aaur_scaffold10.g229.t1	906	677.864	0.000000	0.000	SRR8040387	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	680.436	0.000000	0.000	SRR8040388	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	651.032	0.000000	0.000	SRR8040389	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	685.406	0.000000	0.000	SRR8040390	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	674.466	0.000000	0.000	SRR8040395	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	677.607	0.000000	0.000	SRR8040396	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	684.291	0.000000	0.000	SRR8040397	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	678.165	0.000000	0.000	SRR8040398	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	676.256	0.000000	0.000	SRR8040399	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	699.537	0.000000	0.000	SRR8040400	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	750.796	0.000000	0.000	SRR8040401	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	692.980	0.000000	0.000	SRR8040402	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	687.837	0.000000	0.000	SRR8040403	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	717.484	0.000000	0.000	SRR8040404	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	678.233	0.000000	0.000	SRR8040405	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	641.939	0.000000	0.000	SRR8040406	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	653.696	0.000000	0.000	SRR8040407	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	669.395	0.000000	0.000	SRR8040408	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	661.017	0.000000	0.000	SRR8040409	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	718.082	0.000000	0.000	SRR8040410	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	654.433	0.000000	0.000	SRR8040411	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	699.194	0.000000	0.000	SRR8089698	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	695.006	0.000000	0.000	SRR8089699	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	695.530	0.000000	0.000	SRR8089700	Auraur_scaffold10.g229.t1
Aaur_scaffold10.g229.t1	906	646.724	0.000000	0.000	SRR8089701	Auraur_scaffold10.g229.t1
