Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Chem_TCONS_00037964	0	1	0	0	2
Chem_TCONS_00037964	1	9	0	3	3
Chem_TCONS_00037964	9	10	3	3	4
Chem_TCONS_00037964	10	12	3	4	5
Chem_TCONS_00037964	12	15	4	5	6
Chem_TCONS_00037964	15	16	5	5	10
Chem_TCONS_00037964	16	17	5	5	12
Chem_TCONS_00037964	17	18	5	6	13
Chem_TCONS_00037964	18	19	6	6	14
Chem_TCONS_00037964	19	20	6	6	17
Chem_TCONS_00037964	20	21	6	7	18
Chem_TCONS_00037964	21	22	7	7	20
Chem_TCONS_00037964	22	23	7	7	21
Chem_TCONS_00037964	23	24	7	8	26
Chem_TCONS_00037964	24	26	8	8	29
Chem_TCONS_00037964	26	27	8	9	33
Chem_TCONS_00037964	27	31	9	10	35
Chem_TCONS_00037964	31	32	10	10	39
Chem_TCONS_00037964	32	33	10	11	41
Chem_TCONS_00037964	33	34	11	11	43
Chem_TCONS_00037964	34	35	11	11	49
Chem_TCONS_00037964	35	37	11	12	51
Chem_TCONS_00037964	37	38	12	12	53
Chem_TCONS_00037964	38	40	12	13	55
Chem_TCONS_00037964	40	41	13	13	56
Chem_TCONS_00037964	41	42	13	14	54
Chem_TCONS_00037964	42	43	14	14	55
Chem_TCONS_00037964	43	44	14	14	56
Chem_TCONS_00037964	44	59	14	19	58
Chem_TCONS_00037964	59	60	19	20	57
Chem_TCONS_00037964	60	65	20	21	56
Chem_TCONS_00037964	65	68	21	22	57
Chem_TCONS_00037964	68	70	22	23	54
Chem_TCONS_00037964	70	79	23	26	56
Chem_TCONS_00037964	79	85	26	28	49
Chem_TCONS_00037964	85	90	28	30	48
Chem_TCONS_00037964	90	92	30	30	47
Chem_TCONS_00037964	92	95	30	31	45
Chem_TCONS_00037964	95	96	31	32	43
Chem_TCONS_00037964	96	97	32	32	44
Chem_TCONS_00037964	97	98	32	32	48
Chem_TCONS_00037964	98	99	32	33	47
Chem_TCONS_00037964	99	100	33	33	42
Chem_TCONS_00037964	100	102	33	34	39
Chem_TCONS_00037964	102	106	34	35	33
Chem_TCONS_00037964	106	107	35	35	29
Chem_TCONS_00037964	107	108	35	36	27
Chem_TCONS_00037964	108	109	36	36	26
Chem_TCONS_00037964	109	110	36	36	25
Chem_TCONS_00037964	110	111	36	37	19
Chem_TCONS_00037964	111	113	37	37	16
Chem_TCONS_00037964	113	114	37	38	15
Chem_TCONS_00037964	114	116	38	38	14
Chem_TCONS_00037964	116	119	38	39	12
Chem_TCONS_00037964	119	120	39	40	11
Chem_TCONS_00037964	120	130	40	43	9
Chem_TCONS_00037964	130	133	43	44	10
Chem_TCONS_00037964	133	138	44	46	11
Chem_TCONS_00037964	138	141	46	47	12
Chem_TCONS_00037964	141	146	47	48	13
Chem_TCONS_00037964	146	157	48	52	11
Chem_TCONS_00037964	157	171	52	57	12
Chem_TCONS_00037964	171	172	57	57	13
Chem_TCONS_00037964	172	173	57	57	11
Chem_TCONS_00037964	173	194	57	64	7
Chem_TCONS_00037964	194	202	64	67	6
Chem_TCONS_00037964	202	212	67	70	5
Chem_TCONS_00037964	212	214	70	71	4
Chem_TCONS_00037964	214	217	71	72	3
Chem_TCONS_00037964	217	236	72	78	2
Chem_TCONS_00037964	236	267	78	89	4
Chem_TCONS_00037964	267	277	89	92	2
Chem_TCONS_00037964	277	322	92	107	0
Chem_TCONS_00037964	322	326	107	108	1
Chem_TCONS_00037964	326	331	108	110	3
Chem_TCONS_00037964	331	351	110	117	4
Chem_TCONS_00037964	351	401	117	133	7
Chem_TCONS_00037964	401	403	133	134	9
Chem_TCONS_00037964	403	409	134	136	11
Chem_TCONS_00037964	409	423	136	141	12
Chem_TCONS_00037964	423	427	141	142	11
Chem_TCONS_00037964	427	432	142	144	7
Chem_TCONS_00037964	432	452	144	150	6
Chem_TCONS_00037964	452	454	150	151	5
Chem_TCONS_00037964	454	463	151	154	6
Chem_TCONS_00037964	463	477	154	159	8
Chem_TCONS_00037964	477	504	159	168	6
Chem_TCONS_00037964	504	510	168	170	4
Chem_TCONS_00037964	510	524	170	174	3
Chem_TCONS_00037964	524	539	174	179	4
Chem_TCONS_00037964	539	555	179	185	2
Chem_TCONS_00037964	555	564	185	188	1
Chem_TCONS_00037964	564	576	188	192	2
Chem_TCONS_00037964	576	606	192	202	4
Chem_TCONS_00037964	606	619	202	206	6
Chem_TCONS_00037964	619	625	206	208	7
Chem_TCONS_00037964	625	630	208	210	6
Chem_TCONS_00037964	630	631	210	210	10
Chem_TCONS_00037964	631	661	210	220	12
Chem_TCONS_00037964	661	665	220	221	14
Chem_TCONS_00037964	665	672	221	224	13
Chem_TCONS_00037964	672	677	224	225	15
Chem_TCONS_00037964	677	682	225	227	13
Chem_TCONS_00037964	682	705	227	235	11
Chem_TCONS_00037964	705	707	235	235	7
Chem_TCONS_00037964	707	720	235	240	5
Chem_TCONS_00037964	720	730	240	243	4
Chem_TCONS_00037964	730	737	243	245	5
Chem_TCONS_00037964	737	747	245	249	3
Chem_TCONS_00037964	747	750	249	250	1
Chem_TCONS_00037964	750	817	250	272	3
Chem_TCONS_00037964	817	826	272	275	4
Chem_TCONS_00037964	826	831	275	277	2
Chem_TCONS_00037964	831	846	277	282	1
Chem_TCONS_00037964	846	891	282	297	3
Chem_TCONS_00037964	891	896	297	298	5
Chem_TCONS_00037964	896	907	298	302	7
Chem_TCONS_00037964	907	918	302	306	9
Chem_TCONS_00037964	918	922	306	307	8
Chem_TCONS_00037964	922	953	307	317	6
Chem_TCONS_00037964	953	967	317	322	7
Chem_TCONS_00037964	967	970	322	323	5
Chem_TCONS_00037964	970	982	323	327	3
Chem_TCONS_00037964	982	1022	327	340	1
Chem_TCONS_00037964	1022	1049	340	349	3
Chem_TCONS_00037964	1049	1054	349	351	5
Chem_TCONS_00037964	1054	1062	351	354	4
Chem_TCONS_00037964	1062	1098	354	366	5
Chem_TCONS_00037964	1098	1125	366	375	3
Chem_TCONS_00037964	1125	1150	375	383	1
Chem_TCONS_00037964	1150	1163	383	387	2
Chem_TCONS_00037964	1163	1235	387	411	1
Chem_TCONS_00037964	1235	1251	411	417	3
Chem_TCONS_00037964	1251	1290	417	430	2
Chem_TCONS_00037964	1290	1294	430	431	5
Chem_TCONS_00037964	1294	1311	431	437	7
Chem_TCONS_00037964	1311	1321	437	440	5
Chem_TCONS_00037964	1321	1357	440	452	6
Chem_TCONS_00037964	1357	1364	452	454	8
Chem_TCONS_00037964	1364	1370	454	456	6
Chem_TCONS_00037964	1370	1391	456	463	4
Chem_TCONS_00037964	1391	1408	463	469	3
Chem_TCONS_00037964	1408	1411	469	470	5
Chem_TCONS_00037964	1411	1422	470	474	8
Chem_TCONS_00037964	1422	1432	474	477	7
Chem_TCONS_00037964	1432	1451	477	483	5
Chem_TCONS_00037964	1451	1484	483	494	6
Chem_TCONS_00037964	1484	1485	494	495	4
Chem_TCONS_00037964	1485	1512	495	504	2
Chem_TCONS_00037964	1512	1552	504	517	1
Chem_TCONS_00037964	1552	1553	517	517	0
Chem_TCONS_00037964	1553	1592	517	530	1
Chem_TCONS_00037964	1592	1624	530	541	2
Chem_TCONS_00037964	1624	1633	541	544	3
Chem_TCONS_00037964	1633	1654	544	551	5
Chem_TCONS_00037964	1654	1670	551	556	4
Chem_TCONS_00037964	1670	1681	556	560	6
Chem_TCONS_00037964	1681	1693	560	564	7
Chem_TCONS_00037964	1693	1704	564	568	6
Chem_TCONS_00037964	1704	1706	568	568	7
Chem_TCONS_00037964	1706	1725	568	575	5
Chem_TCONS_00037964	1725	1745	575	581	4
Chem_TCONS_00037964	1745	1782	581	594	2
Chem_TCONS_00037964	1782	1805	594	601	1
