Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Bremin_symbB.v1.2.004342.t1	22	1010	7	336	85.29845168
Bremin_symbB.v1.2.004342.t1	9245	9795	3081	3265	94.75721393
Bremin_symbB.v1.2.004342.t1	9834	10266	3278	3422	126.9137931
Bremin_symbB.v1.2.019811.t1	9305	10866	3101	3622	100.7548287
Bremin_symbB.v1.2.030677.t3	5054	5179	1684	1726	1
Bremin_symbB.v1.2.030677.t3	5298	5423	1766	1807	1
Bremin_symbB.v1.2.030677.t3	5909	6228	1969	2076	23.81625442
Bremin_symbB.v1.2.030677.t3	6250	8313	2083	2771	48.54464569
Bremin_symbB.v1.2.030677.t3	12497	12727	4165	4242	1.333333333
Bremin_symbB.v1.2.030677.t3	14570	16029	4856	5343	105.6602295
