Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Morvir_scaffold102.g15.t1	5952	5752.599	4.003991	1053.629	SRR7983770	Morvir_scaffold102.g15.t1
Morvir_scaffold102.g15.t1	5952	5757.913	1.192662	415.063	SRR7983771	Morvir_scaffold102.g15.t1
Morvir_scaffold10.g67.t1	3936	3736.599	14.906400	2547.884	SRR7983770	Morvir_scaffold10.g67.t1
Morvir_scaffold10.g67.t1	3936	3741.913	9.988739	2259.102	SRR7983771	Morvir_scaffold10.g67.t1
Morvir_scaffold42.g50.t1	1068	868.599	0.000000	0.000	SRR7983770	Morvir_scaffold119.g44.t1
Morvir_scaffold42.g50.t1	1068	873.913	0.000000	0.000	SRR7983771	Morvir_scaffold119.g44.t1
Morvir_scaffold122.g10.t1	4719	4519.599	1.623659	335.680	SRR7983770	Morvir_scaffold122.g10.t1
Morvir_scaffold122.g10.t1	4719	4524.913	0.531382	145.328	SRR7983771	Morvir_scaffold122.g10.t1
Morvir_scaffold131.g36.t1	1068	868.599	0.075504	3.000	SRR7983770	Morvir_scaffold131.g36.t1
Morvir_scaffold131.g36.t1	1068	873.913	0.000000	0.000	SRR7983771	Morvir_scaffold131.g36.t1
Morvir_scaffold154.g16.t2	4980	4780.599	7.186758	1571.614	SRR7983770	Morvir_scaffold154.g16.t2
Morvir_scaffold154.g16.t2	4980	4785.913	1.926496	557.268	SRR7983771	Morvir_scaffold154.g16.t2
Morvir_scaffold177.g17.t1	4161	3961.599	2.167821	392.848	SRR7983770	Morvir_scaffold177.g17.t1
Morvir_scaffold177.g17.t1	4161	3966.913	0.441509	105.858	SRR7983771	Morvir_scaffold177.g17.t1
Morvir_scaffold17.g141.t1	4083	3883.599	21.317216	3787.000	SRR7983770	Morvir_scaffold17.g141.t1
Morvir_scaffold17.g141.t1	4083	3888.913	6.411410	1507.000	SRR7983771	Morvir_scaffold17.g141.t1
Morvir_scaffold1.g18.t2	4797	4597.599	4.071440	856.268	SRR7983770	Morvir_scaffold1.g18.t2
Morvir_scaffold1.g18.t2	4797	4602.913	1.634286	454.666	SRR7983771	Morvir_scaffold1.g18.t2
Morvir_scaffold208.g24.t1	3759	3559.599	0.239528	39.002	SRR7983770	Morvir_scaffold208.g24.t1
Morvir_scaffold208.g24.t1	3759	3564.913	0.037129	8.000	SRR7983771	Morvir_scaffold208.g24.t1
Morvir_scaffold209.g16.t1	7143	6943.599	0.602815	191.469	SRR7983770	Morvir_scaffold209.g16.t1
Morvir_scaffold209.g16.t1	7143	6948.913	0.346076	145.352	SRR7983771	Morvir_scaffold209.g16.t1
Morvir_scaffold217.g1.t1	4179	3979.599	0.494233	89.971	SRR7983770	Morvir_scaffold217.g1.t1
Morvir_scaffold217.g1.t1	4179	3984.913	0.036367	8.759	SRR7983771	Morvir_scaffold217.g1.t1
Morvir_scaffold21.g164.t3	2307	2107.599	8.968631	864.658	SRR7983770	Morvir_scaffold21.g164.t3
Morvir_scaffold21.g164.t3	2307	2112.913	7.140458	911.883	SRR7983771	Morvir_scaffold21.g164.t3
Morvir_scaffold60.g79.t1	4206	4006.599	10.864773	1991.256	SRR7983770	Morvir_scaffold21.g164.t3
Morvir_scaffold60.g79.t1	4206	4011.913	2.294648	556.415	SRR7983771	Morvir_scaffold21.g164.t3
Morvir_scaffold484.g4.t1	657	458.396	0.000000	0.000	SRR7983770	Morvir_scaffold21.g38.t1
Morvir_scaffold484.g4.t1	657	463.335	0.000000	0.000	SRR7983771	Morvir_scaffold21.g38.t1
Morvir_scaffold21.g38.t2	7791	7591.599	1.029982	357.679	SRR7983770	Morvir_scaffold21.g38.t2
Morvir_scaffold21.g38.t2	7791	7596.913	0.586849	269.461	SRR7983771	Morvir_scaffold21.g38.t2
Morvir_scaffold484.g4.t1	657	458.396	0.000000	0.000	SRR7983770	Morvir_scaffold21.g38.t2
Morvir_scaffold484.g4.t1	657	463.335	0.000000	0.000	SRR7983771	Morvir_scaffold21.g38.t2
Morvir_scaffold238.g19.t1	4746	4546.599	2.112760	439.407	SRR7983770	Morvir_scaffold238.g19.t1
Morvir_scaffold238.g19.t1	4746	4551.913	0.430449	118.426	SRR7983771	Morvir_scaffold238.g19.t1
Morvir_scaffold240.g28.t1	5898	5698.599	1.601298	417.418	SRR7983770	Morvir_scaffold240.g28.t1
Morvir_scaffold240.g28.t1	5898	5703.913	0.294582	101.557	SRR7983771	Morvir_scaffold240.g28.t1
Morvir_scaffold48.g18.t1	3189	2989.599	0.000000	0.000	SRR7983770	Morvir_scaffold240.g28.t1
Morvir_scaffold48.g18.t1	3189	2994.913	0.000000	0.000	SRR7983771	Morvir_scaffold240.g28.t1
Morvir_scaffold263.g3.t2	3381	3181.599	6.569085	956.050	SRR7983770	Morvir_scaffold263.g3.t2
Morvir_scaffold263.g3.t2	3381	3186.913	2.457040	473.275	SRR7983771	Morvir_scaffold263.g3.t2
Morvir_scaffold2848.g1.t1	782	582.987	0.894401	23.852	SRR7983770	Morvir_scaffold2848.g1.t1
Morvir_scaffold2848.g1.t1	782	588.081	0.028161	1.001	SRR7983771	Morvir_scaffold2848.g1.t1
Morvir_scaffold2.g47.t1	3723	3523.599	12.227329	1970.827	SRR7983770	Morvir_scaffold2.g47.t1
Morvir_scaffold2.g47.t1	3723	3528.913	3.638573	776.075	SRR7983771	Morvir_scaffold2.g47.t1
Morvir_scaffold32.g2.t1	5112	4912.599	4.576286	1028.383	SRR7983770	Morvir_scaffold32.g2.t1
Morvir_scaffold32.g2.t1	5112	4917.913	1.056053	313.905	SRR7983771	Morvir_scaffold32.g2.t1
Morvir_scaffold390.g6.t3	5430	5230.599	1.777622	425.325	SRR7983770	Morvir_scaffold390.g6.t3
Morvir_scaffold390.g6.t3	5430	5235.913	1.577539	499.234	SRR7983771	Morvir_scaffold390.g6.t3
