Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Exapal_XM_021055160.1	1143	966.689	0.103095	1.000	SRR1648359	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	893.000	0.268941	4.000	SRR1648360	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	968.344	0.368721	2.997	SRR1648361	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	971.957	0.133183	1.000	SRR1648362	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	950.557	0.000000	0.000	SRR1648363	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	967.186	0.109673	1.000	SRR1648365	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	958.846	0.000000	0.000	SRR1648367	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	966.913	0.104219	1.000	SRR1648368	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	976.077	0.171481	1.000	SRR1648369	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	972.050	0.000000	0.000	SRR1648370	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	970.730	0.375584	2.000	SRR1648371	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	973.237	0.000000	0.000	SRR1648372	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	938.106	0.000000	0.000	SRR1648373	Exapal_XP_020910819.1
Exapal_XM_021055160.1	1143	956.058	0.000000	0.000	SRR1648374	Exapal_XP_020910819.1
Exapal_XM_021058799.1	1143	966.689	0.721664	7.000	SRR1648359	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	893.000	0.268941	4.000	SRR1648360	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	968.344	0.492620	4.003	SRR1648361	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	971.957	0.399550	3.000	SRR1648362	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	950.557	0.145305	1.000	SRR1648363	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	967.186	0.329018	3.000	SRR1648365	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	958.846	0.360840	3.000	SRR1648367	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	966.913	0.208438	2.000	SRR1648368	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	976.077	0.171481	1.000	SRR1648369	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	972.050	0.319285	2.000	SRR1648370	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	970.730	0.187792	1.000	SRR1648371	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	973.237	0.000000	0.000	SRR1648372	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	938.106	0.000000	0.000	SRR1648373	Exapal_XP_020914458.1
Exapal_XM_021058799.1	1143	956.058	0.000000	0.000	SRR1648374	Exapal_XP_020914458.1
Exapal_XM_028661186.1	1152	975.689	0.409346	4.008	SRR1648359	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	902.000	0.066564	1.000	SRR1648360	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	977.344	0.609578	5.000	SRR1648361	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	980.957	0.527845	4.000	SRR1648362	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	959.557	0.143943	1.000	SRR1648363	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	976.186	0.651968	6.000	SRR1648365	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	967.846	1.310777	11.000	SRR1648367	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	975.913	0.619548	6.000	SRR1648368	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	985.077	1.869056	11.000	SRR1648369	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	981.050	1.581780	10.000	SRR1648370	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	979.730	1.674601	9.000	SRR1648371	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	982.237	2.926565	19.000	SRR1648372	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	947.106	0.133769	1.000	SRR1648373	Exapal_XP_028516987.1
Exapal_XM_028661186.1	1152	965.058	0.148404	1.000	SRR1648374	Exapal_XP_028516987.1
Exapal_XM_028662165.1	6939	6762.689	0.103158	7.000	SRR1648359	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6689.000	0.062861	7.003	SRR1648360	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6764.344	0.281839	16.000	SRR1648361	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6767.957	0.133887	7.000	SRR1648362	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6746.557	0.102364	5.000	SRR1648363	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6763.186	0.423468	27.000	SRR1648365	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6754.846	0.717094	42.000	SRR1648367	Exapal_XP_028517966.1
Exapal_XM_028662165.1	6939	6762.913	0.750947	50.397	SRR1648368	Exapal_XP_028517966.1
