Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Tcas_TC012115_002	5907	5731.177	9.994316	1512.329	SRR1647921	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5734.452	31.125282	10766.169	SRR1647922	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5736.483	5.310054	2287.000	SRR1647923	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5737.392	16.482628	6944.912	SRR1647924	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5738.384	12.483326	5451.000	SRR1647925	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5700.244	16.357204	3294.277	SRR1647926	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5730.824	14.616792	1996.000	SRR1647927	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5732.977	15.039242	4102.024	SRR1647928	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5730.056	3.889425	713.315	SRR1647929	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5730.892	11.907190	1912.899	SRR1647930	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5740.120	12.537866	3453.000	SRR1647931	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5744.814	17.230432	5668.970	SRR1647932	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5733.382	15.850339	5252.010	SRR1647933	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5733.293	7.326661	1353.000	SRR1647934	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5739.473	7.521979	2109.000	SRR1647935	Tcas_XP_008197696.1
Tcas_TC012115_002	5907	5713.640	21.460653	4657.638	SRR1647936	Tcas_XP_008197696.1
Tcas_TC010453_001	3057	2881.177	10.135264	771.000	SRR1647921	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2884.452	22.237154	3868.998	SRR1647922	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2886.483	13.898566	3012.038	SRR1647923	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2887.392	13.209625	2801.058	SRR1647924	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2888.384	18.312798	4025.000	SRR1647925	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2850.244	22.229120	2238.525	SRR1647926	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2880.824	11.785293	809.000	SRR1647927	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2882.977	10.517980	1442.665	SRR1647928	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2880.056	2.646986	244.000	SRR1647929	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2880.892	9.063722	731.971	SRR1647930	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2890.120	14.629161	2028.557	SRR1647931	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2894.814	12.795672	2121.367	SRR1647932	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2883.382	15.377721	2562.538	SRR1647933	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2883.293	6.040690	561.000	SRR1647934	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2889.473	7.870875	1111.000	SRR1647935	Tcas_XP_972506.1
Tcas_TC010453_001	3057	2863.640	9.255853	1006.804	SRR1647936	Tcas_XP_972506.1
