Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Cvel_Cvel_11420.t1	2832	2675.029	0.039374	1.334	SRR10384242	Cvel_11420.t1-p1
Cvel_Cvel_11420.t1	2832	2675.590	0.217529	6.750	SRR10384243	Cvel_11420.t1-p1
Cvel_Cvel_11420.t1	2832	2664.005	0.264895	10.199	SRR10384244	Cvel_11420.t1-p1
Cvel_Cvel_11420.t1	2832	2673.754	0.073391	2.990	SRR10384245	Cvel_11420.t1-p1
Cvel_Cvel_11420.t1	2832	2677.067	0.122139	4.000	SRR10384246	Cvel_11420.t1-p1
Cvel_Cvel_11420.t1	2832	2677.963	0.124954	4.481	SRR10384247	Cvel_11420.t1-p1
Cvel_Cvel_13122.t1	1227	1070.029	0.290144	3.931	SRR10384242	Cvel_13122.t1-p1
Cvel_Cvel_13122.t1	1227	1070.590	0.497908	6.182	SRR10384243	Cvel_13122.t1-p1
Cvel_Cvel_13122.t1	1227	1059.005	0.000000	0.000	SRR10384244	Cvel_13122.t1-p1
Cvel_Cvel_13122.t1	1227	1068.754	0.111947	1.823	SRR10384245	Cvel_13122.t1-p1
Cvel_Cvel_13122.t1	1227	1072.067	0.361395	4.740	SRR10384246	Cvel_13122.t1-p1
Cvel_Cvel_13122.t1	1227	1072.963	0.000000	0.000	SRR10384247	Cvel_13122.t1-p1
Cvel_Cvel_13909.t1	1863	1706.029	0.000000	0.000	SRR10384242	Cvel_13909.t1-p1
Cvel_Cvel_13909.t1	1863	1706.590	0.000000	0.000	SRR10384243	Cvel_13909.t1-p1
Cvel_Cvel_13909.t1	1863	1695.005	0.000000	0.000	SRR10384244	Cvel_13909.t1-p1
Cvel_Cvel_13909.t1	1863	1704.754	0.000000	0.000	SRR10384245	Cvel_13909.t1-p1
Cvel_Cvel_13909.t1	1863	1708.067	0.000000	0.000	SRR10384246	Cvel_13909.t1-p1
Cvel_Cvel_13909.t1	1863	1708.963	0.000000	0.000	SRR10384247	Cvel_13909.t1-p1
Cvel_Cvel_16522.t1	1383	1226.029	0.128535	1.996	SRR10384242	Cvel_16522.t1-p1
Cvel_Cvel_16522.t1	1383	1226.590	0.070351	1.001	SRR10384243	Cvel_16522.t1-p1
Cvel_Cvel_16522.t1	1383	1215.005	0.227952	4.003	SRR10384244	Cvel_16522.t1-p1
Cvel_Cvel_16522.t1	1383	1224.754	0.053581	1.000	SRR10384245	Cvel_16522.t1-p1
Cvel_Cvel_16522.t1	1383	1228.067	0.066563	1.000	SRR10384246	Cvel_16522.t1-p1
Cvel_Cvel_16522.t1	1383	1228.963	0.304021	5.003	SRR10384247	Cvel_16522.t1-p1
Cvel_Cvel_21008.t1	2424	2267.029	25.983512	745.911	SRR10384242	Cvel_18067.t1-p1
Cvel_Cvel_21008.t1	2424	2267.590	36.907274	970.584	SRR10384243	Cvel_18067.t1-p1
Cvel_Cvel_21008.t1	2424	2256.005	82.654764	2694.884	SRR10384244	Cvel_18067.t1-p1
Cvel_Cvel_21008.t1	2424	2265.754	54.514540	1882.188	SRR10384245	Cvel_18067.t1-p1
Cvel_Cvel_21008.t1	2424	2269.067	25.833997	717.108	SRR10384246	Cvel_18067.t1-p1
Cvel_Cvel_21008.t1	2424	2269.963	11.263407	342.347	SRR10384247	Cvel_18067.t1-p1
Cvel_Cvel_18452.t1	1821	1664.029	0.206405	4.349	SRR10384242	Cvel_18452.t1-p1
Cvel_Cvel_18452.t1	1821	1664.590	0.103653	2.001	SRR10384243	Cvel_18452.t1-p1
Cvel_Cvel_18452.t1	1821	1653.005	0.083797	2.002	SRR10384244	Cvel_18452.t1-p1
Cvel_Cvel_18452.t1	1821	1662.754	0.123400	3.127	SRR10384245	Cvel_18452.t1-p1
Cvel_Cvel_18452.t1	1821	1666.067	0.244365	4.981	SRR10384246	Cvel_18452.t1-p1
Cvel_Cvel_18452.t1	1821	1666.963	0.000000	0.000	SRR10384247	Cvel_18452.t1-p1
Cvel_Cvel_19714.t1	2760	2603.029	0.077396	2.551	SRR10384242	Cvel_19714.t1-p1
Cvel_Cvel_19714.t1	2760	2603.590	0.099407	3.002	SRR10384243	Cvel_19714.t1-p1
Cvel_Cvel_19714.t1	2760	2592.005	0.213516	7.998	SRR10384244	Cvel_19714.t1-p1
Cvel_Cvel_19714.t1	2760	2601.754	0.025223	1.000	SRR10384245	Cvel_19714.t1-p1
Cvel_Cvel_19714.t1	2760	2605.067	0.031379	1.000	SRR10384246	Cvel_19714.t1-p1
Cvel_Cvel_19714.t1	2760	2605.963	0.243200	8.486	SRR10384247	Cvel_19714.t1-p1
Cvel_Cvel_20534.t1	2388	2231.029	0.065258	1.844	SRR10384242	Cvel_20534.t1-p1
Cvel_Cvel_20534.t1	2388	2231.590	0.000000	0.000	SRR10384243	Cvel_20534.t1-p1
Cvel_Cvel_20534.t1	2388	2220.005	0.000000	0.000	SRR10384244	Cvel_20534.t1-p1
Cvel_Cvel_20534.t1	2388	2229.754	0.000000	0.000	SRR10384245	Cvel_20534.t1-p1
Cvel_Cvel_20534.t1	2388	2233.067	0.000000	0.000	SRR10384246	Cvel_20534.t1-p1
Cvel_Cvel_20534.t1	2388	2233.963	0.033167	0.992	SRR10384247	Cvel_20534.t1-p1
Cvel_Cvel_21008.t1	2424	2267.029	25.983512	745.911	SRR10384242	Cvel_21008.t1-p1
Cvel_Cvel_21008.t1	2424	2267.590	36.907274	970.584	SRR10384243	Cvel_21008.t1-p1
Cvel_Cvel_21008.t1	2424	2256.005	82.654764	2694.884	SRR10384244	Cvel_21008.t1-p1
Cvel_Cvel_21008.t1	2424	2265.754	54.514540	1882.188	SRR10384245	Cvel_21008.t1-p1
Cvel_Cvel_21008.t1	2424	2269.067	25.833997	717.108	SRR10384246	Cvel_21008.t1-p1
Cvel_Cvel_21008.t1	2424	2269.963	11.263407	342.347	SRR10384247	Cvel_21008.t1-p1
Cvel_Cvel_21031.t1	3144	2987.029	2.445156	92.486	SRR10384242	Cvel_21031.t1-p1
Cvel_Cvel_21031.t1	3144	2987.590	2.177602	75.449	SRR10384243	Cvel_21031.t1-p1
Cvel_Cvel_21031.t1	3144	2976.005	0.801902	34.490	SRR10384244	Cvel_21031.t1-p1
Cvel_Cvel_21031.t1	3144	2985.754	0.712814	32.432	SRR10384245	Cvel_21031.t1-p1
Cvel_Cvel_21031.t1	3144	2989.067	2.365353	86.492	SRR10384246	Cvel_21031.t1-p1
Cvel_Cvel_21031.t1	3144	2989.963	1.900476	76.086	SRR10384247	Cvel_21031.t1-p1
Cvel_Cvel_22706.t1	2139	1982.029	0.819870	20.577	SRR10384242	Cvel_22706.t1-p1
Cvel_Cvel_22706.t1	2139	1982.590	0.930981	21.406	SRR10384243	Cvel_22706.t1-p1
Cvel_Cvel_22706.t1	2139	1971.005	0.551697	15.715	SRR10384244	Cvel_22706.t1-p1
Cvel_Cvel_22706.t1	2139	1980.754	0.495288	14.949	SRR10384245	Cvel_22706.t1-p1
Cvel_Cvel_22706.t1	2139	1984.067	0.327907	7.959	SRR10384246	Cvel_22706.t1-p1
Cvel_Cvel_22706.t1	2139	1984.963	0.230636	6.130	SRR10384247	Cvel_22706.t1-p1
Cvel_Cvel_24756.t1	1020	863.029	0.000000	0.000	SRR10384242	Cvel_24756.t1-p1
Cvel_Cvel_24756.t1	1020	863.590	0.099847	1.000	SRR10384243	Cvel_24756.t1-p1
Cvel_Cvel_24756.t1	1020	852.005	0.162136	1.996	SRR10384244	Cvel_24756.t1-p1
Cvel_Cvel_24756.t1	1020	861.754	0.200332	2.631	SRR10384245	Cvel_24756.t1-p1
Cvel_Cvel_24756.t1	1020	865.067	0.188963	2.000	SRR10384246	Cvel_24756.t1-p1
Cvel_Cvel_24756.t1	1020	865.963	0.086241	1.000	SRR10384247	Cvel_24756.t1-p1
Cvel_Cvel_28050.t1	1578	1421.029	0.057356	1.032	SRR10384242	Cvel_28050.t1-p1
Cvel_Cvel_28050.t1	1578	1421.590	0.000000	0.000	SRR10384243	Cvel_28050.t1-p1
Cvel_Cvel_28050.t1	1578	1410.005	0.000000	0.000	SRR10384244	Cvel_28050.t1-p1
Cvel_Cvel_28050.t1	1578	1419.754	0.000000	0.000	SRR10384245	Cvel_28050.t1-p1
Cvel_Cvel_28050.t1	1578	1423.067	0.000000	0.000	SRR10384246	Cvel_28050.t1-p1
Cvel_Cvel_28050.t1	1578	1423.963	0.104987	2.002	SRR10384247	Cvel_28050.t1-p1
Cvel_Cvel_28389.t1	1698	1541.029	0.236122	4.608	SRR10384242	Cvel_28389.t1-p1
Cvel_Cvel_28389.t1	1698	1541.590	0.059896	1.071	SRR10384243	Cvel_28389.t1-p1
Cvel_Cvel_28389.t1	1698	1530.005	0.375791	8.309	SRR10384244	Cvel_28389.t1-p1
Cvel_Cvel_28389.t1	1698	1539.754	0.000000	0.000	SRR10384245	Cvel_28389.t1-p1
Cvel_Cvel_28389.t1	1698	1543.067	0.000000	0.000	SRR10384246	Cvel_28389.t1-p1
Cvel_Cvel_28389.t1	1698	1543.963	0.262240	5.421	SRR10384247	Cvel_28389.t1-p1
Cvel_Cvel_29718.t1	2412	2255.029	0.197588	5.642	SRR10384242	Cvel_29718.t1-p1
Cvel_Cvel_29718.t1	2412	2255.590	0.055583	1.454	SRR10384243	Cvel_29718.t1-p1
Cvel_Cvel_29718.t1	2412	2244.005	0.273668	8.875	SRR10384244	Cvel_29718.t1-p1
Cvel_Cvel_29718.t1	2412	2253.754	0.051315	1.762	SRR10384245	Cvel_29718.t1-p1
Cvel_Cvel_29718.t1	2412	2257.067	0.072461	2.001	SRR10384246	Cvel_29718.t1-p1
Cvel_Cvel_29718.t1	2412	2257.963	0.368161	11.131	SRR10384247	Cvel_29718.t1-p1
Cvel_Cvel_31347.t1	3825	3668.029	0.111742	5.190	SRR10384242	Cvel_31347.t1-p1
Cvel_Cvel_31347.t1	3825	3668.590	0.000000	0.000	SRR10384243	Cvel_31347.t1-p1
Cvel_Cvel_31347.t1	3825	3657.005	0.045062	2.382	SRR10384244	Cvel_31347.t1-p1
Cvel_Cvel_31347.t1	3825	3666.754	0.114586	6.403	SRR10384245	Cvel_31347.t1-p1
Cvel_Cvel_31347.t1	3825	3670.067	0.160487	7.205	SRR10384246	Cvel_31347.t1-p1
Cvel_Cvel_31347.t1	3825	3670.963	0.091381	4.492	SRR10384247	Cvel_31347.t1-p1
Cvel_Cvel_31397.t1	2178	2021.029	0.248781	6.367	SRR10384242	Cvel_31397.t1-p1
Cvel_Cvel_31397.t1	2178	2021.590	0.256259	6.008	SRR10384243	Cvel_31397.t1-p1
Cvel_Cvel_31397.t1	2178	2010.005	0.171715	4.988	SRR10384244	Cvel_31397.t1-p1
