Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Cavfas_EGG14714	92	629	30	209	22.09662921
Cavfas_EGG14714	641	721	213	240	1.8
Cavfas_EGG14714	727	853	242	284	1.555555556
Cavfas_EGG14714	917	969	305	323	1
Cavfas_EGG14714	1063	1295	354	431	2.607142857
Cavfas_EGG14714	1301	1353	433	451	1
Cavfas_EGG14714	1377	1429	459	476	1
Cavfas_EGG14714	1446	1520	482	506	1
Cavfas_EGG14714	1563	1809	521	603	1.333333333
Cavfas_EGG14714	1935	1987	645	662	1
Cavfas_EGG14714	2133	2296	711	765	2.333333333
Cavfas_EGG14714	2330	2620	776	873	2.875
Cavfas_EGG14714	2633	3131	877	1043	2.083333333
Cavfas_EGG14714	3141	3193	1047	1064	1
Cavfas_EGG14714	3270	3405	1090	1135	1.166666667
Cavfas_EGG14714	3439	4002	1146	1334	3.325581395
Cavfas_EGG14977	101	212	33	70	1.2
Cavfas_EGG14977	219	271	73	90	1
Cavfas_EGG14977	291	436	97	145	1.5
Cavfas_EGG14977	507	559	169	186	1
Cavfas_EGG14977	596	780	198	260	1.454545455
Cavfas_EGG14977	1040	1294	346	431	2.25
Cavfas_EGG14977	1328	1393	442	464	1.166666667
Cavfas_EGG14977	1407	1459	469	486	1
Cavfas_EGG14977	1469	1619	489	539	1
Cavfas_EGG14977	1659	1800	553	600	1.333333333
Cavfas_EGG14977	1876	1939	625	646	1.8
Cavfas_EGG14977	1982	2034	660	678	1
Cavfas_EGG14977	2057	2164	685	721	1.25
Cavfas_EGG14977	2311	2363	770	787	1
Cavfas_EGG14977	2373	2543	791	847	1.555555556
Cavfas_EGG14977	2550	2615	850	871	1
Cavfas_EGG14977	2813	2983	937	994	1.666666667
Cavfas_EGG14977	3042	3094	1014	1031	1
Cavfas_EGG14977	3131	3267	1043	1089	1.4
Cavfas_EGG14977	3338	3503	1112	1167	1.916666667
Cavfas_EGG14977	3510	4005	1170	1335	1.85106383
Cavfas_EGG14977	4082	4134	1360	1378	1
Cavfas_EGG14977	4188	4296	1396	1432	1.909090909
Cavfas_EGG16520	1	503	0	167	23.15421687
Cavfas_EGG16520	515	595	171	198	1.8
Cavfas_EGG16520	601	727	200	242	1.555555556
Cavfas_EGG16520	791	843	263	281	1
Cavfas_EGG16520	937	1169	312	389	2.607142857
Cavfas_EGG16520	1175	1227	391	409	1
Cavfas_EGG16520	1251	1303	417	434	1
Cavfas_EGG16520	1320	1394	440	464	1
Cavfas_EGG16520	1437	1683	479	561	1.333333333
Cavfas_EGG16520	1809	1861	603	620	1
Cavfas_EGG16520	2007	2170	669	723	2.333333333
Cavfas_EGG16520	2204	2494	734	831	2.875
Cavfas_EGG16520	2507	3005	835	1001	2.083333333
Cavfas_EGG16520	3015	3067	1005	1022	1
Cavfas_EGG16520	3144	3279	1048	1093	1.166666667
Cavfas_EGG16520	3313	3831	1104	1277	3.357142857
Cavfas_EGG16520	3845	3903	1281	1301	1.25
Cavfas_EGG16605	77	247	25	82	1.666666667
Cavfas_EGG16605	306	358	102	119	1
Cavfas_EGG16605	395	531	131	177	1.4
Cavfas_EGG16605	602	767	200	255	1.916666667
Cavfas_EGG16605	774	1006	258	335	1.952380952
Cavfas_EGG16605	1022	1269	340	423	1.619047619
Cavfas_EGG16605	1346	1398	448	466	1
Cavfas_EGG16605	1452	1560	484	520	1.909090909
Cavfas_EGG17271	17	477	5	159	7.114649682
Cavfas_EGG17271	499	551	166	183	1
Cavfas_EGG17271	603	655	201	218	1
Cavfas_EGG22119	0	136	0	45	1.5
Cavfas_EGG22119	259	370	86	123	1.333333333
Cavfas_EGG22119	390	528	130	176	1.5
Cavfas_EGG22119	606	658	202	219	1
Cavfas_EGG22119	695	879	231	293	1.454545455
Cavfas_EGG22119	994	1091	331	363	1.166666667
Cavfas_EGG22119	1093	1181	364	393	1.555555556
Cavfas_EGG22119	1221	1453	407	484	2.285714286
Cavfas_EGG22119	1487	1552	495	517	1.166666667
Cavfas_EGG22119	1566	1618	522	539	1
Cavfas_EGG22119	1628	1778	542	592	1
Cavfas_EGG22119	1818	1959	606	653	1.333333333
Cavfas_EGG22119	2035	2098	678	699	1.8
Cavfas_EGG22119	2141	2193	713	731	1
Cavfas_EGG22119	2216	2268	738	756	1
Cavfas_EGG22119	2271	2323	757	774	1
Cavfas_EGG22119	2365	2417	788	805	1
Cavfas_EGG22119	2427	2597	809	865	1.555555556
Cavfas_EGG22119	2604	2656	868	885	1
Cavfas_EGG22119	2820	2872	940	957	1
Cavfas_EGG22119	2909	3045	969	1015	1.4
Cavfas_EGG22119	3116	3281	1038	1093	1.916666667
Cavfas_EGG22119	3288	3783	1096	1261	1.85106383
Cavfas_EGG22119	3860	3912	1286	1304	1
Cavfas_EGG22119	3966	4074	1322	1358	1.909090909
Cavfas_EGG24134	1	503	0	167	23.15421687
Cavfas_EGG24134	515	595	171	198	1.8
Cavfas_EGG24134	597	691	199	230	1
Cavfas_EGG24134	791	843	263	281	1
Cavfas_EGG24134	937	1169	312	389	2.607142857
Cavfas_EGG24134	1175	1227	391	409	1
Cavfas_EGG24134	1251	1303	417	434	1
Cavfas_EGG24134	1320	1394	440	464	1
Cavfas_EGG24134	1437	1683	479	561	1.333333333
Cavfas_EGG24134	1809	1861	603	620	1
Cavfas_EGG24134	2007	2121	669	707	2.4
Cavfas_EGG24134	2204	2312	734	770	2
Cavfas_EGG24134	2319	2494	773	831	2.611111111
Cavfas_EGG24134	2507	3005	835	1001	2.083333333
Cavfas_EGG24134	3015	3067	1005	1022	1
Cavfas_EGG24134	3144	3279	1048	1093	1.166666667
Cavfas_EGG24134	3313	3905	1104	1301	18.69090909
