Emul_gene-EmuJ_000018800	Emul_1_1
Emul_CUT98425.1	Emul_2_1
Emul_CUT98425.1	Emul_2_2
Emul_gene-EmuJ_001202400	Emul_2_3
Emul_gene-EmuJ_001202200	Emul_2_4
Emul_gene-EmuJ_001202150	Emul_2_5
Emul_gene-EmuJ_000019100	Emul_3_1
Emul_gene-EmuJ_000012600	Emul_4_1
Emul_gene-EmuJ_000367100	Emul_5_1
Emul_gene-EmuJ_000367200	Emul_5_2
Emul_gene-EmuJ_000367300	Emul_5_3
Emul_gene-EmuJ_000289600	Emul_6_1
Emul_gene-EmuJ_000407600	Emul_7_1
Emul_gene-EmuJ_000407700	Emul_7_2
Emul_gene-EmuJ_000407900	Emul_7_3
Emul_gene-EmuJ_000408000	Emul_7_4
Emul_gene-EmuJ_000408150	Emul_7_5
Emul_gene-EmuJ_000408100	Emul_7_6
Emul_gene-EmuJ_000408200	Emul_7_7
Emul_gene-EmuJ_000013800	Emul_8_1
Emul_gene-EmuJ_000006800	Emul_9_1
Emul_gene-EmuJ_000004300	Emul_10_1
Emul_gene-EmuJ_000012500	Emul_11_1
Emul_gene-EmuJ_000038300	Emul_12_1
Emul_gene-EmuJ_000515400	Emul_13_1
Emul_gene-EmuJ_000011400	Emul_14_1
Emul_gene-EmuJ_000039100	Emul_15_1
Emul_gene-EmuJ_000274300	Emul_16_1
Emul_gene-EmuJ_000050600	Emul_17_1
Emul_CUT98426.1	Emul_18_1
Emul_gene-EmuJ_000025800	Emul_19_1
Emul_gene-EmuJ_000304400	Emul_20_1
Emul_gene-EmuJ_000304500	Emul_20_2
Emul_gene-EmuJ_000274200	Emul_21_1
Emul_gene-EmuJ_000028700	Emul_22_1
Emul_gene-EmuJ_000401700	Emul_23_1
Emul_gene-EmuJ_000015300	Emul_24_1
Emul_gene-EmuJ_000372400	Emul_25_1
Emul_CUT98427.1	Emul_25_2
Emul_gene-EmuJ_000286400	Emul_26_1
Emul_gene-EmuJ_000397200	Emul_27_1
Emul_gene-EmuJ_000397300	Emul_27_2
Emul_gene-EmuJ_000397500	Emul_27_3
Emul_CUT98428.1	Emul_27_4
Emul_CUT98428.1	Emul_27_5
Emul_CUT98428.1	Emul_27_6
Emul_CUT98428.1	Emul_27_7
Emul_gene-EmuJ_000397700	Emul_27_8
Emul_gene-EmuJ_000397800	Emul_27_9
Emul_gene-EmuJ_000397900	Emul_27_10
Emul_gene-EmuJ_000398000	Emul_27_11
Emul_gene-EmuJ_000398100	Emul_27_12
Emul_gene-EmuJ_000398200	Emul_27_13
Emul_gene-EmuJ_000398300	Emul_27_14
Emul_gene-EmuJ_001155800	Emul_28_1
Emul_gene-EmuJ_001155900	Emul_28_2
Emul_gene-EmuJ_001156000	Emul_28_3
Emul_CUT98429.1	Emul_28_4
Emul_CUT98429.1	Emul_28_5
Emul_CUT98429.1	Emul_28_6
Emul_CUT98429.1	Emul_28_7
Emul_CUT98429.1	Emul_28_8
Emul_CUT98429.1	Emul_28_9
Emul_gene-EmuJ_001156300	Emul_28_10
Emul_gene-EmuJ_001156400	Emul_28_11
Emul_gene-EmuJ_001156500	Emul_28_12
Emul_gene-EmuJ_001156600	Emul_28_13
Emul_gene-EmuJ_001156700	Emul_28_14
Emul_gene-EmuJ_001156800	Emul_28_15
Emul_gene-EmuJ_001156900	Emul_28_16
Emul_gene-EmuJ_001157000	Emul_28_17
Emul_gene-EmuJ_001157100	Emul_28_18
Emul_gene-EmuJ_001157200	Emul_28_19
Emul_gene-EmuJ_001157300	Emul_28_20
Emul_gene-EmuJ_001157400	Emul_28_21
Emul_gene-EmuJ_001157600	Emul_28_22
Emul_gene-EmuJ_001157700	Emul_28_23
Emul_gene-EmuJ_001157800	Emul_28_24
Emul_gene-EmuJ_001157900	Emul_28_25
Emul_gene-EmuJ_001158000	Emul_28_26
Emul_gene-EmuJ_001158100	Emul_28_27
Emul_gene-EmuJ_001158200	Emul_28_28
Emul_gene-EmuJ_001158300	Emul_28_29
Emul_gene-EmuJ_001158400	Emul_28_30
Emul_gene-EmuJ_001158500	Emul_28_31
Emul_gene-EmuJ_001158600	Emul_28_32
Emul_gene-EmuJ_001158700	Emul_28_33
Emul_gene-EmuJ_001158800	Emul_28_34
Emul_gene-EmuJ_001158900	Emul_28_35
Emul_gene-EmuJ_001159000	Emul_28_36
Emul_gene-EmuJ_001159100	Emul_28_37
Emul_gene-EmuJ_001159200	Emul_28_38
Emul_gene-EmuJ_001159300	Emul_28_39
Emul_gene-EmuJ_001159400	Emul_28_40
Emul_gene-EmuJ_001159500	Emul_28_41
Emul_gene-EmuJ_001159600	Emul_28_42
Emul_gene-EmuJ_001159700	Emul_28_43
Emul_gene-EmuJ_001159800	Emul_28_44
Emul_gene-EmuJ_001159900	Emul_28_45
Emul_gene-EmuJ_000196800	Emul_29_1
Emul_CUT98430.1	Emul_30_1
Emul_CUT98430.1	Emul_30_2
Emul_gene-EmuJ_000560700	Emul_30_3
Emul_gene-EmuJ_000000300	Emul_31_1
Emul_gene-EmuJ_000312800	Emul_32_1
Emul_gene-EmuJ_000408300	Emul_33_1
Emul_gene-EmuJ_000408400	Emul_33_2
Emul_gene-EmuJ_000408500	Emul_33_3
Emul_gene-EmuJ_000408600	Emul_33_4
Emul_gene-EmuJ_000578200	Emul_34_1
Emul_CUT98431.1	Emul_34_2
Emul_CUT98431.1	Emul_34_3
Emul_CUT98431.1	Emul_34_4
Emul_CUT98431.1	Emul_34_5
Emul_CUT98431.1	Emul_34_6
Emul_gene-EmuJ_000681500	Emul_35_1
Emul_gene-EmuJ_000681600	Emul_35_2
Emul_gene-EmuJ_000681700	Emul_35_3
Emul_gene-EmuJ_000681800	Emul_35_4
Emul_gene-EmuJ_000681900	Emul_35_5
Emul_gene-EmuJ_000682000	Emul_35_6
Emul_gene-EmuJ_000682100	Emul_35_7
Emul_gene-EmuJ_000682200	Emul_35_8
Emul_gene-EmuJ_000299500	Emul_36_1
Emul_gene-EmuJ_000401400	Emul_37_1
Emul_CUT98432.1	Emul_38_1
Emul_CUT98432.1	Emul_38_2
Emul_gene-EmuJ_000405100	Emul_39_1
Emul_gene-EmuJ_000299100	Emul_40_1
Emul_gene-EmuJ_000286500	Emul_41_1
Emul_gene-EmuJ_000286600	Emul_41_2
Emul_gene-EmuJ_000368400	Emul_42_1
