#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
H2B_canonical        -          Aano_EGB02157_1-106  -            1.1e-48  153.9   1.0   1.2e-48  153.8   1.0   1.0   1   0   0   1   1   1   1 -
H2B_H2B.Z            -          Aano_EGB02157_1-106  -            1.4e-43  137.6   0.8   1.5e-43  137.4   0.8   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Aano_EGB03522_1-114  -            1.3e-67  215.5   2.6   1.5e-67  215.2   2.6   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Aano_EGB03522_1-114  -            2.6e-65  207.9   1.8     3e-65  207.7   1.8   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Aano_EGB03522_1-114  -            5.6e-39  124.1   1.6   6.6e-39  123.8   1.6   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Aano_EGB03692_1-136  -            5.5e-91  291.1   4.9   6.1e-91  290.9   4.9   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Aano_EGB03692_1-136  -            7.6e-89  284.1   3.8   8.4e-89  284.0   3.8   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Aano_EGB03692_1-136  -            1.5e-64  207.9   3.5   1.7e-64  207.8   3.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB03693_2-101  -            4.5e-51  161.5   0.5   4.9e-51  161.4   0.5   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Aano_EGB03693_2-101  -            3.2e-49  155.4   0.4   3.4e-49  155.3   0.4   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Aano_EGB03693_2-101  -            2.6e-46  146.7   3.5   2.8e-46  146.6   3.5   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Aano_EGB03693_2-101  -            4.1e-44  140.3   0.5   4.8e-44  140.1   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Aano_EGB03693_2-101  -            1.4e-37  118.1   0.0   1.5e-37  118.0   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB03982_10-97  -            6.2e-49  154.5   0.1   6.7e-49  154.4   0.1   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Aano_EGB03982_10-97  -              3e-48  152.3   0.2   3.2e-48  152.2   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Aano_EGB03982_10-97  -            1.2e-46  147.8   0.8   1.2e-46  147.7   0.8   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Aano_EGB03982_10-97  -            4.9e-44  140.1   0.1   5.7e-44  139.8   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Aano_EGB03982_10-97  -            6.1e-36  112.8   0.0     7e-36  112.6   0.0   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Aano_EGB04036_1-102  -              2e-51  162.7   1.2   2.2e-51  162.6   1.2   1.0   1   0   0   1   1   1   1 -
H2B_H2B.Z            -          Aano_EGB04036_1-102  -            3.2e-46  146.1   1.0   3.6e-46  145.9   1.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB05532_1-90   -            1.4e-06   17.4   0.0   2.3e-06   16.7   0.0   1.3   1   1   0   1   1   1   1 -
H2A_H2A.W            -          Aano_EGB05532_1-90   -            5.8e-05   12.3   0.0   8.1e-05   11.9   0.0   1.2   1   0   0   1   1   1   1 -
H3_cenH3             -          Aano_EGB06405_1-98   -              9e-55  175.8   3.2   9.9e-55  175.7   3.2   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Aano_EGB06405_1-98   -            3.7e-46  145.9   1.6   4.1e-46  145.8   1.6   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Aano_EGB06405_1-98   -            2.1e-44  140.3   1.3   2.3e-44  140.2   1.3   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB08138_8-94   -            9.1e-06   14.8   0.0   9.3e-06   14.7   0.0   1.1   1   0   0   1   1   1   1 -
H2A_canonical        -          Aano_EGB08138_8-94   -            9.4e-06   14.9   0.0     1e-05   14.8   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB10091_4-102  -              4e-51  161.6   0.5   4.3e-51  161.5   0.5   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Aano_EGB10091_4-102  -            6.2e-50  157.7   0.5   6.7e-50  157.6   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Aano_EGB10091_4-102  -            1.3e-48  154.2   3.6   1.4e-48  154.1   3.6   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Aano_EGB10091_4-102  -            1.1e-44  142.2   0.6   1.2e-44  142.0   0.6   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Aano_EGB10091_4-102  -            3.9e-38  119.9   0.0   4.1e-38  119.8   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Aano_EGB12231_7-111  -            1.6e-54  173.0   0.1   1.8e-54  172.9   0.1   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Aano_EGB12231_7-111  -            3.1e-43  136.1   0.1   3.5e-43  135.9   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Aano_EGB12231_7-111  -              2e-41  130.2   0.1   2.2e-41  130.1   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Aano_EGB12231_7-111  -            4.4e-39  123.2   0.7   4.7e-39  123.1   0.7   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Aano_EGB12231_7-111  -            3.8e-35  110.8   0.1   4.5e-35  110.6   0.1   1.0   1   0   0   1   1   1   1 -
