Aano_EGB02157 1 106 Histone
Aano_EGB03228 26 103 CENP-T_C
Aano_EGB03512 24 103 CENP-T_C
Aano_EGB03522 1 114 Histone
Aano_EGB03606 1 76 Histone,CBFD_NFYB_HMF
Aano_EGB03692 1 136 Histone
Aano_EGB03693 2 101 Histone
Aano_EGB03978 22 105 CBFD_NFYB_HMF
Aano_EGB03982 10 97 Histone
Aano_EGB04036 1 102 Histone,CBFD_NFYB_HMF
Aano_EGB05532 1 90 Histone,CBFD_NFYB_HMF
Aano_EGB06405 1 98 Histone
Aano_EGB08138 8 94 Histone,CBFD_NFYB_HMF
Aano_EGB08239 1 73 CBFD_NFYB_HMF
Aano_EGB08797 1 87 CBFD_NFYB_HMF
Aano_EGB10091 4 102 Histone
Aano_EGB12231 7 111 Histone
Aano_EGB13172 1 79 CENP-T_C
Acas_ELR11270 764 844 Histone
Acas_ELR13945 43 109 Histone
Acas_ELR14213 6 105 Histone
Acas_ELR14806 32 110 CENP-T_C
Acas_ELR14904 1 74 CBFD_NFYB_HMF
Acas_ELR15773 4 50 CBFD_NFYB_HMF
Acas_ELR16498 1 88 Histone
Acas_ELR17600 15 135 Histone,CBFD_NFYB_HMF
Acas_ELR19194 43 94 Histone
Acas_ELR19361 1 139 Histone,CBFD_NFYB_HMF
Acas_ELR19918 1 134 Histone
Acas_ELR20612 32 176 Histone
Acas_ELR20748 1 88 Histone
Acas_ELR20748 80 121 Histone
Acas_ELR25487 130 227 Histone
Acoe_PIA25597.1 47 130 CBFD_NFYB_HMF
Acoe_PIA26147.1 27 103 CENP-T_C
Acoe_PIA28244.1 7 96 Histone,CBFD_NFYB_HMF
Acoe_PIA29277.1 1 127 Histone,CBFD_NFYB_HMF
Acoe_PIA29962.1 7 96 Histone,CBFD_NFYB_HMF
Acoe_PIA29968.1 6 102 Histone,CBFD_NFYB_HMF
Acoe_PIA30845.1 65 181 Histone,CBFD_NFYB_HMF
Acoe_PIA31597.1 9 113 Histone
Acoe_PIA32103.1 1 136 Histone
Acoe_PIA32366.1 1 139 Histone
Acoe_PIA32958.1 1 76 Histone
Acoe_PIA33753.1 45 132 CENP-T_C
Acoe_PIA33793.1 1 136 Histone,CBFD_NFYB_HMF
Acoe_PIA36109.1 12 107 Histone
Acoe_PIA38559.1 85 166 CBFD_NFYB_HMF
Acoe_PIA38681.1 21 104 CBFD_NFYB_HMF
Acoe_PIA38684.1 21 104 CBFD_NFYB_HMF
Acoe_PIA38711.1 1 132 Histone
Acoe_PIA38983.1 1 108 Histone
Acoe_PIA39411.1 1 103 Histone,CBFD_NFYB_HMF
Acoe_PIA39514.1 6 89 CBFD_NFYB_HMF
Acoe_PIA41554.1 1 129 Histone
Acoe_PIA43755.1 1 134 Histone
Acoe_PIA44564.1 30 113 CBFD_NFYB_HMF
Acoe_PIA44667.1 33 157 Histone
Acoe_PIA44668.1 1 130 Histone
Acoe_PIA44671.1 6 103 Histone,CBFD_NFYB_HMF
Acoe_PIA44805.1 69 181 Histone,CBFD_NFYB_HMF
Acoe_PIA47218.1 1 139 Histone
Acoe_PIA47860.1 1 98 Histone,CBFD_NFYB_HMF
Acoe_PIA48246.1 1 130 Histone
Acoe_PIA48468.1 748 892 Histone
Acoe_PIA48702.1 1 81 CBFD_NFYB_HMF
Acoe_PIA49025.1 1 135 Histone
Acoe_PIA49026.1 1 96 Histone
Acoe_PIA49071.1 1 94 Histone
Acoe_PIA49491.1 10 97 Histone,CBFD_NFYB_HMF
Acoe_PIA49783.1 26 79 Histone
Acoe_PIA50833.1 4 100 Histone,CBFD_NFYB_HMF
Acoe_PIA52035.1 147 291 Histone
Acoe_PIA53019.1 1 107 Histone,CBFD_NFYB_HMF
Acoe_PIA53216.1 1 81 CBFD_NFYB_HMF
Acoe_PIA53454.1 20 164 Histone
Acoe_PIA54901.1 65 204 Histone
Acoe_PIA54946.1 1 129 Histone
Acoe_PIA57083.1 1 136 Histone
