members	component	classification	posx	posy
Azfi_s0005.g008911_6-141	0	H2B	0.33660227060317993	-0.7187744379043579
Cgig_EKC28011_1-108	0	H2B	-0.34375694394111633	0.2371060848236084
Exapal_XP_020913119.1_100-210	0	H2B	-0.30610546469688416	0.3374122381210327
Oxytri_EJY71074_6-116	0	H2B	0.14212924242019653	0.05463428050279617
Ttra_KNC50674_1-83	0	H2B	0.2753312885761261	0.2548724412918091
Morelo_OAQ25417_143-242	0	H2B	0.131477952003479	0.09638547152280807
Morelo_OAQ25178_4-116	0	H2B	0.15577681362628937	0.1085246279835701
Ptet_CAK56928_1-111	0	H2B	0.10680639743804932	0.07530004531145096
Cneo_AAW41759_1-124	0	H2B	0.22437119483947754	0.19155892729759216
Lcom_lcpid172660_11-108	0	H2B	0.09924528002738953	-0.5641326308250427
Klenit_GAQ84028.1_8-147	0	H2B	0.2509664297103882	0.2813575863838196
Sphfal_Sphfalx04G081400.1.p_3-128	0	H2B	0.28322842717170715	-0.49987271428108215
Nvec_NVE2881_1-107	0	H2B	0.3447928726673126	-0.643338680267334
Vcar_XP_002946193.1_4-145	0	H2B	-0.03311599791049957	0.22357884049415588
Tcas_XP_008199957.2_1-108	0	H2B	-0.40011972188949585	0.24629738926887512
Pbla_XP_018286970.1_10-110	0	H2B	0.15293313562870026	0.06784458458423615
Dmel_FBpp0091113_1-108	0	H2B	-0.5245428085327148	0.2369549572467804
Rhidel_EIE83508_1-103	0	H2B	0.12238642573356628	0.09249413013458252
Amobb2_AMBB2_09283.mRNA.1_1-132	0	H2B	-0.20260347425937653	-0.06672648340463638
Acoe_PIA63698.1_1-136	0	H2B	0.3447708785533905	-0.7559534907341003
Hsap_ENSP00000479284.1_1-111	0	H2B	-0.08562412858009338	0.21196351945400238
Carmem_b12672.p1_5-122	0	H2B	0.26649507880210876	0.2833487391471863
Dmel_FBpp0091115_1-108	0	H2B	-0.5580080151557922	0.20549409091472626
Plebac_Pbla_mRNA_12611_10-110	0	H2B	0.10830159485340118	0.12116707861423492
Spur_XP_030836142.1_13-107	0	H2B	-0.08665712177753448	0.23961520195007324
Exapal_XP_020899522.1_53-166	0	H2B	-0.25533315539360046	0.3056476414203644
