Skow_XP_006825798.1	1	132	Histone	PF00125.24	1.5e-53
Skow_XP_006825798.1	156	287	Histone	PF00125.24	1.5e-53
Spur_XP_030840799.1	1	132	Histone	PF00125.24	5.7e-53
Spur_XP_030840799.1	151	282	Histone	PF00125.24	5.7e-53
Skow_XP_002738088.2	1	132	Histone	PF00125.24	1.9e-53
Skow_XP_002738088.2	181	315	Histone	PF00125.24	1.1e-50
Skow_XP_002736435.2	1	133	Histone	PF00125.24	8.5e-52
Skow_XP_002736435.2	172	304	Histone	PF00125.24	3.4e-51
Adig_XP_015747529.1	1	117	Histone	PF00125.24	3.9e-43
Adig_XP_015747529.1	122	225	Histone	PF00125.24	9e-48
Spis_XP_022792401_1	1	117	Histone	PF00125.24	4.5e-43
Spis_XP_022792401_1	122	225	Histone	PF00125.24	9.6e-48
Adig_XP_015747477.1	1	117	Histone	PF00125.24	6.1e-43
Adig_XP_015747477.1	122	225	Histone	PF00125.24	9.6e-48
Skow_XP_002737620.2	1	128	Histone	PF00125.24	1.2e-38
Skow_XP_002737620.2	189	325	Histone	PF00125.24	3.8e-44
Spur_XP_030838374.1	134	208	Histone	PF00125.24	3.3e-20
Spur_XP_030838374.1	230	361	Histone	PF00125.24	9.2e-53
Lgig_LotgiP176498	1	118	Histone	PF00125.24	2.4e-43
Lgig_LotgiP176498	120	192	Histone	PF00125.24	5.7e-34
Ctel_CapteP207719	1	129	Histone	PF00125.24	3.1e-52
Ctel_CapteP207719	137	220	Histone	PF00125.24	1.7e-22
Ctel_CapteP198870	1	129	Histone	PF00125.24	3.4e-52
Ctel_CapteP198870	137	223	Histone	PF00125.24	2.2e-22
Apla_XP_022088067.1	150	281	Histone	PF00125.24	5.2e-53
Apla_XP_022080340.1	147	278	Histone	PF00125.24	5.1e-53
Tgon_TGME49_261240-t26_1-p1-CDS1	1	132	Histone	PF00125.24	1.8e-55
Klenit_GAQ87552.1	1	135	Histone	PF00125.24	3.5e-28
Klenit_GAQ87552.1	172	305	Histone	PF00125.24	7e-27
Aurlim_73836	1	132	Histone	PF00125.24	2.5e-55
Eimten_CDJ37819	1	132	Histone	PF00125.24	2.5e-55
Schagg_84196	1	132	Histone	PF00125.24	2.7e-55
Porpur_KAA8495290.1	9	140	Histone	PF00125.24	3.3e-55
Hsap_ENSP00000352252.3	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000358160.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000366999.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000480826.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000482271.1	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000483283.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000484095.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000484638.1	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000484658.2	1	132	Histone	PF00125.24	3.5e-55
Hsap_ENSP00000484841.2	1	132	Histone	PF00125.24	3.5e-55
Honfer_GBG32446	1	132	Histone	PF00125.24	3.6e-55
Perkma_EER03781	1	132	Histone	PF00125.24	4.5e-55
Bnat_JGI_V11_50205	1	132	Histone	PF00125.24	5.6e-55
Chabra_GBG85942	1	132	Histone	PF00125.24	5.7e-55
Sphfal_Sphfalx01G178100.1.p	1	132	Histone	PF00125.24	5.9e-55
Mpus_XP_003059221.1	1	132	Histone	PF00125.24	5.9e-55
Cvar_XP_005843099.1	1	132	Histone	PF00125.24	6e-55
Marpol_PTQ30505	1	132	Histone	PF00125.24	6e-55
Maljak_MALJA_08473.mRNA.1	1	132	Histone	PF00125.24	6.3e-55
Schagg_83856	1	132	Histone	PF00125.24	6.8e-55
Otau_XP_022840891.1	1	132	Histone	PF00125.24	7.6e-55
Smoe_EFJ23416	1	132	Histone	PF00125.24	7.9e-55
Cvar_XP_005843780.1	1	132	Histone	PF00125.24	8e-55
Chrtob_KOO34945.1	1	132	Histone	PF00125.24	8.3e-55
Tpse_EED88710	1	132	Histone	PF00125.24	8.7e-55
Ptyfla_pfl_40v0_9_20150316_1g6798.t1	1	132	Histone	PF00125.24	9.2e-55
Vitbra_CEM36843.1	1	132	Histone	PF00125.24	9e-55
Cmer_CMN165CT	1	132	Histone	PF00125.24	9.4e-55
Aplker_92133	1	132	Histone	PF00125.24	1e-54
Gefoke_MALSP_18279.mRNA.1	1	132	Histone	PF00125.24	1e-54
Phatri_Phatr3_J11841.p1	1	132	Histone	PF00125.24	1.1e-54
Tpse_ACI64534	1	132	Histone	PF00125.24	1.1e-54
Crei_PNW70159	1	131	Histone	PF00125.24	1.1e-54
Vcar_XP_002946112.1	1	131	Histone	PF00125.24	1.1e-54
Gefoke_MALSP_01664.mRNA.1	1	132	Histone	PF00125.24	1.1e-54
Ancsig_Gene.67593	5	136	Histone	PF00125.24	1.2e-54
