SRX327722.61	SRX327722.61		Asfarviridae_clade_1	Asfarviridae					Viruses
SRX802982.1	SRX802982.1		Asfarviridae_clade_1	Asfarviridae					Viruses
ERX556003.45	ERX556003.45		Asfarviridae_clade_2	Asfarviridae					Viruses
SRX319064.32	SRX319064.32		Asfarviridae_clade_2	Asfarviridae					Viruses
SRX319065.14	SRX319065.14		Asfarviridae_clade_2	Asfarviridae					Viruses
SRX802963.109	SRX802963.109		Asfarviridae_clade_2	Asfarviridae					Viruses
ERX552270.16	ERX552270.16		Asfarviridae_clade_5	Asfarviridae					Viruses
ERX552244.21	ERX552244.21		Early_Phycodnaviridae_clade_1	Early_Phycodnaviridae					Viruses
ERX552277.6	ERX552277.6		Early_Phycodnaviridae_clade_1	Early_Phycodnaviridae					Viruses
ERX552279.2	ERX552279.2		Early_Phycodnaviridae_clade_1	Early_Phycodnaviridae					Viruses
ERX552288.49	ERX552288.49		Early_Phycodnaviridae_clade_1	Early_Phycodnaviridae					Viruses
ERX552302.38	ERX552302.38		Early_Phycodnaviridae_clade_1	Early_Phycodnaviridae					Viruses
ERX555967.47	ERX555967.47		Early_Phycodnaviridae_clade_12	Early_Phycodnaviridae					Viruses
ERX250271.266	ERX250271.266		Early_Phycodnaviridae_clade_13	Early_Phycodnaviridae					Viruses
SRX802202.129	SRX802202.129		Early_Phycodnaviridae_clade_2	Early_Phycodnaviridae					Viruses
ERX288947.60	ERX288947.60		Early_Phycodnaviridae_clade_3	Early_Phycodnaviridae					Viruses
SRX802073.108	SRX802073.108		Early_Phycodnaviridae_clade_4	Early_Phycodnaviridae					Viruses
ERX552258.48	ERX552258.48		Early_Phycodnaviridae_clade_5	Early_Phycodnaviridae					Viruses
ERX552277.13	ERX552277.13		Early_Phycodnaviridae_clade_5	Early_Phycodnaviridae					Viruses
ERX552302.24	ERX552302.24		Early_Phycodnaviridae_clade_5	Early_Phycodnaviridae					Viruses
ERX555984.23	ERX555984.23		Early_Phycodnaviridae_clade_5	Early_Phycodnaviridae					Viruses
SRX803008.74	SRX803008.74		Early_Phycodnaviridae_clade_5	Early_Phycodnaviridae					Viruses
ERX552244.11	ERX552244.11		Early_Phycodnaviridae_clade_6	Early_Phycodnaviridae					Viruses
ERX682739.15	ERX682739.15		Early_Phycodnaviridae_clade_7	Early_Phycodnaviridae					Viruses
ERX552299.29	ERX552299.29		Early_Phycodnaviridae_clade_8	Early_Phycodnaviridae					Viruses
ERX552261.5	ERX552261.5		Iridivoridae_clade_1	Iridivoridae					Viruses
ERX552261.56	ERX552261.56		Iridivoridae_clade_1	Iridivoridae					Viruses
ERX552270.117	ERX552270.117		Iridivoridae_clade_1	Iridivoridae					Viruses
ERX552270.122	ERX552270.122		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX331703.30	SRX331703.30		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX331950.29	SRX331950.29		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802076.27	SRX802076.27		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802077.164	SRX802077.164		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802143.125	SRX802143.125		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802189.61	SRX802189.61		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802202.32	SRX802202.32		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802202.41	SRX802202.41		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX802963.105	SRX802963.105		Iridivoridae_clade_1	Iridivoridae					Viruses
SRX803008.97	SRX803008.97		Iridivoridae_clade_1	Iridivoridae					Viruses
ERX943717.62	ERX943717.62		Iridivoridae_clade_2	Iridivoridae					Viruses
ERX943721.61	ERX943721.61		Iridivoridae_clade_2	Iridivoridae					Viruses
ERX1114176.37	ERX1114176.37		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX289004.48	ERX289004.48		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552252.26	ERX552252.26		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552252.57	ERX552252.57		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552252.6	ERX552252.6		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552253.44	ERX552253.44		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552274.25	ERX552274.25		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552274.7	ERX552274.7		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552280.25	ERX552280.25		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552283.11	ERX552283.11		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552283.12	ERX552283.12		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552283.13	ERX552283.13		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552295.44	ERX552295.44		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552309.9	ERX552309.9		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552326.9	ERX552326.9		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552333.20	ERX552333.20		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552336.20	ERX552336.20		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552336.34	ERX552336.34		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552348.26	ERX552348.26		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX552357.22	ERX552357.22		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555907.107	ERX555907.107		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555907.43	ERX555907.43		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555907.98	ERX555907.98		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555913.35	ERX555913.35		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555927.8	ERX555927.8		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555958.13	ERX555958.13		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555958.18	ERX555958.18		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555961.17	ERX555961.17		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555961.3	ERX555961.3		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555967.111	ERX555967.111		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555976.56	ERX555976.56		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555976.71	ERX555976.71		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555978.25	ERX555978.25		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555984.3	ERX555984.3		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555987.14	ERX555987.14		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX555987.30	ERX555987.30		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556003.46	ERX556003.46		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556003.9	ERX556003.9		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556023.2	ERX556023.2		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556034.38	ERX556034.38		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556034.40	ERX556034.40		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556035.15	ERX556035.15		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556037.11	ERX556037.11		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556037.7	ERX556037.7		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556040.45	ERX556040.45		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556040.51	ERX556040.51		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556059.2	ERX556059.2		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556059.7	ERX556059.7		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556075.42	ERX556075.42		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556091.18	ERX556091.18		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
ERX556091.9	ERX556091.9		Late_Phycodnaviridae_clade_1	Late_Phycodnaviridae					Viruses
