gene	orthogroup	orthologous_to
Cfra_CFRG4840T1	LinkerHistone.HG1.0:H1-10	H1-10
Mlei_ML0022_g41_t1	LinkerHistone.HG1.0:H1-10	H1-10
Nvec_NVE20622	LinkerHistone.HG1.0:H1-10	H1-10
Tcas_XP_008192549.1	LinkerHistone.HG1.0:H1-10	H1-10
Notgen_g27110.t1	LinkerHistone.HG1.0:H1-10	H1-10
Diprot_Gene.2154	LinkerHistone.HG1.0:H1-10	H1-10
Smoe_EFJ20484	LinkerHistone.HG1.0:H1-10	H1-10
Exapal_XP_020899332.1	LinkerHistone.HG1.0:H1-10	H1-10
Smoe_EFJ14038	LinkerHistone.HG1.0:H1-10	H1-10
Exapal_XP_028516074.1	LinkerHistone.HG1.0:H1-10	H1-10
Exapal_XP_020894684.1	LinkerHistone.HG1.0:H1-10	H1-10
Spis_XP_022785844_1	LinkerHistone.HG1.0:H1-10	H1-10
Spis_XP_022797560_1	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx19G038300.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Aque_Aqu2.1.39631_001	LinkerHistone.HG1.0:H1-10	H1-10
Ppat_PAC_32930975.CDS.1	LinkerHistone.HG1.0:H1-10	H1-10
Adig_XP_015754925.1	LinkerHistone.HG1.0:H1-10	H1-10
Cowc_KJE89878	LinkerHistone.HG1.0:H1-10	H1-10
Ppat_PAC_32942819.CDS.1	LinkerHistone.HG1.0:H1-10	H1-10
Spis_XP_022798608_1	LinkerHistone.HG1.0:H1-10	H1-10
Drer_ENSDARP00000070677.3	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx02G086900.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Ppat_PAC_32938382.CDS.1	LinkerHistone.HG1.0:H1-10	H1-10
Hsap_ENSP00000329662.4	LinkerHistone.HG1.0:H1-10	H1-10
Smoe_EFJ13030	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx05G043900.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Smoe_EFJ28547	LinkerHistone.HG1.0:H1-10	H1-10
Marpol_PTQ48993	LinkerHistone.HG1.0:H1-10	H1-10
Gefoke_MALSP_08268.mRNA.1	LinkerHistone.HG1.0:H1-10	H1-10
Nvec_NVE4301	LinkerHistone.HG1.0:H1-10	H1-10
Lcom_lcpid176897	LinkerHistone.HG1.0:H1-10	H1-10
Ppat_PAC_32918193.CDS.1	LinkerHistone.HG1.0:H1-10	H1-10
Adig_XP_015753988.1	LinkerHistone.HG1.0:H1-10	H1-10
Adig_XP_015760088.1	LinkerHistone.HG1.0:H1-10	H1-10
Nvec_NVE15465	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx19G093300.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Gpro_KXS17671	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx06G072600.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Marpol_PTQ32223	LinkerHistone.HG1.0:H1-10	H1-10
Diprot_Gene.11283	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx01G099500.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Sphfal_Sphfalx02G024400.1.p	LinkerHistone.HG1.0:H1-10	H1-10
Ppat_PAC_32909784.CDS.1	LinkerHistone.HG1.0:H1-10	H1-10
Marpol_PTQ35141	LinkerHistone.HG1.0:H1-10	H1-10
Sarc_Sarc4_g29345T	LinkerHistone.HG1.0:H1-10	H1-10
Ngru_EFC38260	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Acas_ELR12653	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Amobb2_AMBB2_01218.mRNA.1	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Acas_ELR13465	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Amobb2_AMBB2_00854.mRNA.1	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Aplker_102241	LinkerHistone.HG1.1:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20	NA
Drer_ENSDARP00000144733.1	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER05041	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER13081	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER14848	LinkerHistone.HG1.2:SHPRH	SHPRH
Mbre_EDQ90890	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER15904	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER15909	LinkerHistone.HG1.2:SHPRH	SHPRH
Lcom_lcpid188856	LinkerHistone.HG1.2:SHPRH	SHPRH
Gefoke_MALSP_17130.mRNA.1	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER07735	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER13883	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER16779	LinkerHistone.HG1.2:SHPRH	SHPRH
Bnat_JGI_V11_87300	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EEQ98442	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER01175	LinkerHistone.HG1.2:SHPRH	SHPRH
Sros_EGD80855	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER02234	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER08793	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER03032	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER06503	LinkerHistone.HG1.2:SHPRH	SHPRH
Perkma_EER19810	LinkerHistone.HG1.2:SHPRH	SHPRH
Hsap_ENSP00000486723.1	LinkerHistone.HG1.2:SHPRH	SHPRH
Apla_XP_022092147.1	LinkerHistone.HG1.2:SHPRH	SHPRH
Drer_ENSDARP00000155027.1	LinkerHistone.HG1.2:SHPRH	SHPRH
Schagg_105077	LinkerHistone.HG1.2:SHPRH	SHPRH
Scer_YPL127C	LinkerHistone.HG1.3:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	NA
Rigram_Gene.28284	LinkerHistone.HG1.3:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	NA
Sphfal_Sphfalx06G106700.1.p	LinkerHistone.HG1.3:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6:likeclu:16/20	NA
