i	j	weight
ATG27	FACT-Spt16_Nlob	1
ATG27	Peptidase_M24	2
ATG27	Rtt106	2
ATG27	SPT16	2
Abhydro_lipase	FACT-Spt16_Nlob	1
Abhydro_lipase	Peptidase_M24	1
Abhydro_lipase	Rtt106	1
Abhydro_lipase	SPT16	1
Ank_2	FACT-Spt16_Nlob	1
Ank_2	Peptidase_M24	1
Ank_2	Rtt106	1
Ank_2	SPT16	1
BTB	SPT16	1
Es2	FACT-Spt16_Nlob	1
Es2	Peptidase_M24	1
Es2	Rtt106	1
Es2	SPT16	1
Es2	Solute_trans_a	1
FACT-Spt16_Nlob	Peptidase_M24	145
FACT-Spt16_Nlob	Rtt106	140
FACT-Spt16_Nlob	SPT16	145
FACT-Spt16_Nlob	Solute_trans_a	1
Pacifastin_I	SPT16	2
Pacifastin_I	TILa	2
Peptidase_M24	Rtt106	154
Peptidase_M24	SPT16	161
Peptidase_M24	Solute_trans_a	1
Rtt106	Rtt106	1
Rtt106	SPT16	166
Rtt106	Solute_trans_a	1
SPT16	SPT16	9
SPT16	Solute_trans_a	1
SPT16	TILa	2
