gene	orthogroup	orthologous_to	family	architecture
Bralan_BL20398_evm1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd NHL DUF5128
Spur_XP_030838694.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Tcas_XP_008195092.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Linana_g10960.t1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Skow_XP_006822792.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Cscu_XP_023215973.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Lpol_XP_013776014.2	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Hsap_ENSP00000351894.2	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Drer_ENSDARP00000096057.4	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Lgig_LotgiP234686	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Phoaus_g13512.t1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Ptyfla_pfl_40v0_9_20150316_1g33508.t1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Apla_XP_022087985.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Lpol_XP_022257455.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Cint_ENSCINP00000035407.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Notgen_g3919.t1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Helrob_HelroP163970	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Lpol_XP_013786660.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Lpol_XP_022257147.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Bralan_BL28524_evm0	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	DED Nucleic_acid_bd NHL NHL
Spis_XP_022781542_1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Ocar_g5236.t1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Bralan_BL97465_cuf2	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	DED Nucleic_acid_bd
Nvec_NVE4120	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Bralan_BL49704_cuf2	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Bralan_BL01230_evm0	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	DED Nucleic_acid_bd
Bralan_BL18486_cuf1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Bralan_BL26767_evm0	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd NHL
Adig_XP_015770516.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
Nvec_NVE13145	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	DED Nucleic_acid_bd Ank_2 Ank_2 Ank_2
Exapal_XP_020902197.1	NCOA6.HG1.0:NCOA6	NCOA6	NCOA6	Nucleic_acid_bd
