gene	orthogroup	orthologous_to	family	architecture
Gthe_EKX30993	Chromo.HG4.0:like:AC006064.6/CHD1/CHD2/CHD3/CHD4/CHD5:likeclu:1/2		Chromo	SAWADEE Chromo SNF2_N SNF2_N DUF1087
Cvar_XP_005844937.1	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	SAWADEE PHD
Marpol_PTQ36040	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Mgut_XP_012842079.1	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Atri_ERN19226	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Acoe_PIA35606.1	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Ppat_Pp3c24_6860V3.1	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Atha_AT4G25330.1	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Sacu_v1.1_s0074.g017272	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Sphfal_Sphfalx09G056000.1.p	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Acoe_PIA35607.1	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Sbic_EES18152	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Bdis_KQK06528	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Azfi_s0007.g010877	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Marpol_PTQ35320	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Marpol_PTQ41611	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Marpol_PTQ44243	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Marpol_PTQ41857	SAWADEE.HG1.0:NA		SAWADEE	SAWADEE
Chabra_GBG86244	SAWADEE.HG1.1:NA		SAWADEE	RVT_1 SAWADEE
Smoe_EFJ28397	SAWADEE.HG1.1:NA		SAWADEE	SAWADEE SNF2_N Helicase_C
Marpol_PTQ45594	SAWADEE.HG1.1:NA		SAWADEE	SAWADEE SNF2_N Helicase_C
Ppat_Pp3c25_10710V3.1	SAWADEE.HG1.1:NA		SAWADEE	SAWADEE SNF2_N Helicase_C
Sphfal_Sphfalx18G013700.1.p	SAWADEE.HG1.1:NA		SAWADEE	SAWADEE SNF2_N Helicase_C
Chabra_GBG78811	SAWADEE.HG1.1:NA		SAWADEE	Integrase_H2C2 SAWADEE
Gthe_EKX30993	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE Chromo SNF2_N SNF2_N DUF1087
Marpol_PTQ48126	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Sacu_v1.1_s0039.g012111	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Acoe_PIA42755.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Mgut_XP_012847066.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Atri_ERM94775	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Azfi_s0392.g067789	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Ppat_Pp3c20_17640V3.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Sbic_KXG28078	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Cvar_XP_005844937.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE PHD
Klenit_GAQ80770.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Sbic_EER98781	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Mgut_XP_012858022.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Mgut_XP_012847944.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Azfi_s0001.g000230	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Acoe_PIA42756.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Mgut_XP_012847065.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Smoe_EFJ27928	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Mgut_XP_012856460.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Sphfal_Sphfalx19G021800.1.p	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Azfi_s0001.g000126	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Acoe_PIA31167.1	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Smoe_EFJ31001	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE CDC14
Chabra_GBG71164	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
Sacu_v1.1_s0035.g011328	SAWADEE.HG1.2:NA		SAWADEE	SAWADEE
