gene	orthogroup	orthologous_to	family	architecture
Hydvul_Sc4wPfr_2313.g10581.t1	Histone.HG1.15:like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX:likeclu:17		Histone	Linker_histone Histone Histone_H2A_C
Cgig_EKC28009	Histone.HG2.5:H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	islike:H3-2/H3-3B/H3-4/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15	Histone	Linker_histone Histone
Nvec_NVE24023	Histone.HG3.5:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	islike:H2BE1/H2BW1/H2BW2	Histone	Linker_histone Histone
Cfra_CFRG4840T1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Mlei_ML0022_g41_t1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Nvec_NVE20622	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Tcas_XP_008192549.1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Notgen_g27110.t1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Diprot_Gene.2154	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Smoe_EFJ20484	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Exapal_XP_020899332.1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Smoe_EFJ14038	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Exapal_XP_028516074.1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
Exapal_XP_020894684.1	LinkerHistone.HG1.0:H1-10	H1-10	LinkerHistone	Linker_histone
