gene	orthogroup	orthologous_to	family	architecture
Ocar_g9742.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Hsap_ENSP00000276893.5	PHD.HG14.1:UHRF1/UHRF2	UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Exapal_XP_020913852.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Exapal_XP_020913853.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Ptyfla_pfl_40v0_9_20150316_1g13823.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	TTD PHD
Clyhem_TCONS_00037055-protein	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Tcas_XP_015840551.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Phoaus_g6964.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Nvec_NVE24705	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	TTD PHD SAD_SRA
Tetwil_Twilhelma_g7167.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Emue_0011g1054a	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4_2
Cint_ENSCINP00000033311.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4_3
Lcom_lcpid24050	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Lpol_XP_022254512.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Drer_ENSDARP00000135054.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Skow_XP_002740994.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Spis_XP_022806096_1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Hsap_ENSP00000478171.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1	PHD	ubiquitin TTD PHD SAD_SRA
Mlei_ML4343_g8_t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Bralan_BL14559_evm8	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	TTD PHD SAD_SRA
Ctel_CapteP221977	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Cscu_XP_023230679.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Apla_XP_022087295.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Linana_g3815.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD TTD PHD SAD_SRA
Scil_scpid37947	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Lpol_XP_013789872.2	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
Hydvul_Sc4wPfr_250.g16022.t1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD
Tcas_XP_015840552.1	PHD.HG14.1:UHRF1/UHRF2	UHRF1/UHRF2	PHD	ubiquitin TTD PHD SAD_SRA
