i	j	weight
Abhydrolase_1	NAP	1
Ank_2	Ank_4	1
Ank_2	NAP	1
Ank_4	NAP	1
B3_4	B5	1
B3_4	NAP	1
B3_4	PhetRS_B1	1
B3_4	tRNA_synthFbeta	1
B5	NAP	1
B5	PhetRS_B1	1
B5	tRNA_synthFbeta	1
BTHB	NAP	3
GHMP_kinases_C	NAP	1
HATPase_c	HSP90	1
HATPase_c	NAP	1
HSP90	NAP	1
Histone	Histone_H2A_C	1
Histone	Ig_3	1
Histone	MOZ_SAS	1
Histone	Macro	1
Histone	NAP	1
Histone	zf-MYST	1
Histone_H2A_C	Ig_3	1
Histone_H2A_C	MOZ_SAS	1
Histone_H2A_C	Macro	1
Histone_H2A_C	NAP	1
Histone_H2A_C	zf-MYST	1
IQ	NAP	1
Ig_3	MOZ_SAS	1
Ig_3	Macro	1
Ig_3	NAP	1
Ig_3	zf-MYST	1
Integrase_H2C2	NAP	3
Integrase_H2C2	RT_RNaseH	2
Integrase_H2C2	RT_RNaseH_2	1
Integrase_H2C2	rve	1
MOZ_SAS	Macro	1
MOZ_SAS	NAP	1
MOZ_SAS	zf-MYST	1
Macro	NAP	1
Macro	zf-MYST	1
NAP	NAP	514
NAP	PhetRS_B1	1
NAP	RT_RNaseH	2
NAP	RT_RNaseH_2	1
NAP	TGT	1
NAP	TTL	1
NAP	rve	1
NAP	tRNA_synthFbeta	1
NAP	zf-MYST	1
PhetRS_B1	tRNA_synthFbeta	1
RT_RNaseH	rve	1
