gene	orthogroup	orthologous_to	family	architecture
Aque_Aqu2.1.23395_001	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Aplker_59644	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Sacu_v1.1_s0024.g009069	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Cvar_XP_005850036.1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	Homeodomain CAF1A
Mcir_OAD08059	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Oxytri_EJY64274	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Umay_KIS71785	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Pinf_PITG_12428T0	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Rhidel_EIE78458	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Cmer_CMK062CT	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Gpro_KXS18764	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Maljak_MALJA_01449.mRNA.1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Masbal_CACRSC010000003.1.p161	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Cvel_26041.t1-p1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Rigram_Gene.16497	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Amobb2_AMBB2_00789.mRNA.1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Tmel_CAZ86289	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Ccin_EAU88053	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Amac_KNE66748	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Ulvmut_UM098_00611	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Acoe_PIA29635.1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Cang_ORZ36876	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Jaklib_JAKLI_16535.mRNA.1	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Plabra_CEP00857	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Smoe_EFJ34553	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Tpse_EED96522	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
Cneo_AAW42090	CAF1A.HG1.0:CHAF1A	CHAF1A	CAF1A	CAF1A
