gene	orthogroup	orthologous_to	family	architecture
Bodsal_CUG90450.1	Bromodomain.HG2.3:BRD7/BRD9	islike:BRD7/BRD9	Bromodomain	Bromodomain Bromodomain Bromodomain
Strcul_EPY19260	Bromodomain.HG2.5:BRD1/BRPF1/BRPF3	BRD1/BRPF1/BRPF3	Bromodomain	Bromodomain Bromodomain MRG
Bodsal_CUG90450.1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Bromodomain Bromodomain Bromodomain
Maljak_MALJA_18195.mRNA.1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Tudor-knot MRG MRG
Malcal_MALCA_10154.mRNA.1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Tudor-knot MRG
Strcul_EPY19260	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Bromodomain Bromodomain MRG
Carmem_b1214.p1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	MRG
Retfil_ETO22700	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Tudor-knot MRG
Carmem_3293.p1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	MRG
Andgod_ANDGO_02330.mRNA.1	MRG.HG1.0:like:MORF4L1/MORF4L2/MSL3:likeclu:1		MRG	Tudor-knot MRG
Plamic_ANCSI_00744.mRNA.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	MRG	MRG
Pygbif_GCRY01005271.1.p1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	islike:MSL3	MRG	MRG
Ctel_CapteP223835	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MSL3	MRG	MRG
Notgen_g3880.t1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Ppat_PAC_32959114.CDS.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	islike:MSL3	MRG	Tudor-knot MRG
Dpul_EFX86651	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MSL3	MRG	Tudor-knot MRG
Smoe_EFJ35738	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	islike:MSL3	MRG	Glyco_hydro_28 MRG
Umay_KIS68155	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Tmel_CAZ84135	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Ncra_EAA34392	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	MRG
Mgut_XP_012838734.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	islike:MSL3	MRG	MRG
Phoaus_g6061.t1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MSL3	MRG	Tudor-knot MRG
Apla_XP_022080871.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MSL3	MRG	Tudor-knot MRG
Pbla_XP_018293517.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Diprot_Gene.25511	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MSL3	MRG	MRG
Umbram_233819	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Jaklib_JAKLI_17411.mRNA.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	islike:MORF4L1/MORF4L2/MSL3	MRG	MRG
Apla_XP_022104703.1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Gpro_KXS11602	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	Tudor-knot MRG
Mbre_EDQ91896	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2	MRG	MRG
