gene	orthogroup	orthologous_to	family	architecture
Dpul_EFX66522	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	ADD_DNMT3
Aque_Aqu2.1.33721_001	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Drer_ENSDARP00000108732.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	islike:DNMT3B	ADD_DNMT3	CH PWWP ADD_DNMT3 DNA_methylase
Spur_XP_030840513.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Drer_ENSDARP00000053417.5	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3B	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Ptyfla_pfl_40v0_9_20150316_1g23379.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	ADD_DNMT3
Cscu_XP_023228282.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Tetwil_Twilhelma_g23670.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Skow_XP_006815704.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3
Ctel_CapteP188129	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	ADD_DNMT3
Drer_ENSDARP00000153670.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	islike:DNMT3B	ADD_DNMT3	CH ADD_DNMT3 DNA_methylase
Morvir_scaffold319.g5.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Hydvul_Sc4wPfr_654.g18226.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 Aminotran_1_2
Drer_ENSDARP00000074994.6	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	islike:DNMT3B	ADD_DNMT3	CH ADD_DNMT3 DNA_methylase
Spur_XP_030840514.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Drer_ENSDARP00000091093.4	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Auraur_scaffold226.g17.t4	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Drer_ENSDARP00000154308.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3B	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Lpol_XP_022246326.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Tetwil_Twilhelma_g23670.t2	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Phoaus_g13312.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	GPS 7tm_2 PWWP ADD_DNMT3 DNA_methylase
Lgig_LotgiP232712	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3
Apla_XP_022092555.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Nvec_NVE10197	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Lpol_XP_022254418.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Drer_ENSDARP00000046888.6	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	islike:DNMT3B	ADD_DNMT3	ADD_DNMT3 DNA_methylase
Spis_XP_022794499_1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Hsap_ENSP00000328547.2	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3B	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Cscu_XP_023235669.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Phoaus_g20227.t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	ADD_DNMT3
Scil_scpid40457	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Lcom_lcpid28784	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Hsap_ENSP00000270172.3	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3L	ADD_DNMT3	ADD_DNMT3
Mlei_ML3588_g1_t1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
Apla_XP_022092551.1	ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	PWWP ADD_DNMT3 DNA_methylase
