gene	orthogroup	orthologous_to	family	architecture
Aplker_99154	Bromodomain.HG4.0:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8		Bromodomain	Bromodomain SET zf-CW
Cocsub_XP_005649547.1	Bromodomain.HG6.0:TAF1/TAF1L	TAF1/TAF1L	Bromodomain	TBP-binding DUF3591 zf-CCHC_6 Bromodomain zf-CW
Ehux_EOD21407	Chromo.HG1.34:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46		Chromo	zf-CW Chromo
Smoe_EFJ29853	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	zf-CW Chromo
Caulen_g2845.t1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	zf-CW PWWP Chromo
Plabra_CEP01278	Chromo.HG5.2:like:CHD6/CHD7/CHD8/CHD9:likeclu:6		Chromo	zf-CW Chromo SNF2_N Helicase_C
Rigram_Gene.30408	CupinJmjC.HG6.3:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4		CupinJmjC	JmjC zf-CW
Diprot_Gene.24974	CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	JmjN JmjC zf-CW
Gonavo_comp40205_c0_seq1_6_ORF18_539	CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	JmjN JmjC zf-CW zf-CW
Vitbra_CEM38392.1	Hist_deacetyl.HG2.7:like:HDAC1/HDAC2/HDAC3:likeclu:8/14		Hist_deacetyl	zf-CW Hist_deacetyl
Vitbra_CEM01677.1	PHD.HG2.10:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19		PHD	PHD_2 zf-HC5HC2H_2 zf-CW
Caulen_g1567.t1	PHD.HG3.14:like:PHF12/PHF21A/PHF21B:likeclu:12/15		PHD	PHD zf-CW
