gene	orthogroup	orthologous_to	family	architecture
Drer_ENSDARP00000135816.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1	MBT	MBT MBT RBR RBR SLED SAM_1
Emul_CDS42087.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT SLED
Exapal_XP_020915016.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SLED SAM_1
Morvir_scaffold21.g96.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	HMG_box MBT MBT SLED SAM_1
Ctel_CapteP148410	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Clyhem_TCONS_00034843-protein	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	islike:L3MBTL2/MBTD1/SFMBT1/SFMBT2	MBT	MBT MBT MBT SLED SAM_1
Spur_XP_030850317.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Spis_XP_022796962_1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Helrob_HelroP66618	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Skow_XP_006811735.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Scil_scpid40985	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT MBT SLED SAM_1
Bralan_BL23879_cuf7	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED
Ctel_CapteP120304	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Adig_XP_015751171.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SLED SAM_1
Exapal_XP_020912288.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Lpol_XP_013794742.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Nvec_NVE8986	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Hsap_ENSP00000318094.7	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1	MBT	MBT MBT RBR SLED SAM_1
Hsap_ENSP00000355109.4	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Ptyfla_pfl_40v0_9_20150316_1g22287.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT SLED SAM_1
Cscu_XP_023221648.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED
Apla_XP_022081927.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Hduj_OQV21108.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT SLED
Adig_XP_015756083.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT SLED
Adig_XP_015751169.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SLED SAM_1
Scil_scpid40697	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT MBT SLED SAM_1
Notgen_g16582.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Phoaus_g5105.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	eRF1_2 MBT MBT SLED SAM_1
Scil_scpid41679	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT MBT SLED SAM_1
Lcom_lcpid76155	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Auraur_scaffold310.g3.t2	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Notgen_g5116.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Exapal_XP_028515490.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	islike:L3MBTL2/MBTD1/SFMBT1/SFMBT2	MBT	MBT MBT MBT SLED SAM_1
Dpul_EFX76808	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Bralan_BL04550_cuf21	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED
Nvec_NVE2731	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	islike:L3MBTL2/MBTD1/SFMBT1/SFMBT2	MBT	MBT MBT MBT SLED
Cgig_EKC41694	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SLED SAM_1
Hydvul_Sc4wPfr_582.g7498.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	HMG_box MBT MBT SLED SAM_1
Lcom_lcpid11952	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT MBT SLED SAM_1
Scil_scpid23244	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT MBT SLED SAM_1
Drer_ENSDARP00000143791.2	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Cgig_EKC24670	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
Adig_XP_015752853.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	islike:L3MBTL2/MBTD1/SFMBT1/SFMBT2	MBT	MBT MBT MBT SLED SAM_1
Morvir_scaffold251.g10.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SLED SAM_1
