gene	orthogroup	orthologous_to	family	architecture
Sros_EGD76844	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH PHD
Nutlon_comp15207_c0_seq2.p1	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH
Ttra_KNC50237	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH PHD
Falb_KCV72421	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH PHD
Ancsig_Gene.50711	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	
Fabtro_Gene.13927	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH
Marpol_PTQ37058	BAH.HG1.0:like:ASH1L:likeclu:2		BAH	BAH
Marpol_PTQ27880	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Ptet_CAK65596	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Ptet_CAK87787	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK88150	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	PHD
Ptet_CAK69658	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	PHD
Ptet_CAK57314	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK94210	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK70661	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK72084	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK78817	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	PHD
Ptet_CAK84070	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Ptet_CAK63928	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Oxytri_EJY83903	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Cowc_KJE91282	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK61905	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Phakir_PHAKIR_02557.mRNA.1	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH DNA_pol_B_exo1
Oxytri_EJY79539	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK62799	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Tthe_EAR90105	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH PHD
Ptet_CAK84549	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Ptet_CAK63123	BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11		BAH	BAH
Sphfal_Sphfalx15G049100.1.p	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Cgig_EKC31816	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Spur_XP_030832471.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Helrob_HelroP190066	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH
Tcas_XP_008201730.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Ctel_CapteP176480	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Drer_ENSDARP00000052914.6	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Apla_XP_022105810.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Bralan_BL06098_cuf13	BAH.HG1.2:ASH1L	ASH1L	BAH	Bromodomain BAH
Tcas_XP_008201731.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Ptyfla_pfl_40v0_9_20150316_1g5965.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Dpul_EFX90460	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET PHD BAH
Notgen_g14626.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Lpol_XP_013779563.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Lgig_LotgiP143999	BAH.HG1.2:ASH1L	ASH1L	BAH	SET Bromodomain BAH
Linana_g1428.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Spur_XP_030832467.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Notgen_g13215.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Phoaus_g4680.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Dmel_FBpp0297151	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET BAH
Skow_XP_006814029.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Hsap_ENSP00000357330.3	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Marpol_PTQ37981	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Acoe_PIA40408.1	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH
Sphfal_Sphfalx11G061800.1.p	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Azfi_s0276.g061462	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Sacu_v1.1_s0078.g017727	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Smoe_EFJ29031	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Mgut_XP_012831189.1	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Atri_ERM99560	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Sacu_v1.1_s0081.g018052	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Smoe_EFJ17572	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Acoe_PIA40409.1	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Azfi_s0100.g044240	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Atha_AT3G48060.2	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Mgut_XP_012846281.1	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Marpol_PTQ37973	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Atha_AT3G48050.1	BAH.HG1.2:ASH1L	ASH1L	BAH	BAH Med26
Caulen_g4694.t1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Atha_AT4G04260.2	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Mgut_XP_012848611.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx17G036000.2.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Mgut_XP_012841474.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c12_7090V3.2	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Azfi_s0074.g037333	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c13_4610V3.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Cocsub_XP_005642710.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mgut_XP_012837079.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sbic_EER96695	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Atri_ERM95501	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Smoe_EFJ05369	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Azfi_s0082.g038670	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Bdis_PNT68113	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Marpol_PTQ40278	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c1_31190V3.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx15G035800.4.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sacu_v1.1_s0029.g010228	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Atri_ERN01253	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Acoe_PIA50568.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mgut_XP_012831000.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Klenit_GAQ84336.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Sphfal_Sphfalx01G107800.1.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Atha_AT4G39100.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Bdis_KQK20524	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c6_15430V3.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mgut_XP_012841970.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c2_7400V3.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mpus_XP_003054763.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx15G035800.3.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Bdis_KQJ90120	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mgut_XP_012841476.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Klenit_GAQ85377.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx08G058400.1.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sacu_v1.1_s0073.g017027	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx03G061900.2.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Cvar_XP_005844392.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Sbic_OQU88587	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sacu_v1.1_s0041.g012510	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Marpol_PTQ41318	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Smoe_EFJ16306	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx17G036000.1.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c4_21200V3.3	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Klenit_GAQ78729.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Ppat_Pp3c9_19210V3.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Marpol_PTQ40277	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx15G035800.2.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH
Azfi_s0004.g008435	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Chabra_GBG76489	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sbic_KXG25172	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx15G035800.1.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Bdis_KQK12668	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sacu_v1.1_s0156.g023635	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Sphfal_Sphfalx03G061900.1.p	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Otau_XP_003078459.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Atha_AT4G22140.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Acoe_PIA36806.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Caulen_g2670.t1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Crei_PNW71760	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Vcar_XP_002952427.1	BAH.HG1.3:like:ASH1L:likeclu:2		BAH	BAH PHD
Mlei_ML0173_g11_t1	BAH.HG1.4:like:PBRM1:likeclu:6		BAH	Bromodomain Bromodomain Bromodomain
Mbre_EDQ87772	BAH.HG1.4:like:PBRM1:likeclu:6		BAH	BAH ORC2
Masbal_CACRSC010000134.1.p24	BAH.HG1.4:like:PBRM1:likeclu:6		BAH	BAH MBD
Ulvmut_UM001_03761	BAH.HG1.4:like:PBRM1:likeclu:6		BAH	BAH
Rall_EPZ34959	BAH.HG1.4:like:PBRM1:likeclu:6		BAH	Bromodomain CLTH
Ptyfla_pfl_40v0_9_20150316_1g29133.t1	BAH.HG1.5:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	
Bdis_KQK04528	BAH.HG1.5:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	BAH TFIIS_M
Klenit_GAQ80345.1	BAH.HG1.5:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	BAH TFIIS_M
Acoe_PIA26580.1	BAH.HG1.5:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	BAH TFIIS_M
