gene	orthogroup	orthologous_to	family	architecture
Aplker_60743	CupinJmjC.HG1.21:TYW5	TYW5	CupinJmjC	TYW3 Kelch_4 Kelch_4 Kelch_5 Met_10 Cupin_8
Manpla_Gene.17158	Kelch.HG0.0:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_1 Kelch_3 Kelch_4 Kelch_4 BTB
Plabra_CEP02222	Kelch.HG0.0:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_1 Kelch_5 Kelch_4 Kelch_3
Meteor_CRO19MET_NODE_7597.p1	Kelch.HG0.0:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_1 Kelch_4
Cscu_XP_023235241.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	
Ppat_Pp3c12_16110V3.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Acoe_PIA39206.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Atri_ERN13146	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Chabra_GBG80045	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3 DUF659 Kelch_4
Jaklib_JAKLI_09271.mRNA.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_4 Kelch_1
Sbic_KXG37190	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3 Kelch_4
Bnat_JGI_V11_22482	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_3 Kelch_3 Kelch_3
Ppat_Pp3c12_16113V3.5	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Ptyfla_pfl_40v0_9_20150316_1g11065.t1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_3 Kelch_3
Marpol_PTQ38306	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Carmem_4768.p1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	RhoGEF Kelch_1 Kelch_4
Bdis_KQK12275	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3 Kelch_3
Sphfal_Sphfalx19G014300.1.p	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3
Meteor_CRO19MET_NODE_11.p1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3 Kelch_3 Kelch_4 Kelch_2 Kelch_5 TPR_12 TPR_12
Skow_XP_006819625.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_3 Kelch_4 Kelch_4
Crei_PNW77358	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_1 Kelch_3
Mgut_XP_012858584.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3
Klenit_GAQ77592.1	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_3 Kelch_3 Kelch_3 Kelch_4
Azfi_s0057.g034346	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_3 Kelch_3 Kelch_3
Atha_AT2G36360.4	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_3 Kelch_4 Kelch_3
Smoe_EFJ04885	Kelch.HG0.1:like:FBXO42/KLHDC1/KLHDC3/KLHDC10/LZTR1/RABEPK:likeclu:5/6/13/14/15/25		Kelch	Kelch_4 Kelch_1 Kelch_1 Kelch_3 Kelch_4
Tielac_KYQ93748	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_6 Kelch_4 Kelch_6 Kelch_4 SAM_1
Andgod_ANDGO_04463.mRNA.1	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	
Diprot_Gene.18757	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_4 Kelch_3 Kelch_1 Pkinase_Tyr
Amobb2_AMBB2_06213.mRNA.1	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_2 Kelch_4 Kelch_6 Kelch_4
Klenit_GAQ89314.1	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	
Vcar_XP_002950280.1	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_4 Kelch_4 fn3
Ulvmut_UM039_00331	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	
Amobb2_AMBB2_06213.mRNA.2	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_2 Kelch_4 Kelch_6 Kelch_4
