gene	orthogroup	orthologous_to	family	architecture
Hydvul_Sc4wPfr_523.g16374.t1	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2_6
Lpol_XP_013786225.1	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2_6 zf-C2H2 zf-C2H2_6 zf-C2H2_6 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2_4 zf-C2H2
Drer_ENSDARP00000099445.4	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	Zfx_Zfy_act zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Drer_ENSDARP00000140888.2	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	Zfx_Zfy_act zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Drer_ENSDARP00000156508.1	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	Zfx_Zfy_act zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Ptyfla_pfl_40v0_9_20150316_1g959.t1	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-C2H2_6 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Drer_ENSDARP00000097432.3	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	Zfx_Zfy_act zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Ctel_CapteP46375	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2
Lgig_LotgiP109963	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2_11
Tcas_XP_008196814.1	zf-C2H2.HG0.0:like:ZNF335:likeclu:4		zf-C2H2	zf-AD zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2_4 zf-C2H2
Bnat_JGI_V11_81223	zf-C2H2.HG0.1:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2_6 zf-C2H2 zf-C2H2_6
Dpul_EFX79363	zf-C2H2.HG0.1:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-C2H2_6 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2_6 zf-C2H2 zf-C2H2
Ctel_CapteP178127	zf-C2H2.HG0.1:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Spur_XP_011670503.1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2 zf-met zf-C2H2
Helrob_HelroP133378	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-met zf-C2H2 zf-C2H2 zf-C2H2_4 zf-C2H2
Tcas_XP_015834159.1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-AD zf-C2H2 zf-C2H2 zf-Di19 zf-C2H2 zf-C2H2
Linana_g15018.t1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-C2H2 zf-C2H2_4 Fibrillarin
Dmel_FBpp0083249	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-AD zf-C2H2_6 zf-C2H2 zf-C2H2 zf-C2H2_6 zf-C2H2
Linana_g20818.t1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-met zf-C2H2 zf-C2H2
Tcas_XP_015834158.1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-AD zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Tcas_XP_015834126.1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	zf-AD zf-C2H2_6 zf-C2H2 zf-C2H2 zf-C2H2 zf-C2H2
Linana_g11676.t1	zf-C2H2.HG0.2:like:ZNF335:likeclu:4		zf-C2H2	Glyco_transf_92 zf-met zf-C2H2 zf-C2H2
