gene	orthogroup	orthologous_to	family	architecture
Cscu_XP_023241204.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH BAH DNA_methylase
Cint_ENSCINP00000010797.4	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Adig_XP_015768114.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Notgen_g20725.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Auraur_scaffold1344.g2.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH
Aque_Aqu2.1.05277_001	BAH.HG2.0:DNMT1	DNMT1	BAH	zf-CXXC BAH
Nvec_NVE9538	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Helrob_HelroP116156	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Dpul_EFX80183	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH DNA_methylase
Aque_Aqu2.1.06977_001	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH
Linana_g11540.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Ptyfla_pfl_40v0_9_20150316_1g3463.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Ctel_CapteP160905	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Phoaus_g17644.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Lpol_XP_022248469.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Scil_scpid7610	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Drer_ENSDARP00000013243.3	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Hydvul_Sc4wPfr_1463.g9565.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DAN DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Exapal_XP_020905332.2	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Tcas_XP_008193458.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Emue_0686g2a	BAH.HG2.0:DNMT1	DNMT1	BAH	zf-CXXC BAH BAH
Spur_XP_030853615.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Aque_Aqu2.1.37141_001	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Hsap_ENSP00000352516.3	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Emue_0020g6a	BAH.HG2.0:DNMT1	DNMT1	BAH	zf-CXXC BAH BAH DNA_methylase
Emue_0016g1020a	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Apla_XP_022094612.1	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Morvir_scaffold152.g48.t1	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Lgig_LotgiP171288	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH DNA_methylase
Spis_XP_022779249_1	BAH.HG2.0:DNMT1	DNMT1	BAH	DMAP_binding DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Lcom_lcpid27447	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Cgig_EKC23761	BAH.HG2.0:DNMT1	DNMT1	BAH	DNMT1-RFD zf-CXXC BAH BAH DNA_methylase
Coka_g9330.t1	Bromodomain.HG5.2:BAZ1A/BAZ1B/BAZ2A/BAZ2B	BAZ2A/BAZ2B	Bromodomain	FYRN Bromodomain PHD zf-CXXC WSD Bromodomain TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_8
Esil_CBN79349	Bromodomain.HG5.2:BAZ1A/BAZ1B/BAZ2A/BAZ2B	BAZ2A/BAZ2B	Bromodomain	FYRN PHD zf-CXXC WHIM1 WSD Bromodomain
Coka_g9330.t2	Bromodomain.HG5.2:BAZ1A/BAZ1B/BAZ2A/BAZ2B	BAZ2A/BAZ2B	Bromodomain	FYRN Bromodomain PHD zf-CXXC WSD Bromodomain TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_8
Cscu_XP_023231927.1	Chromo.HG1.9:CBX1/CBX3/CBX5	islike:CBX1/CBX3/CBX5	Chromo	zf-CXXC Chromo
Cscu_XP_023231929.1	Chromo.HG1.9:CBX1/CBX3/CBX5	islike:CBX1/CBX3/CBX5	Chromo	zf-CXXC Chromo
Lpol_XP_022246294.1	Chromo.HG1.9:CBX1/CBX3/CBX5	islike:CBX1/CBX3/CBX5	Chromo	zf-CXXC Chromo zf-met
Lpol_XP_013791499.1	Chromo.HG1.9:CBX1/CBX3/CBX5	islike:CBX1/CBX3/CBX5	Chromo	zf-CXXC Chromo
Ehux_EOD15696	Chromo.HG1.36:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46		Chromo	HSF_DNA-bind AP2 zf-CXXC MBD Chromo
