gene	orthogroup	orthologous_to	family	architecture
Gthe_EKX38026	Bromodomain.HG1.11:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54		Bromodomain	Bromodomain SAM_1
Pinf_PITG_19607T0	CupinJmjC.HG2.10:like:JMJD6:likeclu:16		CupinJmjC	Cupin_8 SAM_1
Tielac_KYQ93748	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_6 Kelch_4 Kelch_6 Kelch_4 SAM_1
Cavfas_EGG20357	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_3 Kelch_4 SAM_2
Pygbif_GCRY01003523.1.p1	Kelch.HG0.2:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_1 Kelch_1 Kelch_3 Kelch_3 Kelch_3 SAM_1
Acas_ELR24523	Kelch.HG0.9:like:HCFC1/HCFC2:likeclu:32		Kelch	Kelch_3 Kelch_1 Kelch_4 Kelch_1 Kelch_4 SAM_1
Nvec_NVE17345	LinkerHistone.HG1.5:like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH:likeclu:0/2/9/13/16/20		LinkerHistone	Linker_histone PHD SAM_1
Drer_ENSDARP00000135816.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1	MBT	MBT MBT RBR RBR SLED SAM_1
Spur_XP_030836926.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SAM_1
Sman_Smp_006250.2_pep	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	MBT MBT SAM_1
Nvec_NVE716	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	AL031681.3/L3MBTL1/L3MBTL3/L3MBTL4	MBT	MBT MBT MBT zf-C2HC zf-C2HC SAM_1
Drer_ENSDARP00000101801.3	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	islike:L3MBTL3	MBT	MBT MBT MBT zf-C2HC SAM_1
Exapal_XP_020915016.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SLED SAM_1
Drer_ENSDARP00000127490.1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL3	MBT	MBT MBT MBT zf-C2HC SAM_1
Morvir_scaffold21.g96.t1	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SCMH1/SCML2	MBT	HMG_box MBT MBT SLED SAM_1
Dmel_FBpp0288419	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	L3MBTL2/MBTD1	MBT	MBT MBT MBT MBT SAM_1
Ctel_CapteP148410	MBT.HG1.2:AL031681.3/L3MBTL1/L3MBTL2/L3MBTL3/L3MBTL4/MBTD1/SCMH1/SCML2/SFMBT1/SFMBT2	SFMBT1/SFMBT2	MBT	MBT MBT MBT MBT SLED SAM_1
