gene	orthogroup	orthologous_to	family	architecture
Cgig_EKC36221	Acetyltransf_1.HG2.0:KAT14	KAT14	Acetyltransf_1	DOT1 Acetyltransf_10
Acas_ELR13245	Chromo.HG1.11:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46		Chromo	DOT1 Chromo
Ehux_EOD34021	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	Glycos_transf_2 DOT1
Aano_EGB10744	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	DOT1 zf-UBR E3_UbLigase_R4
Aano_EGB06039	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	RGS Ank_4 DOT1
Symmic_Smic37263	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	DOT1
Pinf_PITG_06020T0	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	DOT1
Bremin_symbB.v1.2.007439.t1	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	DOT1 Alpha-amylase
Bremin_symbB.v1.2.007439.t2	DOT1.HG1.0:like:DOT1L:likeclu:13		DOT1	DOT1 Alpha-amylase
Esil_CBJ48288	DOT1.HG1.1:like:DOT1L:likeclu:13		DOT1	
Symmic_Smic45002	DOT1.HG1.1:like:DOT1L:likeclu:13		DOT1	DOT1
Honfer_GBG30489	DOT1.HG1.1:like:DOT1L:likeclu:13		DOT1	DOT1
Aurlim_141314	DOT1.HG1.1:like:DOT1L:likeclu:13		DOT1	DOT1
Ehux_EOD34111	DOT1.HG1.2:like:DOT1L:likeclu:13		DOT1	2OG-FeII_Oxy_3 DOT1
Bnat_JGI_V11_90719	DOT1.HG1.2:like:DOT1L:likeclu:13		DOT1	zf-C2HC_2 zf-C2HC_2 zf-C2HC_2 zf-C2HC_2 zf-C2HC_2 DOT1
Plafun_PRP85728	DOT1.HG1.2:like:DOT1L:likeclu:13		DOT1	Methyltransf_31
Phatri_Phatr3_EG01788.p1	DOT1.HG1.2:like:DOT1L:likeclu:13		DOT1	
Ehux_EOD05430	DOT1.HG1.2:like:DOT1L:likeclu:13		DOT1	2OG-FeII_Oxy_3 DOT1
Crei_PNW81239	DOT1.HG1.3:like:DOT1L:likeclu:13		DOT1	DOT1
Vcar_XP_002949156.1	DOT1.HG1.3:like:DOT1L:likeclu:13		DOT1	DOT1 Lum_binding Lum_binding
