i	j	weight
53-BP1_Tudor	SET	1
7tm_1	FYRC	2
7tm_1	FYRN	2
7tm_1	PHD	2
7tm_1	PH_13	1
7tm_1	RhoGEF	1
7tm_1	SET	2
7tm_1	zf-CXXC	2
7tm_1	zf-HC5HC2H	2
AAA_19	HA2	1
AAA_19	Helicase_C	1
AAA_19	SET	1
AAA_33	SET	1
AAA_33	UBA	1
ABC2_membrane	ABC2_membrane_7	1
ABC2_membrane	ABC_tran	1
ABC2_membrane	SET	1
ABC2_membrane	SHIPPO-rpt	1
ABC2_membrane_7	ABC_tran	1
ABC2_membrane_7	SET	1
ABC2_membrane_7	SHIPPO-rpt	1
ABC_membrane	ABC_tran	1
ABC_membrane	PALP	1
ABC_membrane	SET	1
ABC_tran	PALP	1
ABC_tran	SET	3
ABC_tran	SHIPPO-rpt	1
ADH_N	ADH_zinc_N	2
ADH_N	ADP_ribosyl_GH	1
ADH_N	SET	2
ADH_N	zf-C3HC4_3	1
ADH_zinc_N	ADP_ribosyl_GH	1
ADH_zinc_N	SET	2
ADH_zinc_N	zf-C3HC4_3	1
ADK	AWS	2
ADK	PHD	2
ADK	SET	2
ADP_ribosyl_GH	SET	2
AMP-binding	HATPase_c_3	1
AMP-binding	NAD_binding_4	1
AMP-binding	PP-binding	1
AMP-binding	SET	1
AMP-binding	SMC_hinge	1
ANAPC3	SET	2
ANAPC3	TPR_8	1
ANAPC3	zf-MYND	1
AP2	SET	1
APG9	SET	1
APH	SET	2
ARID	Pre-SET	2
ARID	SET	4
ARL2_Bind_BART	Ank_2	1
ARL2_Bind_BART	FA_desaturase	1
ARL2_Bind_BART	SET	1
ATP11	AWS	1
ATP11	SET	1
ATP11	zf-CW	1
AWS	AWS	1
AWS	BAH	24
AWS	Bromodomain	21
AWS	C5HCH	41
AWS	Cyclin_N	1
AWS	GATA	1
AWS	HMG_box	11
AWS	Histone	1
AWS	MMR_HSR1	2
AWS	Med26	3
AWS	Myb_DNA-binding	1
AWS	Not3	1
AWS	PHD	21
AWS	PWWP	58
AWS	Pkinase	2
AWS	SAICAR_synt	1
AWS	SET	283
AWS	SRI	53
AWS	Sterol-sensing	1
AWS	WW	38
AWS	WW_1	1
AWS	zf-CW	19
AdoMet_dc	SET	1
AdoMet_dc	Spermine_synth	2
Ank	Ank_2	6
Ank	Ank_3	1
Ank	Ank_4	1
Ank	Pre-SET	5
Ank	SET	7
Ank_2	Ank_2	1
Ank_2	Ank_3	4
Ank_2	Ank_4	24
Ank_2	Ank_5	8
Ank_2	Collagen	1
Ank_2	DAO	1
Ank_2	DEAD	1
Ank_2	EGF_CA	1
Ank_2	FAO_M	1
Ank_2	FA_desaturase	1
Ank_2	FNIP	1
Ank_2	GCV_T	1
Ank_2	GCV_T_C	1
Ank_2	Helicase_C	1
Ank_2	PDZ_6	1
Ank_2	Pam16	1
Ank_2	Pre-SET	55
Ank_2	SET	67
Ank_2	SOCS_box	1
Ank_2	Trypsin_2	1
Ank_2	cEGF	1
Ank_2	zf-MYND	1
Ank_3	Ank_4	1
Ank_3	Ank_5	1
Ank_3	Pre-SET	4
Ank_3	SET	4
Ank_4	Ank_4	1
Ank_4	Ank_5	1
Ank_4	Collagen	1
Ank_4	DAO	1
Ank_4	DEAD	1
Ank_4	EGF_CA	1
Ank_4	FAO_M	1
Ank_4	GCV_T	1
Ank_4	GCV_T_C	1
Ank_4	Helicase_C	1
Ank_4	Pre-SET	20
Ank_4	SET	26
Ank_4	SOCS_box	1
Ank_4	cEGF	1
Ank_4	zf-MYND	1
Ank_5	PDZ_6	1
Ank_5	Pre-SET	8
Ank_5	SET	8
Ank_5	Trypsin_2	1
AnmK	CRIM	1
AnmK	Pre-SET	1
AnmK	SET	1
AnmK	SIN1_PH	1
ArAE_2	LRR_6	1
ArAE_2	Pkinase_Tyr	1
ArAE_2	SET	1
ArAE_2	WKF	1
Arg_decarb_HB	Arginase	1
Arg_decarb_HB	DS	1
Arg_decarb_HB	Orn_Arg_deC_N	1
Arg_decarb_HB	SET	1
Arginase	DS	1
Arginase	Orn_Arg_deC_N	1
Arginase	SET	1
Arm	SET	1
BAH	Bromodomain	21
BAH	PHD	3
BAH	SET	28
BAH	zf-CCCH	1
BNR_2	SET	1
BRAP2	SET	1
BRAP2	zf-MYND	1
BRAP2	zf-RING_2	1
BRAP2	zf-UBP	1
BRCT	Pkinase	1
BRCT	SET	3
Band_7	RVT_2	1
Band_7	SET	1
Band_7	UBA	1
Bromodomain	Bromodomain	1
Bromodomain	FYRC	5
Bromodomain	FYRN	10
Bromodomain	GYF	1
Bromodomain	Glycogen_syn	1
Bromodomain	PHD	14
Bromodomain	PWWP	3
Bromodomain	Peptidase_S8	1
Bromodomain	RAMA	1
Bromodomain	SET	49
Bromodomain	zf-CCHC	1
Bromodomain	zf-CW	1
Bromodomain	zf-HC5HC2H	5
Bromodomain	zf-HC5HC2H_2	5
C2	SET	1
C5HCH	HMG_box	8
C5HCH	PHD	6
C5HCH	PWWP	37
C5HCH	SET	41
CBM49	Rubis-subs-bind	1
CBM49	SET	1
CLASP_N	SET	1
CRIM	Pre-SET	1
CRIM	SET	1
CRIM	SIN1_PH	1
CYTH	SET	1
CYTH	UPF0227	1
Caps_synth	Rubis-subs-bind	1
Caps_synth	SET	1
Chromate_transp	SET	1
Chromate_transp	UCR_UQCRX_QCR9	1
Chromo	Pre-SET	34
Chromo	RtcB	1
Chromo	SET	37
Collagen	EGF_CA	1
Collagen	Pre-SET	1
Collagen	SET	1
Collagen	cEGF	1
Cupin_4	PNK3P	1
Cupin_4	SET	1
Cupin_8	Cupin_8	1
Cupin_8	SET	1
Cyclin_N	Pkinase	3
Cyclin_N	SET	3
D123	SET	1
DAO	FAO_M	1
DAO	GCV_T	1
DAO	GCV_T_C	1
DAO	SET	2
DAO	Sulfotransfer_1	1
DCP2	NUDIX	1
DCP2	Rubis-subs-bind	1
DCP2	SET	1
DDE_Tnp_1_7	SET	1
DDE_Tnp_4	Pre-SET	1
DDE_Tnp_4	SAD_SRA	1
DDE_Tnp_4	SET	1
DEAD	Helicase_C	2
DEAD	SET	2
DEAD	SPRY	1
DEAD	zf-MYND	1
DHHC	Glyoxalase	1
DHHC	SET	1
DS	Orn_Arg_deC_N	1
DS	SET	1
DUF1681	SET	1
DUF2009	SET	1
DUF2040	SET	1
DUF2040	zf-MYND	1
DUF2306	Ion_trans	1
DUF2306	SET	1
DUF2891	SET	1
DUF455	MBD	1
DUF455	Pre-SET	1
DUF455	SET	1
DUF455	TUDOR_5	1
DUF455	Tudor_4	1
DUF4573	SET	1
DUF4573	zf-C2H2	1
DUF5604	MBD	10
DUF5604	Pkinase	1
DUF5604	Pre-SET	10
DUF5604	SET	10
DUF5604	TUDOR_5	10
DUF5604	Tudor_4	10
Dala_Dala_lig_C	SET	24
DnaB_bind	RRM_1	1
DnaB_bind	SET	1
DnaB_bind	Toprim_2	1
DnaB_bind	Toprim_N	1
DnaB_bind	zf-CHC2	1
DnaJ	Ion_trans	3
DnaJ	RVT_1	1
DnaJ	Rhomboid	4
DnaJ	SET	7
DnaJ	TPR_16	1
Dynamin_N	SET	1
EF-hand_7	Ion_trans_2	2
EF-hand_7	PARP	2
EF-hand_7	Rubis-subs-bind	1
EF-hand_7	SET	3
EGF_CA	Pre-SET	1
EGF_CA	SET	1
EGF_CA	cEGF	1
EI24	SET	1
EMP24_GP25L	SET	2
EZH2_N	Ezh2_MCSS	1
EZH2_N	SET	1
EZH2_WD-Binding	PRC2_HTH_1	4
EZH2_WD-Binding	SET	4
EZH2_WD-Binding	preSET_CXC	4
EamA	SET	1
Exo_endo_phos_2	RVT_1	1
Exo_endo_phos_2	SET	1
Exo_endo_phos_2	zf-MYND	1
Exostosin	Thioredoxin	1
Ezh2_MCSS	SET	1
F-box	SET	1
FAO_M	GCV_T	1
FAO_M	GCV_T_C	1
FAO_M	SET	1
FA_desaturase	SET	1
FHA	SET	1
FKBP_C	Methyltransf_11	1
FKBP_C	Ribosomal_L44	1
FKBP_C	SET	3
FKBP_C	WD40	1
FKBP_C	WRC	1
FKBP_C	ubiquitin	1
FMO-like	SET	1
FNIP	SET	1
FYRC	FYRN	118
FYRC	Ham1p_like	1
FYRC	Homeodomain	1
FYRC	LBR_tudor	1
FYRC	PHD	57
FYRC	PHD_2	17
FYRC	PH_13	1
FYRC	PWWP	22
FYRC	RAMA	2
FYRC	RhoGEF	1
FYRC	SET	133
FYRC	zf-CXXC	19
FYRC	zf-HC5HC2H	61
FYRC	zf-HC5HC2H_2	62
FYRN	Ham1p_like	1
FYRN	Homeodomain	1
FYRN	LBR_tudor	1
FYRN	PHD	64
FYRN	PHD_2	16
FYRN	PH_13	1
FYRN	PWWP	22
FYRN	RAMA	3
FYRN	RhoGEF	1
FYRN	SET	131
FYRN	zf-C2H2_6	1
FYRN	zf-CXXC	18
FYRN	zf-HC5HC2H	64
FYRN	zf-HC5HC2H_2	65
GATA	SET	1
GCV_T	GCV_T_C	1
GCV_T	SET	1
GCV_T_C	SET	1
GRIP	SET	1
GSHPx	SET	1
GYF	SET	3
GYF	zf-CCHC	1
GYF_2	SET	7
Glucan_synthase	PIH1_CS	1
Glucan_synthase	SET	1
Glucan_synthase	STAS	1
Glucan_synthase	Sulfate_transp	1
Glyco_hydro_35	SET	1
Glyco_transf_25	SET	1
Glyco_transf_54	SET	1
Glycogen_syn	SET	1
Glycos_transf_N	SET	1
Glyoxalase	SET	1
Guanylate_cyc	PDEase_I	1
HA2	Helicase_C	1
HA2	SET	1
HAD_2	SET	1
HATPase_c_3	HATPase_c_3	1
HATPase_c_3	NAD_binding_4	1
HATPase_c_3	PP-binding	1
HATPase_c_3	SET	1
HATPase_c_3	SMC_hinge	1
HLH	SET	1
HLH	bHLH-MYC_N	1
HMG_box	PHD	4
HMG_box	PHD_2	1
HMG_box	PWWP	12
HMG_box	SAND	1
HMG_box	SET	12
HMG_box	zf-CW	1
HMG_box	zf-HC5HC2H_2	1
HSP20	SET	1
HTH_48	Pre-SET	1
HTH_48	SET	1
HTH_48	Transposase_1	1
Ham1p_like	PHD	1
Ham1p_like	SET	1
Ham1p_like	zf-CXXC	1
Ham1p_like	zf-HC5HC2H	1
Helicase_C	SET	4
Helicase_C	SPRY	1
Helicase_C	zf-MYND	1
His_Phos_1	SET	1
Hist_deacetyl	LEA_5	1
Hist_deacetyl	SET	1
Histone	SET	1
Homeobox_KN	SET	1
Homeobox_KN	zf-CW	1
Homeodomain	PHD	1
Homeodomain	SET	1
Homeodomain	zf-HC5HC2H_2	1
IFRD	SET	1
Ion_trans	Rhomboid	3
Ion_trans	SET	4
Ion_trans_2	PARP	2
Ion_trans_2	SET	3
Jas	PHD_2	7
Jas	SET	8
Jas	zf-HC5HC2H_2	8
JmjC	JmjC	1
LBR_tudor	PHD_2	1
LBR_tudor	PWWP	1
LBR_tudor	SET	1
LBR_tudor	zf-HC5HC2H_2	1
LEA_5	SET	1
LNS2	Lipin_N	1
LNS2	Lipin_mid	1
LNS2	SET	1
LNS2	preSET_CXC	1
LRR_6	Pkinase_Tyr	1
LRR_6	SET	1
LRR_6	WKF	1
Lactonase	SET	1
Lipin_N	Lipin_mid	1
Lipin_N	SET	1
Lipin_N	preSET_CXC	1
Lipin_mid	SET	1
Lipin_mid	preSET_CXC	1
MAS20	SET	11
MBD	Pkinase	1
MBD	Pre-SET	41
MBD	SET	41
MBD	THAP	1
MBD	TUDOR_5	26
MBD	Tudor_4	31
MFS_1	SET	1
MMR_HSR1	PHD	2
MMR_HSR1	SET	2
MORN	MORN	5
MORN	SET	12
Med26	SET	3
Med26	SRI	3
Med26	WW	1
Melibiase_2	Melibiase_C	1
Melibiase_2	PAZ	1
Melibiase_2	Piwi	1
Melibiase_2	Pkinase	1
Melibiase_2	SET	1
Melibiase_C	PAZ	1
Melibiase_C	Piwi	1
Melibiase_C	Pkinase	1
Melibiase_C	SET	1
Methyltransf_11	SET	1
Methyltransf_11	WD40	1
Methyltransf_11	ubiquitin	1
Methyltransf_23	Methyltransf_25	1
Methyltransf_23	Pkinase	1
Methyltransf_25	Pkinase	1
Mur_ligase_M	SET	1
Myb_DNA-bind_6	SET	1
Myb_DNA-binding	SET	1
N-SET	Na_Ca_ex	1
N-SET	RRM_1	27
N-SET	SET	47
N-SET	SET_assoc	5
NAD_binding_4	PP-binding	1
NAD_binding_4	SET	1
NAD_binding_4	SMC_hinge	1
NIF	SET	1
NUDIX	Rubis-subs-bind	1
NUDIX	SET	1
Na_Ca_ex	SET	1
Orn_Arg_deC_N	SET	1
PALP	SET	1
PAP2	Rubis-subs-bind	1
PAP2	SET	1
PARP	SET	3
PARP_reg	SET	1
PAS_9	Rubis-subs-bind	1
PAS_9	SET	1
PAZ	Piwi	1
PAZ	Pkinase	1
PAZ	SET	1
PDZ	SET	1
PDZ_6	Pre-SET	1
PDZ_6	SET	1
PDZ_6	Trypsin_2	1
PHD	PHD	17
PHD	PHD_2	19
PHD	PH_13	1
PHD	PWWP	33
PHD	Peptidase_S8	1
PHD	RAMA	3
PHD	RhoGEF	1
PHD	Ribosom_S12_S23	1
PHD	SAND	6
PHD	SET	160
PHD	zf-C2H2_6	1
PHD	zf-CW	1
PHD	zf-CXXC	16
PHD	zf-HC5HC2H	52
PHD	zf-HC5HC2H_2	45
PHD_2	PWWP	43
PHD_2	SAND	7
PHD_2	SET	63
PHD_2	zf-CW	1
PHD_2	zf-HC5HC2H_2	64
PH_13	RhoGEF	1
PH_13	SET	1
PH_13	zf-CXXC	1
PH_13	zf-HC5HC2H	1
PIG-X	SET	1
PIH1_CS	SET	3
PIH1_CS	STAS	1
PIH1_CS	Sulfate_transp	1
PLAC8	SET	1
PLAC8	zf-MYND	1
PNK3P	SET	1
PP-binding	SET	1
PP-binding	SMC_hinge	1
PPR	SET	1
PRC2_HTH_1	SET	25
PRC2_HTH_1	preSET_CXC	25
PTS_2-RNA	SET	1
PUB	SET	1
PWWP	SAND	5
PWWP	SET	118
PWWP	WD40	1
PWWP	zf-CW	1
PWWP	zf-HC5HC2H	1
PWWP	zf-HC5HC2H_2	50
Pam16	SET	1
Peptidase_C14	SET	1
Peptidase_C2	SET	1
Peptidase_C48	SET	3
Peptidase_S8	SET	2
Phospholip_B	SET	1
Piwi	Pkinase	1
Piwi	SET	1
Pkinase	Pre-SET	1
Pkinase	SET	15
Pkinase	TUDOR_5	1
Pkinase	Tudor_4	1
Pkinase_Tyr	Pkinase_Tyr	1
Pkinase_Tyr	SET	2
Pkinase_Tyr	WKF	1
Pre-SET	Pre-SET	5
Pre-SET	RtcB	1
Pre-SET	SAD_SRA	92
Pre-SET	SET	398
Pre-SET	SIN1_PH	1
Pre-SET	Syja_N	1
Pre-SET	THAP	1
Pre-SET	TUDOR_5	28
Pre-SET	Transposase_1	1
Pre-SET	Trypsin_2	1
Pre-SET	Tudor_4	33
Pre-SET	UBA_4	2
Pre-SET	WIYLD	29
Pre-SET	cEGF	1
Pre-SET	zf-C2H2_3rep	17
Pre-SET	zf-HC5HC2H	11
Pre-SET	zf-TRM13_CCCH	2
Pro_isomerase	RVT_2	1
Pro_isomerase	SET	2
Pro_isomerase	zf-CCHC	1
QVR	SET	1
RAMA	SET	3
RAMA	zf-HC5HC2H	1
RAMA	zf-HC5HC2H_2	2
RCC1	RNase_H	1
RCC1	SET	3
RNase_H	SET	1
RRM_1	SET	46
RRM_1	SET_assoc	2
RRM_1	Toprim_2	1
RRM_1	Toprim_N	1
RRM_1	zf-CHC2	1
RTC	SET	1
RT_RNaseH_2	SET	1
RVT_1	SET	2
RVT_1	zf-MYND	1
RVT_2	SET	2
RVT_2	UBA	1
RVT_2	zf-CCHC	1
RabGAP-TBC	SET	1
RabGAP-TBC	TPR_12	1
Rad60-SLD_2	SET	1
RhoGEF	SET	1
RhoGEF	zf-CXXC	1
RhoGEF	zf-HC5HC2H	1
Rhomboid	SET	4
Ribosom_S12_S23	SET	1
Ribosomal_L1	SET	2
Ribosomal_L44	SET	1
Ribosomal_L44	WRC	1
RtcB	SET	1
Rubis-subs-bind	Rubis-subs-bind	5
Rubis-subs-bind	SET	283
Rubis-subs-bind	TPR_1	2
Rubis-subs-bind	zf-MYND	1
SAD_SRA	SAD_SRA	1
SAD_SRA	SET	106
SAICAR_synt	SET	1
SAND	SET	9
SAND	zf-CW	1
SAND	zf-HC5HC2H_2	8
SET	SET	2475
SET	SET_assoc	6
SET	SH3_15	1
SET	SHIPPO-rpt	1
SET	SIN1_PH	1
SET	SMC_N	1
SET	SMC_hinge	2
SET	SNARE_assoc	1
SET	SOCS_box	1
SET	SPRY	1
SET	SRI	54
SET	STAS	1
SET	Spermine_synth	3
SET	SpoU_methylase	1
SET	Sterol-sensing	1
SET	Sulfate_transp	1
SET	Sulfotransfer_1	1
SET	Sulfotransfer_4	1
SET	Syja_N	1
SET	TIC20	1
SET	TPR_1	9
SET	TPR_11	8
SET	TPR_12	2
SET	TPR_16	7
SET	TPR_19	3
SET	TPR_2	5
SET	TPR_3	1
SET	TPR_8	6
SET	TUDOR_5	28
SET	Toprim_2	1
SET	Toprim_N	1
SET	Transglut_core	1
SET	Transposase_1	1
SET	Trypsin_2	1
SET	Tudor-knot	1
SET	Tudor_4	33
SET	UBA	3
SET	UBA_4	2
SET	UCR_UQCRX_QCR9	2
SET	UPF0227	1
SET	V-SNARE_C	1
SET	WASH-7_C	1
SET	WASH-7_N	1
SET	WASH-7_mid	1
SET	WD40	2
SET	WIYLD	29
SET	WKF	1
SET	WRC	1
SET	WW	39
SET	WW_1	1
SET	Zip	1
SET	adh_short	1
SET	bHLH-MYC_N	1
SET	cEGF	1
SET	dCMP_cyt_deam_1	2
SET	eRF1_1	1
SET	eRF1_2	1
SET	eRF1_3	1
SET	preSET_CXC	105
SET	tRNA-synt_2c	1
SET	tRNA_SAD	1
SET	ubiquitin	1
SET	zf-C2H2	89
SET	zf-C2H2_11	2
SET	zf-C2H2_3rep	17
SET	zf-C2H2_4	2
SET	zf-C2H2_6	6
SET	zf-C2HC_2	2
SET	zf-C3HC4_3	1
SET	zf-CCCH	1
SET	zf-CCHC	8
SET	zf-CHC2	1
SET	zf-CW	27
SET	zf-CXXC	19
SET	zf-H2C2_2	1
SET	zf-H2C2_5	1
SET	zf-HC5HC2H	81
SET	zf-HC5HC2H_2	117
SET	zf-MYND	269
SET	zf-RING_2	1
SET	zf-TRM13_CCCH	2
SET	zf-UBP	1
SET	zf-met	5
SMC_N	SMC_hinge	1
SMC_N	zf-MYND	1
SMC_hinge	zf-MYND	1
SRI	WW	37
SRI	WW_1	1
SRI	zf-CW	1
STAS	Sulfate_transp	1
Sugar_tr	Sugar_tr	1
THAP	TUDOR_5	1
THAP	Tudor_4	1
THOC2_N	Tho2	1
THOC2_N	Thoc2	1
TPR_1	TPR_2	1
TPR_1	zf-MYND	1
TPR_12	zf-CW	1
TPR_3	TPR_8	1
TUDOR_5	Tudor_4	29
Tho2	Thoc2	1
Toprim_2	Toprim_N	1
Toprim_2	zf-CHC2	1
Toprim_N	zf-CHC2	1
Transposase_21	Transposase_21	1
WASH-7_C	WASH-7_N	1
WASH-7_C	WASH-7_mid	1
WASH-7_N	WASH-7_mid	1
WD40	ubiquitin	1
eRF1_1	eRF1_2	1
eRF1_1	eRF1_3	1
eRF1_2	eRF1_3	1
preSET_CXC	preSET_CXC	1
tRNA-synt_2c	tRNA_SAD	1
zf-C2H2	zf-C2H2	9
zf-C2H2	zf-C2H2_11	2
zf-C2H2	zf-C2H2_4	2
zf-C2H2	zf-C2H2_6	6
zf-C2H2	zf-C2HC_2	2
zf-C2H2	zf-H2C2_2	1
zf-C2H2	zf-H2C2_5	2
zf-C2H2	zf-met	8
zf-C2H2_3rep	zf-TRM13_CCCH	2
zf-C2H2_6	zf-HC5HC2H	1
zf-CW	zf-HC5HC2H_2	1
zf-CXXC	zf-HC5HC2H	17
zf-CXXC	zf-HC5HC2H_2	1
zf-HC5HC2H	zf-HC5HC2H_2	18
zf-MYND	zf-MYND	1
zf-MYND	zf-RING_2	1
zf-MYND	zf-UBP	1
zf-RING_2	zf-UBP	1
