gene	orthogroup	orthologous_to	family	architecture
Tadh_P61315	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Ctel_CapteP227114	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Hsap_ENSP00000326519.6	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Bralan_BL29529_evm1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Linana_g1405.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Exapal_XP_020917268.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Hsap_ENSP00000457363.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Notgen_g28182.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Phoaus_g9857.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Ptyfla_pfl_40v0_9_20150316_1g14200.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C BTB_2
Cscu_XP_023227166.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Helrob_HelroP165545	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Clyhem_TCONS_00012112-protein	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Skow_XP_002730463.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Lpol_XP_013788496.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Cscu_XP_023214960.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Sman_Smp_030020.1_pep	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Spis_XP_022779351_1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Cint_ENSCINP00000030108.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Morvir_scaffold129.g53.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Drer_ENSDARP00000104234.2	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Notgen_g28184.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Spur_XP_030847256.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Hydvul_Sc4wPfr_706.2.g7996.t1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Ctel_CapteP220871	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Apla_XP_022085622.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Adig_XP_015773360.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Emul_CDS42053.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Nvec_NVE14944	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Dpul_EFX63770	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Dmel_FBpp0073312	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
Ramvar_GAV01929.1	PA1.HG1.0:AC120114.4/PAGR1	AC120114.4/PAGR1	PA1	PAXIP1_C
