gene	orthogroup	orthologous_to	family	architecture
Ppat_Pp3c8_2040V3.2	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Atha_AT2G41450.1	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Sbic_KXG21877	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_10 RTT107_BRCT_5
Atri_ERN05104	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Acoe_PIA48277.1	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Bdis_KQK06578	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_10 RTT107_BRCT_5
Sphfal_Sphfalx12G056800.1.p	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Sphfal_Sphfalx12G056800.2.p	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 BRCT
Ppat_Pp3c4_1630V3.1	Acetyltransf_1.HG37.0:NA		Acetyltransf_1	Acetyltransf_1 RTT107_BRCT_5
Styinc_Gene27404_m27404	Bromodomain.HG2.3:BRD7/BRD9	islike:BRD7/BRD9	Bromodomain	BRCT WGR Bromodomain
Tmel_CAZ83226	Chromo.HG6.0:NA		Chromo	BRCT_2 Chromo IMS IMS_C REV1_C
Ngru_EFC36189	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	islike:HDAC4/HDAC5/HDAC7/HDAC9	Hist_deacetyl	BRCT PTCB-BRCT Hist_deacetyl Beta_helix Beta_helix
Phakir_PHAKIR_17460.mRNA.2	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	islike:HDAC4/HDAC5/HDAC7/HDAC9	Hist_deacetyl	BRCT_2 PTCB-BRCT Hist_deacetyl
Amobb2_AMBB2_02716.mRNA.1	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	islike:HDAC4/HDAC5/HDAC7/HDAC9	Hist_deacetyl	PTCB-BRCT Hist_deacetyl
Amobb2_AMBB2_02716.mRNA.2	Hist_deacetyl.HG1.19:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	islike:HDAC4/HDAC5/HDAC7/HDAC9	Hist_deacetyl	PTCB-BRCT Hist_deacetyl
Vitbra_CEM15557.1	PHD.HG2.9:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19		PHD	zf-C3HC4_2 PHD_2 zf-HC5HC2H_2 BRCT BRCT_2
Spimul_26053_TR12984_c1_g1	PHD.HG2.18:JADE1/JADE2/JADE3	JADE1/JADE2/JADE3	PHD	PHD_2 zf-HC5HC2H_2 BRCT
Sbic_KXG39536	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	PTCB-BRCT RTT107_BRCT_5 PHD
Mgut_XP_012836333.1	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	PTCB-BRCT BRCT PHD
Sbic_KXG37018	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	BRCT PTCB-BRCT BRCT PHD
Azfi_s0068.g036351	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	BRCT PTCB-BRCT BRCT PHD
Sacu_v1.1_s0014.g006348	PHD.HG4.5:BAZ1A/BAZ1B/BAZ2A/BAZ2B	islike:BAZ1A/BAZ1B/BAZ2A/BAZ2B	PHD	BRCT_2 PTCB-BRCT BRCT PHD
Klenit_GAQ87548.1	PHD.HG4.11:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8		PHD	PTCB-BRCT BRCT PHD
Chabra_GBG79625	PHD.HG4.11:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8		PHD	PTCB-BRCT PHD
Pygbif_GCRY01004966.1.p1	PHD.HG5.6:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4		PHD	BRCT PHD PHD
Ttra_KNC48124	PHD.HG6.0:like:DPF1/DPF2/KAT6A/KAT6B/PHF10:likeclu:4/6/8		PHD	BRCT PHD Homeobox_KN
Chabra_GBG64476	PHD.HG8.0:like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D:likeclu:2		PHD	PTCB-BRCT zf-C3HC4 PHD
Sacu_v1.1_s0080.g017944	PHD.HG8.2:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	KDM4A/KDM4B/KDM4C	PHD	PTCB-BRCT zf-C3HC4_3 PHD
Smoe_EFJ37778	PHD.HG8.2:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	KDM4A/KDM4B/KDM4C	PHD	PTCB-BRCT BRCT PHD
Marpol_PTQ46771	PHD.HG8.2:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	KDM4A/KDM4B/KDM4C	PHD	BRCT PTCB-BRCT PHD
Smoe_EFJ32073	PHD.HG8.2:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	KDM4A/KDM4B/KDM4C	PHD	PTCB-BRCT BRCT PHD
Crei_PNW83738	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Cgig_EKC24368	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT
Auraur_scaffold537.g4.t3	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT BRCT
Auraur_scaffold537.g4.t2	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT
Phoaus_g2743.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 BRCT PTCB-BRCT BRCT BRCT
Skow_XP_006821607.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT BRCT
Cscu_XP_023241530.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT BRCT BRCT
Morvir_scaffold4.g148.t2	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT BRCT BRCT
Tetwil_Twilhelma_g20923.t2	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT PTCB-BRCT BRCT
Tetwil_Twilhelma_g20923.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT PTCB-BRCT BRCT
Nk52_evm13s224	PTIP.HG1.0:TOPBP1	islike:TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT RTT107_BRCT_5
Ocar_g8690.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT RTT107_BRCT_5
Lgig_LotgiP233309	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 BRCT BRCT
Spis_XP_022789370_1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Exapal_XP_020897330.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 BRCT_2 PTCB-BRCT BRCT BRCT
Lpol_XP_022254121.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT BRCT BRCT
Adig_XP_015753275.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT
Tcas_XP_008190279.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT BRCT
Tetwil_Twilhelma_g20925.t2	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT
Skow_XP_002741146.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Lcom_lcpid20577	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT
Apla_XP_022099812.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Recame_RECAM_01437.mRNA.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	RTT107_BRCT_5
Manpla_Gene.61838	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT
Spun_KND00633	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT
Acas_ELR25747	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT RTT107_BRCT_5
Tcas_XP_008190278.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT BRCT
Sarc_Sarc4_g30917T	PTIP.HG1.0:TOPBP1	islike:TOPBP1	PTIP	BRCT_2
Auraur_scaffold537.g4.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT BRCT
Cfra_CFRG2203T1	PTIP.HG1.0:TOPBP1	islike:TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT Thioesterase
Ctel_CapteP225496	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT BRCT BRCT BRCT
Tadh_P53583	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT_2 PTCB-BRCT
Nvec_NVE23745	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Sman_Smp_133990.2_pep	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT PTCB-BRCT BRCT
Clyhem_TCONS_00012777-protein	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Helrob_HelroP109344	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT
Recame_RECAM_08498.mRNA.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	RTT107_BRCT_5
Tetwil_Twilhelma_g20925.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Nvec_NVE1398	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Emue_0018g983a	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT PTCB-BRCT BRCT BRCT
Emul_CDS41346.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT
Fabtro_Gene.46406	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Morvir_scaffold4.g148.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT BRCT BRCT
Aque_Aqu2.1.37959_001	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 PTCB-BRCT BRCT BRCT
Notgen_g41094.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT
Notgen_g2906.t1	PTIP.HG1.0:TOPBP1	islike:TOPBP1	PTIP	Rio2_N RIO1 RTT107_BRCT_5 Ank_2
Spur_XP_030829081.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Linana_g20902.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT
Dpul_EFX85263	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT
Dpul_EFX68227	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT_2 PTCB-BRCT BRCT BRCT
Gthe_EKX50842	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT
Dmel_FBpp0073648	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT BRCT_2 BRCT BRCT BRCT
Drer_ENSDARP00000153880.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Adig_XP_015753276.1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT
Clim_evm13s234	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT
Hydvul_Sc4wPfr_424.1.g2101.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT BRCT
Notgen_g3544.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Scil_scpid13945	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT BRCT
Hsap_ENSP00000260810.5	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	BRCT PTCB-BRCT BRCT PTCB-BRCT BRCT BRCT
Cowc_KJE90324	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT BRCT PTCB-BRCT BRCT
Sarc_Sarc4_g23636T_Sarc4_g23637T	PTIP.HG1.0:TOPBP1	islike:TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Coka_g20977.t1	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT
Esil_CBJ27646	PTIP.HG1.0:TOPBP1	TOPBP1	PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT
Mvib_comp8340_c0_seq1_fr6	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT
Maljak_MALJA_21608.mRNA.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	Pkinase_Tyr Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 RTT107_BRCT_5
Maljak_MALJA_00554.mRNA.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Lcom_lcpid25039	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_4
Ctel_CapteP197230	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Ptyfla_pfl_40v0_9_20150316_1g5256.t1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Maljak_MALJA_21494.mRNA.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT BRCT_2 RTT107_BRCT_5
Spis_XP_022780974_1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_2
Linana_g12889.t1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_2 Ank
Nvec_NVE21729	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_2
Cint_ENSCINP00000031273.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Gefoke_MALSP_16076.mRNA.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Cgig_EKC28292	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5 Ank_2 Ank
Ttra_KNC45954	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	PTCB-BRCT BRCT
Bralan_BL95890_evm1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_2
Ctel_CapteP154521	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Fabtro_Gene.41532	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Scil_scpid87593	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Scil_scpid99604	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Adig_XP_015778837.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT
Exapal_XP_020905089.1	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT Ank_2
Cgig_EKC38547	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	RTT107_BRCT_5
Sros_EGD82674	PTIP.HG1.1:like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1:likeclu:0/9/25/28/31/33		PTIP	BRCT PTCB-BRCT BRCT BRCT
Mlei_ML1541_g7_t1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT BRCT_2 BRCT BRCT RTT107_BRCT_5
Ramvar_GAU88754.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Ramvar_GAU88753.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Ramvar_GAV09316.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Mbre_EDQ88230	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT
Amac_KNE72175	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	GATA BRCT
Rigram_Gene.38185	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT
Amobb2_AMBB2_07433.mRNA.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	RTT107_BRCT_5
Hduj_OQV13163.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Vcar_XP_002946575.1	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT
Crei_PNW77526	PTIP.HG1.2:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT
Rigram_Gene.36362	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT
Aurlim_5562	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT Glyco_hydro_92
Ancsig_Gene.15510	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT
Tielac_KYQ92198	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Honfer_GBG25393	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT
Cavfas_EGG16507	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Hydvul_Sc4wPfr_10.g18965.t1	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT
Bden_EGF81504	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Ddis_EAL67852	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT_2 BRCT PTCB-BRCT PTCB-BRCT BRCT
Plamic_ANCSI_07205.mRNA.1	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Phakir_PHAKIR_12818.mRNA.1	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT RTT107_BRCT_5
Bnat_JGI_V11_89075	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT PTCB-BRCT
Plabra_CEO98011	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT BRCT
Helrob_HelroP190326	PTIP.HG1.3:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT BRCT RTT107_BRCT_5
Sphfal_Sphfalx03G053200.1.p	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT BRCT_3
Phakir_PHAKIR_14291.mRNA.1	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT BRCT
Gefoke_MALSP_15182.mRNA.1	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT
Azfi_s0068.g036351	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT PTCB-BRCT BRCT PHD
Jakbah_JAKBA_02399.mRNA.1	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT
Rall_EPZ37007	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	BRCT PTCB-BRCT
Acas_ELR17762	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT PTCB-BRCT GATA
Atha_AT4G02110.1	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT BRCT
Sbic_KXG39536	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	PTCB-BRCT RTT107_BRCT_5 PHD
Amobb2_AMBB2_10362.mRNA.1	PTIP.HG1.4:like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1:likeclu:9/25/28/31/33		PTIP	RTT107_BRCT_5
