gene	orthogroup	orthologous_to	family	architecture
Clim_evm14s6	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	Bromodomain Bromodomain BET
Hsap_ENSP00000252674.6	AF9.HG1.0:MLLT1/MLLT3	MLLT1	AF9	YEATS AHD
Helrob_HelroP178766	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Skow_XP_002732768.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Adig_XP_015751416.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Cint_ENSCINP00000012639.3	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Ptyfla_pfl_40v0_9_20150316_1g24843.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Tadh_P54575	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Helrob_HelroP176525	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Tcas_XP_008198626.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Cscu_XP_023236281.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Lpol_XP_013790797.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Cscu_XP_023236276.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Spis_XP_022780382_1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Dmel_FBpp0303072	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Bralan_BL11433_evm0	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Hsap_ENSP00000369695.4	AF9.HG1.0:MLLT1/MLLT3	MLLT3	AF9	YEATS AHD
Mlei_ML0343_g13_t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Ocar_g4412.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Clyhem_TCONS_00020941-protein	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Apla_XP_022110263.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Notgen_g197.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Drer_ENSDARP00000151684.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1	AF9	YEATS AHD
Cgig_EKC23802	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Phoaus_g10812.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Drer_ENSDARP00000090508.3	AF9.HG1.0:MLLT1/MLLT3	MLLT1	AF9	YEATS AHD
Lpol_XP_013790442.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Drer_ENSDARP00000004230.6	AF9.HG1.0:MLLT1/MLLT3	MLLT3	AF9	YEATS AHD
Helrob_HelroP176701	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Helrob_HelroP176487	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Spur_XP_782465.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Ramvar_GAU96101.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Aque_Aqu2.1.31338_001	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Emue_0009g1216a	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	Adaptin_N AP3B1_C YEATS AHD
Dpul_EFX74182	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Hduj_OQV18178.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Morvir_scaffold38.g10.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Exapal_XP_020904770.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Nvec_NVE12157	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Tetwil_Twilhelma_g23024.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS YEATS AHD
Linana_g19806.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Hydvul_Sc4wPfr_161.g25568.t1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Cscu_XP_023236277.1	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	YEATS AHD
Diprot_Gene.34654	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	AHD
Diprot_Gene.23369	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	BET
Rigram_Gene.19976	AF9.HG1.0:MLLT1/MLLT3	MLLT1/MLLT3	AF9	Bromodomain BET
Rigram_Gene.19976	Bromodomain.HG1.10:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54		Bromodomain	Bromodomain BET
Clim_evm14s6	Bromodomain.HG1.29:like:CREBBP/EP300:likeclu:54		Bromodomain	Bromodomain Bromodomain BET
Ramvar_GAU96101.1	YEATS.HG1.8:MLLT1/MLLT3	islike:MLLT1/MLLT3	YEATS	YEATS AHD
Lpol_XP_013790797.1	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Hsap_ENSP00000252674.6	YEATS.HG1.8:MLLT1/MLLT3	MLLT1	YEATS	YEATS AHD
Cscu_XP_023236276.1	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Mlei_ML0343_g13_t1	YEATS.HG1.8:MLLT1/MLLT3	islike:MLLT1/MLLT3	YEATS	YEATS AHD
Cint_ENSCINP00000012639.3	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Skow_XP_002732768.1	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Nvec_NVE12157	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Tadh_P54575	YEATS.HG1.8:MLLT1/MLLT3	MLLT1/MLLT3	YEATS	YEATS AHD
Drer_ENSDARP00000004230.6	YEATS.HG1.8:MLLT1/MLLT3	MLLT3	YEATS	YEATS AHD
