gene	orthogroup	orthologous_to	family	architecture
Ngru_EFC37931	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Tvag_XP_001326635.1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Umay_KIS66976	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Porpur_KAA8494872.1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Caulen_g3264.t1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Ncra_EAA29880	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2 SIR2 SIR2
Ccin_EAU85410	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2 SIR2
Morelo_OAQ32216	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Spun_KND04761	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Amac_KNE69863	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2 SIR2
Mcir_OAD00286	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Mcir_OAC97743	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Ehux_EOD24014	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Spun_KND01637	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Scer_YDR191W	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Ppat_Pp3c10_16280V3.1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Amac_KNE71104	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2 SIR2
Cang_ORZ33127	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Falb_KCV67438	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Coerev_PIA19320.1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2 SIR2
Falb_KCV71488	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
Pisp_OUM69084.1	SIR2.HG1.0:like:SIRT1/SIRT2/SIRT3:likeclu:3/12/14		SIR2	SIR2
