i	j	weight
5_nucleotid_C	Acetyltransf_3	2
5_nucleotid_C	DUF2948	1
5_nucleotid_C	Histidinol_dh	1
5_nucleotid_C	LMWPc	1
5_nucleotid_C	Maf	1
5_nucleotid_C	Metallophos	1
5_nucleotid_C	UPF0262	1
AAA	Acetyltransf_1	1
AAA_16	Acetyltransf_1	1
AAA_16	Guanylate_cyc	1
AAA_16	PH	1
AAA_25	Acetyltransf_1	1
AAA_25	ChlI	1
AAA_25	DUF5609	1
AAA_25	DeoC	1
AAA_25	GTP_EFTU	1
AAA_25	Gate	1
AAA_25	Glycos_trans_3N	1
AAA_25	Glycos_transf_3	1
AAA_25	Hydrolase	1
AAA_25	Metalloenzyme	1
AAA_25	Nucleos_tra2_C	1
AAA_25	Nucleos_tra2_N	1
AAA_25	PNP_UDP_1	1
AAA_25	PYNP_C	1
AAA_25	RF3_C	1
AAA_31	Acetyltransf_1	1
AAA_31	CN_hydrolase	1
AAA_31	GNVR	1
AAA_31	HisG	1
AAA_31	PseudoU_synth_2	1
AAA_6	AAA_7	1
AAA_6	AAA_8	1
AAA_6	AAA_9	1
AAA_6	AAA_lid_11	1
AAA_6	Acetyltransf_1	1
AAA_6	DHC_N1	1
AAA_6	DHC_N2	1
AAA_6	Dynein_C	1
AAA_6	Dynein_heavy	1
AAA_6	MT	1
AAA_7	AAA_8	1
AAA_7	AAA_9	1
AAA_7	AAA_lid_11	1
AAA_7	Acetyltransf_1	1
AAA_7	DHC_N1	1
AAA_7	DHC_N2	1
AAA_7	Dynein_C	1
AAA_7	Dynein_heavy	1
AAA_7	MT	1
AAA_8	AAA_9	1
AAA_8	AAA_lid_11	1
AAA_8	Acetyltransf_1	1
AAA_8	DHC_N1	1
AAA_8	DHC_N2	1
AAA_8	Dynein_C	1
AAA_8	Dynein_heavy	1
AAA_8	MT	1
AAA_9	AAA_lid_11	1
AAA_9	Acetyltransf_1	1
AAA_9	DHC_N1	1
AAA_9	DHC_N2	1
AAA_9	Dynein_C	1
AAA_9	Dynein_heavy	1
AAA_9	MT	1
AAA_lid_11	Acetyltransf_1	1
AAA_lid_11	DHC_N1	1
AAA_lid_11	DHC_N2	1
AAA_lid_11	Dynein_C	1
AAA_lid_11	Dynein_heavy	1
AAA_lid_11	MT	1
AA_kinase	ACT_7	1
AA_kinase	Acetyltransf_1	56
AA_kinase	Acetyltransf_3	1
AA_kinase	Acetyltransf_7	2
AA_kinase	Acetyltransf_8	1
AA_kinase	Aldedh	1
AA_kinase	Aminotran_3	1
AA_kinase	CTP_transf_like	1
AA_kinase	DnaJ	1
AA_kinase	EF_TS	1
AA_kinase	GTP1_OBG	1
AA_kinase	LRR_6	1
AA_kinase	MMR_HSR1	1
AA_kinase	PDZ_2	1
AA_kinase	PUA	1
AA_kinase	Peptidase_M23	1
AA_kinase	Peptidase_S41	1
AA_kinase	Pyr_redox_2	1
AA_kinase	Pyr_redox_dim	1
AA_kinase	Radical_SAM	1
AA_kinase	Ribosomal_L21p	1
AA_kinase	Ribosomal_L27	1
AA_kinase	Ribosomal_S2	1
AA_kinase	RsfS	1
AA_kinase	SNARE_assoc	1
AA_kinase	SPOUT_MTase	1
AA_kinase	SSF	1
AA_kinase	Sigma70_r2	1
AA_kinase	Sigma70_r3	1
AA_kinase	Sigma70_r4	1
ABA_GPCR	Acetyltransf_1	1
ABA_GPCR	GPHR_N	1
ABC1	Acetyltransf_1	1
ABC1	Cupin_8	1
ABC2_membrane_3	Acetyltransf_1	1
ABC2_membrane_3	OEP	1
ABC2_membrane_3	TetR_N	1
ABC_tran	Acetyltransf_1	2
ABC_tran	Acetyltransf_7	2
ABC_tran	Calx-beta	1
ABC_tran	GYF	1
ABC_tran	adh_short	1
ACAS_N	AMP-binding	1
ACAS_N	AMP-binding_C	1
ACAS_N	Acetyltransf_1	1
ACAS_N	Trypsin	1
ACBP	FR47	1
ACR_tran	Acetyltransf_1	1
ACR_tran	HlyD_D23	1
ACR_tran	MarR_2	1
ACR_tran	PadR	1
ACT_7	Acetyltransf_1	1
ACT_7	Aminotran_3	1
ACT_7	Pyr_redox_2	1
ACT_7	Pyr_redox_dim	1
ACT_7	Radical_SAM	1
ACT_7	SNARE_assoc	1
ACT_7	SSF	1
ACT_7	Sigma70_r2	1
ACT_7	Sigma70_r3	1
ACT_7	Sigma70_r4	1
ADH_N	ADH_zinc_N	2
ADH_N	Acetyltransf_1	2
ADH_N	Antistasin	2
ADH_N	Kazal_2	2
ADH_zinc_N	Acetyltransf_1	2
ADH_zinc_N	Antistasin	2
ADH_zinc_N	Kazal_2	2
AHSA1	Acetyltransf_1	1
AHSA1	Iso_dh	1
AHSA1	Peptidase_M14	1
AI-2E_transport	Acetyltransf_4	1
AI-2E_transport	PP_kinase	1
AI-2E_transport	PP_kinase_C	1
AI-2E_transport	PP_kinase_C_1	1
AI-2E_transport	PP_kinase_N	1
AI-2E_transport	TerB	1
AIG1	Acetyltransf_1	1
AIG1	PTR2	1
AIRS	AIRS_C	1
AIRS	Acetyltransf_1	1
AIRS	Aldo_ket_red	1
AIRS	Asp_Glu_race	1
AIRS	CN_hydrolase	1
AIRS	Pyr_redox_3	1
AIRS	Radical_SAM	1
AIRS_C	Acetyltransf_1	1
AIRS_C	Aldo_ket_red	1
AIRS_C	Asp_Glu_race	1
AIRS_C	CN_hydrolase	1
AIRS_C	Pyr_redox_3	1
AIRS_C	Radical_SAM	1
AMP-binding	AMP-binding_C	1
AMP-binding	Acetyltransf_1	2
AMP-binding	Acetyltransf_10	1
AMP-binding	PP-binding	1
AMP-binding	Trypsin	1
AMP-binding_C	Acetyltransf_1	1
AMP-binding_C	Trypsin	1
ASL_C	Acetyltransf_10	1
ASL_C	Cupin_4	1
ASL_C	DUF489	1
ASL_C	Lyase_1	1
ASL_C	NUDIX	1
ASL_C	tRNA_Me_trans	1
ASL_C2	Acetyltransf_1	1
ASL_C2	Lyase_1	1
ATP-grasp_5	Acetyltransf_1	10
ATP-grasp_5	Acetyltransf_3	8
ATP-grasp_5	CoA_binding_2	13
ATP-grasp_5	Ligase_CoA_2	13
ATP-grasp_5	Plug	1
ATP-grasp_5	Succ_CoA_lig	16
ATP-grasp_5	TonB_dep_Rec	1
Aa_trans	Acetyltransf_1	1
Aa_trans	Fn3-like	1
Aa_trans	Glyco_hydro_3	1
Aa_trans	Glyco_hydro_3_C	1
Aa_trans	WSC	1
Abhydrolase_1	Acetyltransf_1	3
Abhydrolase_1	Acyl-CoA_dh_1	1
Abhydrolase_1	Acyl-CoA_dh_M	1
Abhydrolase_1	Acyl-CoA_dh_N	1
Abhydrolase_1	Cupin_5	1
Abhydrolase_1	Enolase_C	1
Abhydrolase_1	GATase	1
Acetyltransf_1	Acetyltransf_1	2743
Acetyltransf_1	Acetyltransf_10	5
Acetyltransf_1	Acetyltransf_18	48
Acetyltransf_1	Acetyltransf_7	3
Acetyltransf_1	Acyl-CoA_dh_1	2
Acetyltransf_1	Acyl-CoA_dh_M	2
Acetyltransf_1	Acyl-CoA_dh_N	2
Acetyltransf_1	Acyltransferase	1
Acetyltransf_1	Adenylsucc_synt	1
Acetyltransf_1	Aldo_ket_red	1
Acetyltransf_1	Amino_oxidase	1
Acetyltransf_1	Aminotran_3	4
Acetyltransf_1	Ank	1
Acetyltransf_1	Ank_2	13
Acetyltransf_1	Ank_3	1
Acetyltransf_1	Ank_5	2
Acetyltransf_1	Anticodon_1	1
Acetyltransf_1	Antistasin	2
Acetyltransf_1	ArfGap	1
Acetyltransf_1	Arginase	1
Acetyltransf_1	Arm	1
Acetyltransf_1	AsnC_trans_reg	1
Acetyltransf_1	Asp	2
Acetyltransf_1	Asp_Arg_Hydrox	1
Acetyltransf_1	Asp_Glu_race	1
Acetyltransf_1	BCCT	1
Acetyltransf_1	BPD_transp_1	1
Acetyltransf_1	BRCT	6
Acetyltransf_1	Beta-Casp	1
Acetyltransf_1	BicD	1
Acetyltransf_1	Bmp	1
Acetyltransf_1	Bromodomain	169
Acetyltransf_1	C2	1
Acetyltransf_1	CBS	2
Acetyltransf_1	CCDC53	1
Acetyltransf_1	CN_hydrolase	5
Acetyltransf_1	CPBP	3
Acetyltransf_1	CRT-like	2
Acetyltransf_1	Calx-beta	1
Acetyltransf_1	CbtA	1
Acetyltransf_1	ChlI	1
Acetyltransf_1	Chromo	1
Acetyltransf_1	CoA_binding_2	8
Acetyltransf_1	CobW_C	1
Acetyltransf_1	Collar	1
Acetyltransf_1	Copper-fist	1
Acetyltransf_1	CorA	1
Acetyltransf_1	CorC_HlyC	1
Acetyltransf_1	Cpn60_TCP1	1
Acetyltransf_1	Cullin_binding	1
Acetyltransf_1	Cupin_5	1
Acetyltransf_1	Cupin_8	1
Acetyltransf_1	Cyclin	1
Acetyltransf_1	Cystatin	1
Acetyltransf_1	Cytochrom_B_C	2
Acetyltransf_1	Cytochrom_C1	2
Acetyltransf_1	Cytochrome_B	2
Acetyltransf_1	D123	1
